m/z,R00X136Y045,R00X162Y047,R00X167Y047,R00X158Y048,R00X257Y048,R00X130Y049,R00X159Y049,R00X128Y050,R00X146Y050,R00X094Y051,R00X099Y051,R00X158Y051,R00X160Y051,R00X174Y051,R00X190Y051,R00X209Y051,R00X123Y052,R00X131Y052,R00X162Y052,R00X171Y052,R00X198Y052,R00X121Y053,R00X123Y053,R00X157Y053,R00X158Y053,R00X167Y054,R00X090Y055,R00X166Y055,R00X191Y055,R00X303Y055,R00X191Y056,R00X294Y057,R00X163Y058,R00X170Y058,R00X149Y059,R00X169Y059,R00X299Y059,R00X132Y060,R00X167Y060,R00X184Y060,R00X241Y060,R00X161Y061,R00X210Y061,R00X087Y062,R00X102Y062,R00X139Y062,R00X149Y062,R00X154Y062,R00X158Y062,R00X221Y062,R00X251Y062,R00X295Y062,R00X138Y063,R00X164Y063,R00X239Y063,R00X155Y064,R00X154Y065,R00X155Y065,R00X175Y065,R00X218Y065,R00X087Y066,R00X194Y066,R00X259Y066,R00X141Y067,R00X145Y067,R00X173Y067,R00X145Y068,R00X151Y068,R00X232Y068,R00X145Y069,R00X202Y069,R00X300Y069,R00X077Y070,R00X106Y070,R00X145Y070,R00X171Y070,R00X239Y070,R00X154Y071,R00X136Y072,R00X167Y072,R00X176Y072,R00X103Y073,R00X127Y073,R00X143Y073,R00X154Y073,R00X169Y073,R00X156Y074,R00X168Y074,R00X096Y075,R00X098Y076,R00X101Y076,R00X156Y076,R00X161Y076,R00X236Y076,R00X155Y077,R00X237Y077,R00X135Y078,R00X165Y078,R00X169Y078,R00X189Y078,R00X113Y079,R00X129Y079,R00X157Y079,R00X158Y079,R00X159Y079,R00X164Y079,R00X190Y079,R00X265Y079,R00X141Y080,R00X156Y080,R00X164Y080,R00X233Y080,R00X234Y080,R00X236Y080,R00X245Y080,R00X298Y080,R00X163Y081,R00X165Y081,R00X173Y081,R00X174Y081,R00X236Y081,R00X141Y082,R00X156Y082,R00X226Y082,R00X240Y082,R00X151Y083,R00X163Y083,R00X265Y083,R00X175Y084,R00X235Y087,R00X243Y087,R00X270Y089,R00X234Y090
1315.23,13754665.0,30818784.0,7842848.0,5063899.0,35879308.0,13768451.0,5812212.5,22089260.0,7283566.0,8399791.0,12705751.0,12715127.0,63015360.0,12661151.0,91930712.0,6950642.0,47465172.0,4597753.0,2225037.5,21349348.0,50417780.0,46873408.0,48080780.0,200301248.0,53778228.0,21386698.0,13129449.0,7982991.0,21314302.0,626182.75,14943936.0,4370725.5,71389512.0,30291096.0,2361511.25,29806836.0,2229986.25,60323080.0,7118231.5,2297137.5,32385672.0,7701953.0,126639520.0,13399026.0,9253208.0,1781807.5,2963622.5,29426712.0,3079666.75,4068240.25,9548517.0,2961294.5,9203336.0,2436135.5,58393616.0,78733224.0,10515870.0,105735808.0,81703752.0,13727857.0,12159109.0,16264261.0,13693121.0,5828701.0,24289110.0,159050416.0,24530094.0,7070627.5,23213136.0,12143404.0,12926432.0,9428752.0,17458242.0,19907998.0,11699570.0,17882630.0,34613840.0,13122228.0,4667460.0,50383004.0,8110302.0,14994497.0,3033291.25,34305904.0,8265241.0,75899528.0,5987184.5,49442856.0,20226928.0,27581996.0,54517212.0,23618934.0,9094099.0,23673218.0,18917796.0,76932776.0,20461008.0,138465568.0,58932312.0,162496368.0,2424585.0,16990888.0,15437335.0,15353587.0,2004007.375,268471264.0,48426104.0,2883095.5,15364570.0,3780961.5,126861696.0,13419692.0,75890176.0,8273570.0,14032591.0,12136225.0,14122572.0,72313968.0,11421297.0,51329744.0,8908577.0,8666191.0,9157879.0,26309524.0,5071177.5,5166253.5,35327268.0,2082785.375,55900428.0,53315448.0,18616338.0,6900113.5,23644028.0
1315.28,1089796.0,0.0,810240.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470369.625,0.0,0.0,0.0,0.0,1975016.5,0.0,1989824.75,0.0,0.0,0.0,0.0,0.0,462878.9375,0.0,0.0,695598.0625,0.0,0.0,0.0,0.0,0.0,686811.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249196.125,605353.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275519.875,734062.625,1157423.75,0.0,0.0,0.0,3734559.25,0.0,0.0,0.0,0.0,721725.5,0.0,0.0,0.0,1280970.375,2080825.25,0.0,0.0,0.0,0.0,0.0,0.0,1415653.375,0.0,0.0,0.0,0.0,0.0,1171194.0,1075401.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701470.0625,0.0,0.0,0.0,2382544.5,0.0,0.0,0.0,1496146.25,0.0,1762969.125
1315.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422755.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521085.96875,0.0,0.0,0.0,0.0,0.0
1315.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522573.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315.46,0.0,1098069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9160029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183667.5,0.0,0.0,0.0,0.0,0.0,0.0,644449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551974.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426906.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885674.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452682.78125,1015455.125,0.0,0.0,335665.46875,0.0,409231.34375,0.0,0.0,0.0,1330346.0,0.0
1315.62,670551.5625,1000572.9375,432243.5,0.0,621379.25,959806.8125,0.0,763634.3125,0.0,0.0,915398.75,54968584.0,2721330.125,2376378.0625,0.0,2242486.3125,703683.8125,468756.5625,916610.0625,0.0,852861.75,2542123.125,0.0,0.0,1152864.75,0.0,818271.3125,748233.5,3493496.9375,0.0,890551.0625,0.0,0.0,1575931.1875,0.0,0.0,507592.78125,1301484.625,398605.8125,0.0,1655431.875,967766.28125,7579841.625,1292382.03125,1739481.0625,0.0,0.0,0.0,945262.5,0.0,0.0,1661089.5625,0.0,389043.1875,0.0,0.0,512077.65625,805887.8125,868105.0,1499753.34375,931814.3125,2150933.1875,14509876.75,0.0,1355412.75,1061119.875,3025181.625,349139.96875,0.0,0.0,404434.09375,785774.875,1092376.75,6679880.875,2801975.125,0.0,1918326.6875,2345015.5,0.0,999833.0,1301144.5625,5043922.25,0.0,835518.4375,3482781.375,2861612.25,0.0,1668524.3125,2916207.4375,3947252.125,1298439.625,3981607.625,593789.125,826920.4375,0.0,0.0,1464091.375,1516389.375,1052786.5,0.0,1269528.78125,4460527.1875,1242658.5,627336.5,0.0,2215621.5,0.0,386966.34375,565781.5625,0.0,2490128.75,0.0,0.0,0.0,1050385.0,0.0,293979.9375,1430398.875,485203.34375,1466045.5,0.0,0.0,933005.8125,1582846.75,347822.25,0.0,0.0,0.0,719447.5,943110.9375,1091579.25,1158572.75,2450047.8125
1315.66,0.0,0.0,0.0,0.0,0.0,1086029.125,611295.875,0.0,0.0,0.0,0.0,0.0,1079203.5,1236443.25,0.0,778459.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036372.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460319.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005371.0,0.0,991868.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976916.125,670123.0625,0.0,0.0,0.0,0.0,0.0,0.0,1666188.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041382.6875,0.0,0.0,0.0,0.0,515576.375,0.0,0.0,0.0,1545341.75,0.0,607629.75,0.0,0.0,0.0,895284.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658576.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799368.9375,0.0,922788.25,0.0,0.0,0.0,472860.21875,0.0,0.0,0.0,0.0,0.0,818269.1875,0.0
1315.72,575508.25,0.0,0.0,459369.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700859.0,807258.9375,0.0,0.0,0.0,0.0,0.0,0.0,786937.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399495.25,0.0,0.0,0.0,0.0,0.0,562704.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042805.625,808293.375,0.0,0.0,0.0,398437.25,1361588.375,611703.75,0.0,0.0,0.0,708123.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076257.125,0.0,0.0,961563.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521887.25,0.0,0.0,645349.875,486962.125,830496.0625,0.0,0.0,1624380.75,0.0,0.0,361460.09375,0.0,0.0,834428.0,0.0,546603.1875,0.0,0.0
1315.83,0.0,715868.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338241.5,0.0,0.0,468083.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625340.5625,832751.5625,0.0,0.0,0.0,580147.8125,485174.9375,0.0,0.0,0.0,759215.3125,0.0,2491090.875,0.0,307890.78125,0.0,0.0,0.0,762261.8125,0.0,284394.5625,0.0,0.0,380413.4375,0.0,0.0,0.0,0.0,344394.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764392.875,0.0,0.0,0.0,555893.1875,0.0,0.0,0.0,0.0,0.0,921370.4375,631670.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014180.6875,0.0,0.0,0.0,845151.375,764361.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797718.5625,0.0,0.0,0.0,1024417.5625,0.0,768288.25,0.0,292477.375,0.0,0.0,0.0,529605.3125,474832.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712293.5,0.0,0.0,628438.5625,932044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160118.625,0.0
1315.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519658.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677219.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419364.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773277.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730842.25,0.0
1315.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696547.6875,0.0,0.0,288429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811942.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875983.25,0.0,0.0,0.0,868411.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359672.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935909.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397532.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559909.125,0.0,362079.15625,0.0,0.0,0.0,0.0,0.0,414068.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634304.125,0.0
1316.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396555.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620081.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343100.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364001.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686846.375,0.0,0.0,758670.25,0.0,1393225.25,1463674.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058733.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687494.0,2667663.5,443552.4375,0.0,2941586.5,0.0,0.0,749017.5625,0.0,0.0,859704.6875,0.0,0.0,0.0,851498.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070568.625,0.0,0.0,1249557.5,0.0,0.0,0.0,1366195.75,0.0,0.0,0.0,0.0,611809.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515287.5,885473.6875,0.0,0.0,568603.5,2747029.25,0.0,0.0,0.0,0.0,2406898.5,0.0,1858915.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694909.75,0.0
1316.24,6391311.0,15360499.0,4351352.5,2786938.75,18472460.0,4868166.5,2740819.75,10019126.0,3691570.5,3961636.75,6132303.0,6700895.5,26704862.0,5548733.5,43706744.0,2918823.0,20917316.0,2232083.0,762134.9375,10413967.0,22674856.0,21940068.0,23285054.0,97258960.0,24404686.0,11513110.0,5886649.5,4718907.5,9814293.0,0.0,7594990.0,1899744.375,34011224.0,12995984.0,0.0,14815585.0,1182827.0,26326600.0,2788367.75,922080.6875,14796316.0,3367527.5,55016064.0,6973062.5,4627913.5,510618.375,1319682.875,13134870.0,995012.625,1970686.375,4665930.5,2083278.75,3883920.5,1043636.0625,28291308.0,38935524.0,5219652.5,48249832.0,41114532.0,7277146.0,6133717.0,8216641.0,5486095.5,3288754.75,12006980.0,77756712.0,11657516.0,2614989.0,11303387.0,5271112.0,5847734.5,4606945.0,8327143.0,9712089.0,5666660.0,8394110.0,14909031.0,8357277.5,1823383.875,19069812.0,4072077.75,6618382.0,1991950.125,16799746.0,4794815.0,37352732.0,2449062.0,23452172.0,8995353.0,12948340.0,22868304.0,10921297.0,3860707.0,12308122.0,10382096.0,38647768.0,9537716.0,66077900.0,25863868.0,77044344.0,1022458.3125,7439612.0,7435452.0,7353277.5,429982.65625,129002216.0,24393940.0,0.0,8170286.5,2432247.75,58378644.0,6066161.0,35216932.0,3865098.75,6149623.0,5531282.5,7417336.5,31724160.0,4910771.5,22941848.0,4248843.5,4227979.0,3503666.75,13636661.0,2621408.25,2379768.0,16668812.0,995586.5625,27372392.0,25714686.0,10504433.0,3391719.5,12476444.0
1316.28,0.0,0.0,0.0,0.0,0.0,664904.9375,507326.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2724242.5,0.0,1403641.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458650.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377355.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121246.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245652.125,1471879.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119833.75,0.0,0.0,0.0,0.0,488055.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769107.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920006.8125,0.0,0.0
1316.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527952.25,0.0,0.0,0.0,0.0,0.0
1316.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813777.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667701.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656041.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900548.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316.4,0.0,0.0,0.0,0.0,0.0,458729.8125,0.0,0.0,0.0,0.0,0.0,4825360.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016769.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414259.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584941.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068179.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
