,pixel_x,pixel_y,color
R00X190Y069,143,507,255
R00X191Y069,143,512,255
R00X192Y069,143,516,0
R00X193Y069,143,521,0
R00X194Y069,143,526,0
R00X195Y069,143,530,0
R00X196Y069,143,535,0
R00X197Y069,143,540,0
R00X198Y069,143,544,0
R00X199Y069,143,549,0
R00X200Y069,143,554,0
R00X201Y069,143,558,0
R00X202Y069,143,563,0
R00X203Y069,143,568,0
R00X204Y069,143,572,0
R00X205Y069,143,577,0
R00X206Y069,143,582,255
R00X207Y069,143,586,0
R00X208Y069,143,591,0
R00X209Y069,143,596,0
R00X210Y069,143,600,0
R00X211Y069,143,605,0
R00X212Y069,143,610,0
R00X213Y069,143,614,0
R00X214Y069,143,619,0
R00X215Y069,143,624,0
R00X216Y069,143,628,0
R00X217Y069,143,633,0
R00X218Y069,143,638,0
R00X219Y069,143,642,0
R00X220Y069,143,647,0
R00X221Y069,143,651,0
R00X222Y069,143,656,0
R00X223Y069,143,661,0
R00X224Y069,143,665,0
R00X225Y069,143,670,255
R00X226Y069,143,675,255
R00X227Y069,143,679,255
R00X228Y069,143,684,255
R00X229Y069,143,689,255
R00X230Y069,143,693,0
R00X231Y069,143,698,0
R00X232Y069,143,703,0
R00X233Y069,143,707,0
R00X234Y069,143,712,0
R00X235Y069,143,717,0
R00X236Y069,143,721,0
R00X237Y069,143,726,0
R00X238Y069,143,731,0
R00X239Y069,143,735,0
R00X240Y069,143,740,0
R00X241Y069,143,745,0
R00X242Y069,143,749,0
R00X243Y069,143,754,0
R00X244Y069,143,759,0
R00X245Y069,143,763,0
R00X246Y069,143,768,255
R00X247Y069,143,773,255
R00X248Y069,143,777,0
R00X249Y069,143,782,0
R00X250Y069,143,787,255
R00X251Y069,143,791,255
R00X252Y069,143,796,0
R00X253Y069,143,801,0
R00X254Y069,143,805,0
R00X255Y069,143,810,0
R00X256Y069,143,815,0
R00X257Y069,143,819,0
R00X258Y069,143,824,0
R00X259Y069,143,829,0
R00X260Y069,143,833,0
R00X261Y069,143,838,0
R00X262Y069,143,843,255
R00X263Y069,143,847,255
R00X264Y069,143,852,255
R00X265Y069,143,857,255
R00X266Y069,143,861,255
R00X267Y069,143,866,0
R00X268Y069,143,871,0
R00X269Y069,143,875,0
R00X270Y069,143,880,0
R00X271Y069,143,885,0
R00X272Y069,143,889,0
R00X273Y069,143,894,0
R00X274Y069,143,898,0
R00X275Y069,143,903,0
R00X276Y069,143,908,0
R00X277Y069,143,912,0
R00X278Y069,143,917,0
R00X279Y069,143,922,0
R00X280Y069,143,926,0
R00X281Y069,143,931,0
R00X282Y069,143,936,0
R00X283Y069,143,940,0
R00X284Y069,143,945,255
R00X285Y069,143,950,255
R00X286Y069,143,954,255
R00X287Y069,143,959,255
R00X288Y069,143,964,255
R00X289Y069,143,968,255
R00X290Y069,143,973,0
R00X291Y069,143,978,0
R00X292Y069,143,982,0
R00X293Y069,143,987,0
R00X294Y069,143,992,0
R00X295Y069,143,996,0
R00X296Y069,143,1001,0
R00X297Y069,143,1006,0
R00X298Y069,143,1010,0
R00X299Y069,143,1015,0
R00X300Y069,143,1020,0
R00X301Y069,143,1024,0
R00X302Y069,143,1029,0
R00X303Y069,143,1034,0
R00X304Y069,143,1038,0
R00X305Y069,143,1043,0
R00X306Y069,143,1048,0
R00X307Y069,143,1052,0
R00X308Y069,143,1057,0
R00X076Y070,138,-23,255
R00X077Y070,138,-19,255
R00X078Y070,138,-14,255
R00X079Y070,138,-9,255
R00X080Y070,138,-5,255
R00X081Y070,138,0,255
R00X082Y070,138,4,255
R00X083Y070,138,8,255
R00X084Y070,138,13,255
R00X085Y070,138,18,255
R00X086Y070,138,22,255
R00X087Y070,138,27,0
R00X088Y070,138,32,0
R00X089Y070,138,36,0
R00X090Y070,138,41,0
R00X091Y070,138,46,0
R00X092Y070,138,50,0
R00X093Y070,138,55,0
R00X094Y070,138,60,0
R00X095Y070,138,64,0
R00X096Y070,138,69,0
R00X097Y070,138,74,0
R00X098Y070,138,78,255
R00X099Y070,138,83,255
R00X100Y070,138,88,255
R00X101Y070,138,92,0
R00X102Y070,138,97,0
R00X103Y070,138,102,0
R00X104Y070,138,106,0
R00X105Y070,138,111,0
R00X106Y070,138,116,0
R00X107Y070,138,120,0
R00X108Y070,138,125,0
R00X109Y070,138,130,0
R00X110Y070,138,134,0
R00X111Y070,138,139,0
R00X112Y070,138,144,0
R00X113Y070,138,148,0
R00X114Y070,138,153,0
R00X115Y070,138,157,0
R00X116Y070,138,162,0
R00X117Y070,138,167,0
R00X118Y070,138,171,0
R00X119Y070,138,176,0
R00X120Y070,138,181,0
R00X121Y070,138,185,0
R00X122Y070,138,190,0
R00X123Y070,138,195,255
R00X124Y070,138,199,0
R00X125Y070,138,204,0
R00X126Y070,138,209,0
R00X127Y070,138,213,255
R00X128Y070,138,218,255
R00X129Y070,138,223,255
R00X130Y070,138,227,0
R00X131Y070,138,232,0
R00X132Y070,138,237,0
R00X133Y070,138,241,0
R00X134Y070,138,246,0
R00X135Y070,138,251,0
R00X136Y070,138,255,0
R00X137Y070,138,260,0
R00X138Y070,138,265,0
R00X139Y070,138,269,0
R00X140Y070,138,274,0
R00X141Y070,138,279,0
R00X142Y070,138,283,0
R00X143Y070,138,288,255
R00X144Y070,138,293,255
R00X145Y070,138,297,0
R00X146Y070,138,302,0
R00X147Y070,138,307,0
R00X148Y070,138,311,0
R00X149Y070,138,316,0
R00X150Y070,138,321,0
R00X151Y070,138,325,0
R00X152Y070,138,330,0
R00X153Y070,138,335,0
R00X154Y070,138,339,0
R00X155Y070,138,344,0
R00X156Y070,138,349,0
R00X157Y070,138,353,0
R00X158Y070,138,358,0
R00X159Y070,138,363,0
R00X160Y070,138,367,0
R00X161Y070,138,372,255
R00X162Y070,138,377,255
R00X163Y070,138,381,255
R00X164Y070,138,386,255
R00X165Y070,138,391,255
R00X166Y070,138,395,255
R00X167Y070,138,400,255
R00X168Y070,138,404,0
R00X169Y070,138,409,0
R00X170Y070,138,414,0
R00X171Y070,138,418,0
R00X172Y070,138,423,0
R00X173Y070,138,428,0
R00X174Y070,138,432,0
R00X175Y070,138,437,0
R00X176Y070,138,442,0
R00X177Y070,138,446,0
R00X178Y070,138,451,0
R00X179Y070,138,456,0
R00X180Y070,138,460,0
R00X181Y070,138,465,0
R00X182Y070,138,470,0
R00X183Y070,138,474,0
R00X184Y070,138,479,0
R00X185Y070,138,484,0
R00X186Y070,138,488,0
R00X187Y070,138,493,255
R00X188Y070,138,498,0
R00X189Y070,138,502,0
R00X190Y070,138,507,0
R00X191Y070,138,512,0
R00X192Y070,138,516,0
R00X193Y070,138,521,0
R00X194Y070,138,526,0
R00X195Y070,138,530,0
R00X196Y070,138,535,0
R00X197Y070,138,540,0
R00X198Y070,138,544,0
R00X199Y070,138,549,0
R00X200Y070,138,554,0
R00X201Y070,138,558,0
R00X202Y070,138,563,0
R00X203Y070,138,568,0
R00X204Y070,138,572,0
R00X205Y070,138,577,0
R00X206Y070,138,582,0
R00X207Y070,138,586,0
R00X208Y070,138,591,0
R00X209Y070,138,596,0
R00X210Y070,138,600,0
R00X211Y070,138,605,0
R00X212Y070,138,610,0
R00X213Y070,138,614,0
R00X214Y070,138,619,0
R00X215Y070,138,624,0
R00X216Y070,138,628,0
R00X217Y070,138,633,0
R00X218Y070,138,638,0
R00X219Y070,138,642,0
R00X220Y070,138,647,0
R00X221Y070,138,651,0
R00X222Y070,138,656,0
R00X223Y070,138,661,0
R00X224Y070,138,665,0
R00X225Y070,138,670,255
R00X226Y070,138,675,255
R00X227Y070,138,679,255
R00X228Y070,138,684,255
R00X229Y070,138,689,0
R00X230Y070,138,693,0
R00X231Y070,138,698,0
R00X232Y070,138,703,0
R00X233Y070,138,707,0
R00X234Y070,138,712,0
R00X235Y070,138,717,0
R00X236Y070,138,721,0
R00X237Y070,138,726,0
R00X238Y070,138,731,0
R00X239Y070,138,735,0
R00X240Y070,138,740,0
R00X241Y070,138,745,0
R00X242Y070,138,749,0
R00X243Y070,138,754,0
R00X244Y070,138,759,255
R00X245Y070,138,763,255
R00X246Y070,138,768,255
R00X247Y070,138,773,255
R00X248Y070,138,777,255
R00X249Y070,138,782,255
R00X250Y070,138,787,255
R00X251Y070,138,791,255
R00X252Y070,138,796,0
R00X253Y070,138,801,0
R00X254Y070,138,805,0
R00X255Y070,138,810,0
R00X256Y070,138,815,0
R00X257Y070,138,819,0
R00X258Y070,138,824,0
R00X259Y070,138,829,0
R00X260Y070,138,833,0
R00X261Y070,138,838,255
R00X262Y070,138,843,255
R00X263Y070,138,847,255
R00X264Y070,138,852,255
R00X265Y070,138,857,255
R00X266Y070,138,861,255
R00X267Y070,138,866,0
R00X268Y070,138,871,0
R00X269Y070,138,875,0
R00X270Y070,138,880,0
R00X271Y070,138,885,0
R00X272Y070,138,889,0
R00X273Y070,138,894,0
R00X274Y070,138,898,0
R00X275Y070,138,903,0
R00X276Y070,138,908,0
R00X277Y070,138,912,0
R00X278Y070,138,917,0
R00X279Y070,138,922,0
R00X280Y070,138,926,0
R00X281Y070,138,931,0
R00X282Y070,138,936,0
R00X283Y070,138,940,0
R00X284Y070,138,945,255
R00X285Y070,138,950,255
R00X286Y070,138,954,255
R00X287Y070,138,959,255
R00X288Y070,138,964,0
R00X289Y070,138,968,255
R00X290Y070,138,973,0
R00X291Y070,138,978,0
R00X292Y070,138,982,0
R00X293Y070,138,987,0
R00X294Y070,138,992,0
R00X295Y070,138,996,0
R00X296Y070,138,1001,0
R00X297Y070,138,1006,0
R00X298Y070,138,1010,0
R00X299Y070,138,1015,0
R00X300Y070,138,1020,0
R00X301Y070,138,1024,0
R00X302Y070,138,1029,0
R00X303Y070,138,1034,0
R00X304Y070,138,1038,0
R00X305Y070,138,1043,0
R00X306Y070,138,1048,0
R00X307Y070,138,1052,0
R00X308Y070,138,1057,0
R00X076Y071,133,-23,255
R00X077Y071,133,-19,255
R00X078Y071,133,-14,255
R00X079Y071,133,-9,255
R00X080Y071,133,-5,255
R00X081Y071,133,0,255
R00X082Y071,133,4,255
R00X083Y071,133,8,255
R00X084Y071,133,13,255
R00X085Y071,133,18,255
R00X086Y071,133,22,255
R00X087Y071,133,27,0
R00X088Y071,133,32,0
R00X089Y071,133,36,0
R00X090Y071,133,41,0
R00X091Y071,133,46,0
R00X092Y071,133,50,0
R00X093Y071,133,55,0
R00X094Y071,133,60,0
R00X095Y071,133,64,255
R00X096Y071,133,69,0
R00X097Y071,133,74,255
R00X098Y071,133,78,0
R00X099Y071,133,83,0
R00X100Y071,133,88,255
R00X101Y071,133,92,0
R00X102Y071,133,97,0
R00X103Y071,133,102,0
R00X104Y071,133,106,0
R00X105Y071,133,111,0
R00X106Y071,133,116,0
R00X107Y071,133,120,0
R00X108Y071,133,125,0
R00X109Y071,133,130,0
R00X110Y071,133,134,0
R00X111Y071,133,139,0
R00X112Y071,133,144,0
R00X113Y071,133,148,0
R00X114Y071,133,153,0
R00X115Y071,133,157,0
R00X116Y071,133,162,0
R00X117Y071,133,167,0
R00X118Y071,133,171,255
R00X119Y071,133,176,0
R00X120Y071,133,181,0
R00X121Y071,133,185,0
R00X122Y071,133,190,0
R00X123Y071,133,195,255
R00X124Y071,133,199,255
R00X125Y071,133,204,0
R00X126Y071,133,209,0
R00X127Y071,133,213,0
R00X128Y071,133,218,255
R00X129Y071,133,223,0
R00X130Y071,133,227,0
R00X131Y071,133,232,0
R00X132Y071,133,237,0
R00X133Y071,133,241,0
R00X134Y071,133,246,0
R00X135Y071,133,251,0
R00X136Y071,133,255,0
R00X137Y071,133,260,0
R00X138Y071,133,265,0
R00X139Y071,133,269,0
R00X140Y071,133,274,0
R00X141Y071,133,279,0
R00X142Y071,133,283,0
R00X143Y071,133,288,0
R00X144Y071,133,293,0
R00X145Y071,133,297,0
R00X146Y071,133,302,0
R00X147Y071,133,307,0
R00X148Y071,133,311,0
R00X149Y071,133,316,0
R00X150Y071,133,321,0
R00X151Y071,133,325,0
R00X152Y071,133,330,0
R00X153Y071,133,335,0
R00X154Y071,133,339,0
R00X155Y071,133,344,0
R00X156Y071,133,349,0
R00X157Y071,133,353,0
R00X158Y071,133,358,0
R00X159Y071,133,363,0
R00X160Y071,133,367,0
R00X161Y071,133,372,255
R00X162Y071,133,377,255
R00X163Y071,133,381,255
R00X164Y071,133,386,255
R00X165Y071,133,391,255
R00X166Y071,133,395,255
R00X167Y071,133,400,255
R00X168Y071,133,404,0
R00X169Y071,133,409,0
R00X170Y071,133,414,0
R00X171Y071,133,418,0
R00X172Y071,133,423,0
R00X173Y071,133,428,0
R00X174Y071,133,432,0
R00X175Y071,133,437,0
R00X176Y071,133,442,0
R00X177Y071,133,446,0
R00X178Y071,133,451,0
R00X179Y071,133,456,0
R00X180Y071,133,460,0
R00X181Y071,133,465,0
R00X182Y071,133,470,0
R00X183Y071,133,474,0
R00X184Y071,133,479,0
R00X185Y071,133,484,0
R00X186Y071,133,488,255
R00X187Y071,133,493,255
R00X188Y071,133,498,0
R00X189Y071,133,502,255
R00X190Y071,133,507,0
R00X191Y071,133,512,0
R00X192Y071,133,516,0
R00X193Y071,133,521,0
R00X194Y071,133,526,0
R00X195Y071,133,530,0
R00X196Y071,133,535,0
R00X197Y071,133,540,0
R00X198Y071,133,544,0
R00X199Y071,133,549,0
R00X200Y071,133,554,0
R00X201Y071,133,558,0
R00X202Y071,133,563,0
R00X203Y071,133,568,0
R00X204Y071,133,572,0
R00X205Y071,133,577,255
R00X206Y071,133,582,0
R00X207Y071,133,586,0
R00X208Y071,133,591,0
R00X209Y071,133,596,0
R00X210Y071,133,600,0
R00X211Y071,133,605,0
R00X212Y071,133,610,0
R00X213Y071,133,614,0
R00X214Y071,133,619,0
R00X215Y071,133,624,0
R00X216Y071,133,628,0
R00X217Y071,133,633,0
R00X218Y071,133,638,0
R00X219Y071,133,642,0
R00X220Y071,133,647,0
R00X221Y071,133,651,0
R00X222Y071,133,656,0
R00X223Y071,133,661,0
R00X224Y071,133,665,0
R00X225Y071,133,670,255
R00X226Y071,133,675,255
R00X227Y071,133,679,255
R00X228Y071,133,684,255
R00X229Y071,133,689,0
R00X230Y071,133,693,0
R00X231Y071,133,698,0
R00X232Y071,133,703,0
R00X233Y071,133,707,0
R00X234Y071,133,712,0
R00X235Y071,133,717,0
R00X236Y071,133,721,0
R00X237Y071,133,726,0
R00X238Y071,133,731,0
R00X239Y071,133,735,0
R00X240Y071,133,740,0
R00X241Y071,133,745,0
R00X242Y071,133,749,0
R00X243Y071,133,754,0
R00X244Y071,133,759,0
R00X245Y071,133,763,255
R00X246Y071,133,768,255
R00X247Y071,133,773,255
R00X248Y071,133,777,255
R00X249Y071,133,782,255
R00X250Y071,133,787,255
R00X251Y071,133,791,255
R00X252Y071,133,796,0
R00X253Y071,133,801,0
R00X254Y071,133,805,0
R00X255Y071,133,810,0
R00X256Y071,133,815,0
R00X257Y071,133,819,0
R00X258Y071,133,824,0
R00X259Y071,133,829,0
R00X260Y071,133,833,0
R00X261Y071,133,838,0
R00X262Y071,133,843,255
R00X263Y071,133,847,0
R00X264Y071,133,852,255
R00X265Y071,133,857,255
R00X266Y071,133,861,255
R00X267Y071,133,866,0
R00X268Y071,133,871,0
R00X269Y071,133,875,0
R00X270Y071,133,880,0
R00X271Y071,133,885,0
R00X272Y071,133,889,0
R00X273Y071,133,894,0
R00X274Y071,133,898,0
R00X275Y071,133,903,0
R00X276Y071,133,908,0
R00X277Y071,133,912,0
R00X278Y071,133,917,0
R00X279Y071,133,922,0
R00X280Y071,133,926,0
R00X281Y071,133,931,255
R00X282Y071,133,936,255
R00X283Y071,133,940,255
R00X284Y071,133,945,255
R00X285Y071,133,950,255
R00X286Y071,133,954,255
R00X287Y071,133,959,255
R00X288Y071,133,964,0
R00X289Y071,133,968,0
R00X290Y071,133,973,0
R00X291Y071,133,978,0
R00X292Y071,133,982,0
R00X293Y071,133,987,0
R00X294Y071,133,992,0
R00X295Y071,133,996,0
R00X296Y071,133,1001,0
R00X297Y071,133,1006,0
R00X298Y071,133,1010,0
R00X299Y071,133,1015,0
R00X300Y071,133,1020,0
R00X301Y071,133,1024,0
R00X302Y071,133,1029,0
R00X303Y071,133,1034,0
R00X304Y071,133,1038,0
R00X305Y071,133,1043,0
R00X306Y071,133,1048,0
R00X307Y071,133,1052,0
R00X308Y071,133,1057,0
R00X076Y072,129,-23,255
R00X077Y072,129,-19,255
R00X078Y072,129,-14,255
R00X079Y072,129,-9,255
R00X080Y072,129,-5,255
R00X081Y072,129,0,255
R00X082Y072,129,4,255
R00X083Y072,129,8,255
R00X084Y072,129,13,255
R00X085Y072,129,18,255
R00X086Y072,129,22,255
R00X087Y072,129,27,0
R00X088Y072,129,32,0
R00X089Y072,129,36,0
R00X090Y072,129,41,0
R00X091Y072,129,46,0
R00X092Y072,129,50,0
R00X093Y072,129,55,0
R00X094Y072,129,60,0
R00X095Y072,129,64,255
R00X096Y072,129,69,0
R00X097Y072,129,74,255
R00X098Y072,129,78,255
R00X099Y072,129,83,255
R00X100Y072,129,88,255
R00X101Y072,129,92,255
R00X102Y072,129,97,0
R00X103Y072,129,102,0
R00X104Y072,129,106,0
R00X105Y072,129,111,0
R00X106Y072,129,116,0
R00X107Y072,129,120,0
R00X108Y072,129,125,0
R00X109Y072,129,130,0
R00X110Y072,129,134,0
R00X111Y072,129,139,0
R00X112Y072,129,144,0
R00X113Y072,129,148,0
R00X114Y072,129,153,0
R00X115Y072,129,157,0
R00X116Y072,129,162,0
R00X117Y072,129,167,0
R00X118Y072,129,171,255
R00X119Y072,129,176,0
R00X120Y072,129,181,0
R00X121Y072,129,185,0
R00X122Y072,129,190,0
R00X123Y072,129,195,255
R00X124Y072,129,199,255
R00X125Y072,129,204,255
R00X126Y072,129,209,0
R00X127Y072,129,213,255
R00X128Y072,129,218,255
R00X129Y072,129,223,0
R00X130Y072,129,227,0
R00X131Y072,129,232,0
R00X132Y072,129,237,0
R00X133Y072,129,241,0
R00X134Y072,129,246,0
R00X135Y072,129,251,0
R00X136Y072,129,255,0
R00X137Y072,129,260,0
R00X138Y072,129,265,0
R00X139Y072,129,269,0
R00X140Y072,129,274,0
R00X141Y072,129,279,0
R00X142Y072,129,283,0
R00X143Y072,129,288,0
R00X144Y072,129,293,0
R00X145Y072,129,297,0
R00X146Y072,129,302,0
R00X147Y072,129,307,0
R00X148Y072,129,311,0
R00X149Y072,129,316,0
R00X150Y072,129,321,0
R00X151Y072,129,325,0
R00X152Y072,129,330,0
R00X153Y072,129,335,0
R00X154Y072,129,339,0
R00X155Y072,129,344,0
R00X156Y072,129,349,0
R00X157Y072,129,353,0
R00X158Y072,129,358,0
R00X159Y072,129,363,0
R00X160Y072,129,367,0
R00X161Y072,129,372,255
R00X162Y072,129,377,255
R00X163Y072,129,381,255
R00X164Y072,129,386,255
R00X165Y072,129,391,255
R00X166Y072,129,395,0
R00X167Y072,129,400,0
R00X168Y072,129,404,0
R00X169Y072,129,409,0
R00X170Y072,129,414,0
R00X171Y072,129,418,0
R00X172Y072,129,423,0
R00X173Y072,129,428,0
R00X174Y072,129,432,0
R00X175Y072,129,437,0
R00X176Y072,129,442,0
R00X177Y072,129,446,0
R00X178Y072,129,451,0
R00X179Y072,129,456,0
R00X180Y072,129,460,0
R00X181Y072,129,465,0
R00X182Y072,129,470,0
R00X183Y072,129,474,0
R00X184Y072,129,479,0
R00X185Y072,129,484,0
R00X186Y072,129,488,0
R00X187Y072,129,493,0
R00X188Y072,129,498,0
R00X189Y072,129,502,0
R00X190Y072,129,507,0
R00X191Y072,129,512,0
R00X192Y072,129,516,0
R00X193Y072,129,521,0
R00X194Y072,129,526,0
R00X195Y072,129,530,0
R00X196Y072,129,535,0
R00X197Y072,129,540,0
R00X198Y072,129,544,0
R00X199Y072,129,549,0
R00X200Y072,129,554,0
R00X201Y072,129,558,0
R00X202Y072,129,563,0
R00X203Y072,129,568,0
R00X204Y072,129,572,0
R00X205Y072,129,577,0
R00X206Y072,129,582,0
R00X207Y072,129,586,0
R00X208Y072,129,591,0
R00X209Y072,129,596,0
R00X210Y072,129,600,0
R00X211Y072,129,605,0
R00X212Y072,129,610,0
R00X213Y072,129,614,0
R00X214Y072,129,619,0
R00X215Y072,129,624,0
R00X216Y072,129,628,0
R00X217Y072,129,633,0
R00X218Y072,129,638,0
R00X219Y072,129,642,0
R00X220Y072,129,647,0
R00X221Y072,129,651,0
R00X222Y072,129,656,0
R00X223Y072,129,661,255
R00X224Y072,129,665,255
R00X225Y072,129,670,255
R00X226Y072,129,675,255
R00X227Y072,129,679,255
R00X228Y072,129,684,0
R00X229Y072,129,689,0
R00X230Y072,129,693,0
R00X231Y072,129,698,0
R00X232Y072,129,703,0
R00X233Y072,129,707,0
R00X234Y072,129,712,0
R00X235Y072,129,717,0
R00X236Y072,129,721,0
R00X237Y072,129,726,0
R00X238Y072,129,731,0
R00X239Y072,129,735,0
R00X240Y072,129,740,0
R00X241Y072,129,745,0
R00X242Y072,129,749,0
R00X243Y072,129,754,0
R00X244Y072,129,759,0
R00X245Y072,129,763,255
R00X246Y072,129,768,255
R00X247Y072,129,773,255
R00X248Y072,129,777,255
R00X249Y072,129,782,255
R00X250Y072,129,787,255
R00X251Y072,129,791,255
R00X252Y072,129,796,0
R00X253Y072,129,801,0
R00X254Y072,129,805,0
R00X255Y072,129,810,0
R00X256Y072,129,815,0
R00X257Y072,129,819,0
R00X258Y072,129,824,0
R00X259Y072,129,829,0
R00X260Y072,129,833,255
R00X261Y072,129,838,255
R00X262Y072,129,843,255
R00X263Y072,129,847,255
R00X264Y072,129,852,255
R00X265Y072,129,857,255
R00X266Y072,129,861,255
R00X267Y072,129,866,255
R00X268Y072,129,871,0
R00X269Y072,129,875,0
R00X270Y072,129,880,0
R00X271Y072,129,885,0
R00X272Y072,129,889,0
R00X273Y072,129,894,0
R00X274Y072,129,898,0
R00X275Y072,129,903,0
R00X276Y072,129,908,0
R00X277Y072,129,912,0
R00X278Y072,129,917,0
R00X279Y072,129,922,0
R00X280Y072,129,926,0
R00X281Y072,129,931,255
R00X282Y072,129,936,255
R00X283Y072,129,940,255
R00X284Y072,129,945,255
R00X285Y072,129,950,255
R00X286Y072,129,954,255
R00X287Y072,129,959,255
R00X288Y072,129,964,0
R00X289Y072,129,968,0
R00X290Y072,129,973,0
R00X291Y072,129,978,0
R00X292Y072,129,982,0
R00X293Y072,129,987,0
R00X294Y072,129,992,0
R00X295Y072,129,996,0
R00X296Y072,129,1001,0
R00X297Y072,129,1006,0
R00X298Y072,129,1010,0
R00X299Y072,129,1015,0
R00X300Y072,129,1020,0
R00X301Y072,129,1024,0
R00X302Y072,129,1029,0
R00X303Y072,129,1034,0
R00X304Y072,129,1038,0
R00X305Y072,129,1043,0
R00X306Y072,129,1048,0
R00X307Y072,129,1052,0
R00X308Y072,129,1057,0
R00X076Y073,124,-23,255
R00X077Y073,124,-19,255
R00X078Y073,124,-14,255
R00X079Y073,124,-9,255
R00X080Y073,124,-5,255
R00X081Y073,124,0,255
R00X082Y073,124,4,255
R00X083Y073,124,8,255
R00X084Y073,124,13,255
R00X085Y073,124,18,255
R00X086Y073,124,22,255
R00X087Y073,124,27,255
R00X088Y073,124,32,0
R00X089Y073,124,36,0
R00X090Y073,124,41,0
R00X091Y073,124,46,0
R00X092Y073,124,50,0
R00X093Y073,124,55,0
R00X094Y073,124,60,0
R00X095Y073,124,64,255
R00X096Y073,124,69,255
R00X097Y073,124,74,255
R00X098Y073,124,78,255
R00X099Y073,124,83,255
R00X100Y073,124,88,255
R00X101Y073,124,92,255
R00X102Y073,124,97,0
R00X103Y073,124,102,0
R00X104Y073,124,106,0
R00X105Y073,124,111,0
R00X106Y073,124,116,0
R00X107Y073,124,120,0
R00X108Y073,124,125,0
R00X109Y073,124,130,0
R00X110Y073,124,134,0
R00X111Y073,124,139,0
R00X112Y073,124,144,0
R00X113Y073,124,148,0
R00X114Y073,124,153,0
R00X115Y073,124,157,0
R00X116Y073,124,162,0
R00X117Y073,124,167,0
R00X118Y073,124,171,255
R00X119Y073,124,176,0
R00X120Y073,124,181,0
R00X121Y073,124,185,0
R00X122Y073,124,190,0
R00X123Y073,124,195,255
R00X124Y073,124,199,255
R00X125Y073,124,204,255
R00X126Y073,124,209,0
R00X127Y073,124,213,255
R00X128Y073,124,218,0
R00X129Y073,124,223,0
R00X130Y073,124,227,0
R00X131Y073,124,232,0
R00X132Y073,124,237,0
R00X133Y073,124,241,0
R00X134Y073,124,246,0
R00X135Y073,124,251,0
R00X136Y073,124,255,0
R00X137Y073,124,260,0
R00X138Y073,124,265,0
R00X139Y073,124,269,0
R00X140Y073,124,274,0
R00X141Y073,124,279,0
R00X142Y073,124,283,0
R00X143Y073,124,288,0
R00X144Y073,124,293,0
R00X145Y073,124,297,0
R00X146Y073,124,302,0
R00X147Y073,124,307,0
R00X148Y073,124,311,0
R00X149Y073,124,316,0
R00X150Y073,124,321,0
R00X151Y073,124,325,0
R00X152Y073,124,330,0
R00X153Y073,124,335,0
R00X154Y073,124,339,0
R00X155Y073,124,344,0
R00X156Y073,124,349,0
R00X157Y073,124,353,0
R00X158Y073,124,358,0
R00X159Y073,124,363,255
R00X160Y073,124,367,255
R00X161Y073,124,372,255
R00X162Y073,124,377,255
R00X163Y073,124,381,255
R00X164Y073,124,386,255
R00X165Y073,124,391,255
R00X166Y073,124,395,255
R00X167Y073,124,400,255
R00X168Y073,124,404,0
R00X169Y073,124,409,0
R00X170Y073,124,414,0
R00X171Y073,124,418,0
R00X172Y073,124,423,0
R00X173Y073,124,428,0
R00X174Y073,124,432,0
R00X175Y073,124,437,0
R00X176Y073,124,442,0
R00X177Y073,124,446,0
R00X178Y073,124,451,255
R00X179Y073,124,456,0
R00X180Y073,124,460,0
R00X181Y073,124,465,0
R00X182Y073,124,470,0
R00X183Y073,124,474,0
R00X184Y073,124,479,0
R00X185Y073,124,484,0
R00X186Y073,124,488,255
R00X187Y073,124,493,0
R00X188Y073,124,498,0
R00X189Y073,124,502,0
R00X190Y073,124,507,255
R00X191Y073,124,512,0
R00X192Y073,124,516,0
R00X193Y073,124,521,0
R00X194Y073,124,526,0
R00X195Y073,124,530,0
R00X196Y073,124,535,0
R00X197Y073,124,540,0
R00X198Y073,124,544,0
R00X199Y073,124,549,0
R00X200Y073,124,554,255
R00X201Y073,124,558,0
R00X202Y073,124,563,0
R00X203Y073,124,568,0
R00X204Y073,124,572,0
R00X205Y073,124,577,0
R00X206Y073,124,582,0
R00X207Y073,124,586,0
R00X208Y073,124,591,0
R00X209Y073,124,596,0
R00X210Y073,124,600,0
R00X211Y073,124,605,0
R00X212Y073,124,610,0
R00X213Y073,124,614,0
R00X214Y073,124,619,0
R00X215Y073,124,624,0
R00X216Y073,124,628,0
R00X217Y073,124,633,0
R00X218Y073,124,638,0
R00X219Y073,124,642,0
R00X220Y073,124,647,0
R00X221Y073,124,651,0
R00X222Y073,124,656,0
R00X223Y073,124,661,255
R00X224Y073,124,665,255
R00X225Y073,124,670,255
R00X226Y073,124,675,255
R00X227Y073,124,679,255
R00X228Y073,124,684,0
R00X229Y073,124,689,0
R00X230Y073,124,693,0
R00X231Y073,124,698,0
R00X232Y073,124,703,0
R00X233Y073,124,707,0
R00X234Y073,124,712,0
R00X235Y073,124,717,0
R00X236Y073,124,721,0
R00X237Y073,124,726,0
R00X238Y073,124,731,0
R00X239Y073,124,735,0
R00X240Y073,124,740,0
R00X241Y073,124,745,0
R00X242Y073,124,749,0
R00X243Y073,124,754,0
R00X244Y073,124,759,0
R00X245Y073,124,763,255
R00X246Y073,124,768,255
R00X247Y073,124,773,255
R00X248Y073,124,777,255
R00X249Y073,124,782,255
R00X250Y073,124,787,255
