,Coef,Intercept,Score
"1304.87, 1309.62",[[0.53540419]],[0.02775621],0.656736637242467
"1304.87, 1313.62",[[0.90003356]],[0.02486194],0.6072802574184021
"1305.62, 1340.84",[[0.23824677]],[0.03046564],0.6256402970050068
"1305.87, 1308.62",[[0.54585971]],[0.04278821],0.6361820761100292
"1305.87, 1320.81",[[0.75707494]],[0.0155198],0.6520043005500304
"1305.87, 1322.86",[[0.67273999]],[0.01651804],0.6496999072120686
"1305.87, 1327.62",[[0.52305282]],[0.01890316],0.7998550429977113
"1305.87, 1329.62",[[0.22852351]],[0.02862758],0.6688564956773324
"1306.62, 1328.87",[[0.27323173]],[0.03547854],0.6089101727083899
"1307.62, 1332.81",[[0.38737009]],[0.02568719],0.6682030957153424
"1308.37, 1324.87",[[0.64329677]],[0.04781887],0.6682920895410647
"1308.81, 1322.86",[[0.67975735]],[0.02657259],0.6913729009531402
"1311.98, 1359.97",[[0.49207898]],[-0.00207426],0.6201249103946228
"1312.22, 1315.37",[[0.52187818]],[0.01950967],0.7628940447028412
"1312.22, 1316.24",[[3.92219868]],[0.24710677],0.6592321626517637
"1312.22, 1322.3",[[2.08088064]],[0.10653383],0.6936074356207013
"1312.22, 1323.3",[[1.85605135]],[0.09592908],0.6178527709022645
"1312.22, 1324.35",[[0.48918838]],[0.03042637],0.7188907972497872
"1312.22, 1326.32",[[4.15669545]],[0.27240456],0.6235161745284876
"1312.98, 1359.97",[[0.41402553]],[-0.00015582],0.8307076654330183
"1313.22, 1324.35",[[0.61602283]],[0.0243719],0.8050109159129273
"1314.19, 1316.24",[[7.16161958]],[0.10131497],0.8021600616011386
"1314.19, 1317.25",[[2.27648662]],[0.01671494],0.8262239672792276
"1314.19, 1320.29",[[1.20041824]],[0.01690456],0.6068430768470612
"1314.19, 1321.29",[[1.08233776]],[0.01155823],0.6501538082202414
"1314.19, 1322.3",[[3.52151983]],[0.04995033],0.6813833925088224
"1314.19, 1323.3",[[3.40354043]],[0.03172462],0.7752233094316769
"1314.19, 1326.32",[[7.65142153]],[0.10170245],0.8457968500320892
"1314.19, 1332.21",[[1.47319851]],[0.00530758],0.6214692123317578
"1314.19, 1340.37",[[5.2469587]],[0.02637017],0.6928054455163539
"1314.19, 1341.37",[[4.25242406]],[0.05583117],0.6772989555727321
"1314.27, 1317.25",[[2.17420803]],[0.01719452],0.6942760699222574
"1314.27, 1321.29",[[1.21933948]],[0.00639531],0.610486964357309
"1314.27, 1322.3",[[3.37779969]],[0.05601972],0.7231983483801026
"1314.27, 1326.32",[[7.60431046]],[0.11584664],0.7366808838810281
"1314.27, 1327.34",[[2.15681671]],[0.02648859],0.6327138494214549
"1314.27, 1340.37",[[4.47464647]],[0.08576351],0.6626874045626009
"1314.27, 1341.37",[[4.25350704]],[0.05527003],0.6753481536260915
"1314.99, 1335.98",[[2.74471789]],[0.04170442],0.6424035984933585
"1315.19, 1317.25",[[2.16216975]],[0.02240441],0.8237914481788441
"1315.19, 1320.29",[[1.20332837]],[0.01078398],0.625177107479217
"1315.19, 1322.3",[[4.00432417]],[0.03322816],0.8065028533437741
"1315.19, 1323.3",[[3.55348574]],[0.03706072],0.7934272820330256
"1315.19, 1326.32",[[7.54618107]],[0.13162849],0.8582598521156828
"1315.19, 1327.34",[[2.54723455]],[0.0116954],0.8736523145551108
"1315.19, 1338.3",[[1.49459575]],[-0.00574109],0.6481033371003702
"1315.19, 1340.37",[[5.04388157]],[0.07003775],0.7488784012892755
"1315.19, 1341.37",[[4.87974281]],[0.05394296],0.818633755436686
"1315.19, 1342.29",[[1.52694031]],[0.01713096],0.6117684850529245
"1315.37, 1322.3",[[3.94575107]],[0.03833223],0.7858511223357765
"1315.37, 1323.3",[[2.72953984]],[0.0650072],0.7812712083327327
"1315.37, 1326.32",[[6.32323541]],[0.19423041],0.8491321157741326
"1315.37, 1327.34",[[2.30145389]],[0.02275885],0.8535140329683691
"1315.62, 1338.83",[[0.15352184]],[0.02430288],0.6692296850803066
"1315.85, 1320.81",[[0.54393401]],[0.02461548],0.6419006251439303
"1316.24, 1322.3",[[0.49528865]],[-0.0060149],0.8770227010791293
"1316.24, 1323.3",[[0.44252102]],[-0.00451332],0.8762498365445551
"1316.24, 1324.27",[[0.14277536]],[-0.00457034],0.8792291399193627
"1316.24, 1324.35",[[0.14200224]],[-0.00510916],0.8158412929617026
"1316.24, 1325.37",[[0.13256115]],[-0.00520625],0.7912453420875285
"1316.24, 1326.32",[[1.05284432]],[0.0122983],0.9506140396474135
"1316.24, 1327.34",[[0.31096747]],[-0.01062978],0.8382468837579852
"1316.24, 1338.3",[[0.15887655]],[-0.01040376],0.6703744166200183
"1316.24, 1340.37",[[0.65570442]],[-2.52383266e-05],0.770539520515767
"1316.24, 1341.37",[[0.61841441]],[-0.00974424],0.8030218013970176
"1316.62, 1321.83",[[0.33353096]],[0.03216961],0.6491896052656717
"1317.25, 1320.29",[[0.46387]],[0.01501598],0.6086895067133493
"1317.25, 1322.3",[[1.44132416]],[0.04252358],0.831694714290787
"1317.25, 1323.3",[[1.29481633]],[0.0360445],0.8046634669921623
"1317.25, 1324.27",[[0.43985349]],[0.00709869],0.6289452950155603
"1317.25, 1324.35",[[0.44765002]],[0.00724416],0.6856065814899076
"1317.25, 1326.32",[[3.08229003]],[0.11099972],0.8737179178217616
"1317.25, 1327.34",[[0.93614135]],[0.01478893],0.6343748180511143
"1317.25, 1340.37",[[1.87328987]],[0.06826559],0.6810345455781162
"1317.25, 1341.37",[[1.76843535]],[0.05564212],0.6556792158917991
"1320.29, 1324.35",[[0.64773903]],[0.01993055],0.6640836772804659
"1320.29, 1327.34",[[1.12619242]],[0.07132184],0.6000707062474862
"1320.81, 1325.62",[[0.53895044]],[0.01245408],0.7232211295929454
"1321.83, 1323.87",[[0.58659394]],[0.02200917],0.6063159893809205
"1322.3, 1324.35",[[0.2873011]],[-0.00074525],0.7945300013906416
"1322.3, 1325.37",[[0.24278657]],[-0.00031731],0.8284681179024772
"1322.3, 1326.32",[[1.92120779]],[0.07929875],0.8620764697702917
"1322.3, 1327.34",[[0.56334368]],[0.01057308],0.7544746068480159
"1322.3, 1340.37",[[1.2101596]],[0.04294599],0.8132354359378978
"1322.3, 1341.37",[[1.13944]],[0.03266842],0.7695166549578416
"1323.02, 1346.06",[[0.13209682]],[7.56852957e-05],0.7588867883256513
"1323.3, 1325.37",[[0.25570919]],[0.00278559],0.7998773324602984
"1323.3, 1326.32",[[2.136219]],[0.0794581],0.8371706672553556
"1323.3, 1327.34",[[0.62766689]],[0.00928692],0.8119084156805363
"1323.3, 1340.37",[[1.36057325]],[0.0394783],0.7752610359954881
"1323.3, 1341.37",[[1.24594798]],[0.03249483],0.7171900125510726
"1324.02, 1346.06",[[0.40928383]],[0.01941628],0.7279007155255792
"1324.27, 1326.32",[[5.95280284]],[0.13885838],0.8684440478574613
"1324.27, 1327.34",[[1.6013327]],[0.03375343],0.6969093450489465
"1324.27, 1340.37",[[3.70487438]],[0.06615201],0.6458638299601568
"1324.27, 1341.37",[[3.95210215]],[0.02732999],0.6214443830073163
"1324.27, 1342.29",[[1.05653452]],[0.02518547],0.7589786759177113
"1324.35, 1340.37",[[3.89779093]],[0.06745121],0.8265253545086855
"1324.35, 1341.37",[[3.68910395]],[0.04637222],0.842496157672371
"1324.35, 1342.29",[[1.1753357]],[0.01579214],0.6994025820751428
"1326.32, 1338.3",[[0.14541967]],[-0.00902765],0.7040694034626234
"1326.32, 1340.37",[[0.60925193]],[0.00220204],0.746198499730887
"1326.32, 1341.37",[[0.57025291]],[-0.00593611],0.7897969168772692
"1327.34, 1342.29",[[0.59539001]],[0.02164426],0.6604175105730803
"1332.21, 1340.37",[[2.55205171]],[0.11165095],0.7751974746363333
"1332.21, 1341.37",[[2.36504016]],[0.099322],0.740990686338991
"1332.21, 1342.29",[[0.99483045]],[0.01079956],0.7407779319313978
"1335.98, 1359.97",[[0.4801869]],[0.00331448],0.8514670649085909
"1336.98, 1359.97",[[0.44402902]],[-0.00340063],0.8108312476086701
"1337.99, 1359.97",[[0.75922453]],[0.00102334],0.7731380116492271
"1338.3, 1340.37",[[2.73916734]],[0.18087519],0.6337796287060342
"1338.3, 1341.37",[[2.50767674]],[0.16728012],0.6814887869491022
