,Coef,Intercept,Score
"1314.19, 1326.32",[[7.36820169]],[0.13598197],0.729376374160798
"1314.19, 1332.21",[[1.63179908]],[0.00597184],0.7392331004882297
"1314.3, 1317.25",[[2.27906846]],[0.01373986],0.6966429378568584
"1314.3, 1326.32",[[6.95726997]],[0.15198697],0.8698348378810642
"1314.3, 1327.33",[[2.02325562]],[0.02917155],0.9140838152347263
"1314.3, 1341.32",[[1.04386016]],[0.02187279],0.6767798856819309
"1314.99, 1335.97",[[3.62072615]],[0.02715592],0.7552873638604516
"1314.99, 1336.97",[[3.97081543]],[0.03233614],0.7091911249532816
"1314.99, 1359.97",[[1.76853367]],[0.01939042],0.686110168992468
"1315.19, 1317.25",[[2.23320953]],[0.02474811],0.7699956391569559
"1315.19, 1322.3",[[3.69915478]],[0.04470519],0.6983358053887698
"1315.19, 1323.3",[[2.87248488]],[0.0572925],0.8357560841824253
"1315.19, 1326.32",[[7.5819624]],[0.13510903],0.6904027923842273
"1315.19, 1327.33",[[2.31176933]],[0.01688873],0.8165233474981615
"1315.19, 1340.35",[[1.2681092]],[0.02002386],0.6038796666290577
"1315.3, 1326.32",[[7.59158463]],[0.12796047],0.8887248059800571
"1315.3, 1327.33",[[2.25564911]],[0.02080312],0.6088798407731657
"1315.3, 1340.35",[[1.32939383]],[0.01280586],0.6588126786154569
"1316.24, 1320.29",[[0.16618232]],[-0.00201803],0.633508672050525
"1316.24, 1322.3",[[0.49564362]],[-0.0002825],0.9079363525991213
"1316.24, 1323.3",[[0.42247519]],[0.00617403],0.8305037116836803
"1316.24, 1324.27",[[0.13382984]],[-0.00042354],0.9511531889957022
"1316.24, 1324.37",[[0.14572875]],[-0.00570246],0.8255563793992713
"1316.24, 1325.28",[[0.1212122]],[-0.00194814],0.8896474012208093
"1316.24, 1325.37",[[0.13724058]],[-0.00494602],0.8529000271006081
"1316.24, 1326.32",[[1.04072791]],[0.01691637],0.9524796616151928
"1316.24, 1327.33",[[0.2956459]],[-0.00593775],0.8129513536431403
"1316.24, 1332.21",[[0.20827395]],[-0.01024993],0.6952262867695205
"1316.24, 1339.3",[[0.13928656]],[-0.01109996],0.6776840072483574
"1316.24, 1340.35",[[0.158447]],[0.00452112],0.6842195399172595
"1316.24, 1342.29",[[0.22043262]],[-0.00924135],0.6463733832890793
"1316.62, 1349.86",[[0.22200618]],[0.02514041],0.777778198019912
"1317.25, 1321.3",[[0.43877938]],[0.01068815],0.611541750020971
"1317.25, 1322.3",[[1.41018662]],[0.04621841],0.7578572129526064
"1317.25, 1323.3",[[1.23390338]],[0.04227481],0.8129560740987075
"1317.25, 1324.37",[[0.46676636]],[0.00152618],0.8369830334453556
"1317.25, 1325.28",[[0.3643627]],[0.00618263],0.815822029883066
"1317.25, 1325.37",[[0.362255]],[0.00976329],0.7931760534917488
"1317.25, 1326.32",[[3.03605615]],[0.10219849],0.8268835594061591
"1317.25, 1327.33",[[0.9126503]],[0.01293887],0.8041023920249952
"1317.25, 1332.21",[[0.60755046]],[0.00773293],0.6069752693844305
"1317.25, 1342.29",[[0.62285071]],[0.01201329],0.6376599039944391
"1319.78, 1328.62",[[0.41235939]],[0.0147886],0.6200228444997548
"1320.29, 1325.37",[[0.49935731]],[0.02668149],0.67291759156674
"1320.29, 1326.32",[[3.642982]],[0.27650351],0.6372077738323083
"1321.3, 1325.28",[[0.54116143]],[0.02193649],0.6446997740939572
"1321.3, 1325.37",[[0.53315216]],[0.02814977],0.6842028962161428
"1322.3, 1324.37",[[0.27451516]],[0.00037116],0.7018256295729086
"1322.3, 1325.28",[[0.24195431]],[-0.00303288],0.894175698882225
"1322.3, 1325.37",[[0.24570872]],[0.00270831],0.6850909795196567
"1322.3, 1326.32",[[1.88950948]],[0.07608466],0.8905322796603024
"1322.3, 1327.33",[[0.54692019]],[0.00752577],0.7475758564855762
"1322.3, 1332.21",[[0.38421376]],[0.00043805],0.6413700654880347
"1322.3, 1340.35",[[0.27434952]],[0.01759189],0.6102604801422125
"1322.3, 1342.29",[[0.3980102]],[0.00284178],0.6554622269160635
"1322.85, 1327.62",[[0.4101088]],[0.02326237],0.6681491216469396
"1323.3, 1325.37",[[0.30405616]],[-0.00417284],0.8291007909331755
"1323.3, 1326.32",[[2.17386162]],[0.07190894],0.847275972949638
"1323.3, 1327.33",[[0.60439134]],[0.01119713],0.748243875814387
"1323.3, 1332.21",[[0.4412596]],[-0.0012126],0.6493876191981971
"1323.3, 1342.29",[[0.45740567]],[0.00129521],0.6310596725351361
"1324.27, 1326.32",[[6.01051082]],[0.13926229],0.9225400595069188
"1324.27, 1327.33",[[1.71172538]],[0.02539621],0.7060551033793487
"1324.27, 1332.21",[[1.22556264]],[0.00785224],0.8644003242323549
"1324.27, 1341.32",[[0.83344402]],[0.01718877],0.7776301156641345
"1324.27, 1342.29",[[1.38579173]],[0.01039432],0.7340545206464753
"1324.37, 1327.33",[[1.83464432]],[0.01318935],0.6700413719582176
"1324.37, 1332.21",[[1.00335108]],[0.01951858],0.817022188130813
"1324.37, 1339.3",[[0.98612472]],[-0.01145475],0.6556516330599749
"1324.37, 1340.35",[[0.99981328]],[0.01566792],0.6093320280681417
"1324.37, 1342.29",[[1.23085436]],[0.01601028],0.7591378736627596
"1325.28, 1327.33",[[2.06739784]],[0.02516378],0.8035303496544082
"1325.37, 1332.21",[[1.20820441]],[0.01207269],0.673035457091161
"1325.37, 1342.29",[[1.24120382]],[0.01590007],0.6806791660792995
"1326.27, 1342.29",[[2.82007094]],[0.0507662],0.6207228671296581
"1326.32, 1332.21",[[0.19435862]],[-0.00934693],0.662800622809542
"1326.32, 1340.35",[[0.14951839]],[0.00320192],0.6369604925854211
"1326.32, 1342.29",[[0.20801363]],[-0.01035576],0.6810727096774228
"1327.33, 1342.29",[[0.65520259]],[0.01028115],0.627892730379213
"1332.21, 1342.29",[[0.8744836]],[0.02308378],0.7705968262375041
"1338.26, 1342.29",[[1.79211841]],[0.08218933],0.6068892284846796
