,Coef,Intercept,Score
"1290.87, 1295.62",[[0.57821412]],[0.02777894],0.6756406921127567
"1290.87, 1298.62",[[1.23207661]],[0.00383197],0.8605582734320826
"1290.87, 1299.62",[[0.65049665]],[0.04105968],0.6421512633875213
"1290.87, 1301.62",[[0.85424944]],[0.0822747],0.6387884837420453
"1290.87, 1302.62",[[0.65416586]],[0.03900976],0.6664570521498033
"1291.62, 1302.87",[[0.62046189]],[0.01798811],0.8693850441334425
"1291.87, 1298.62",[[0.8543623]],[0.01297799],0.745147802605614
"1291.87, 1302.62",[[0.56181532]],[0.03980744],0.6349202516119357
"1291.87, 1306.62",[[0.85763935]],[0.00898996],0.8361957890530373
"1292.62, 1294.87",[[0.49317555]],[0.02117104],0.66956045558933
"1292.62, 1297.85",[[0.40542685]],[0.0291072],0.6707108067956715
"1292.62, 1301.87",[[0.55441326]],[0.01879326],0.6216260774256638
"1292.85, 1294.87",[[0.91254366]],[0.01347356],0.8382021225372323
"1292.85, 1295.62",[[0.65254123]],[0.02385539],0.7268154177503015
"1292.85, 1297.62",[[0.59313791]],[0.02816882],0.6059938852893043
"1292.85, 1298.8",[[0.95392099]],[0.0193362],0.781191171121321
"1292.85, 1301.87",[[0.5895674]],[0.02435062],0.6631090189444617
"1292.85, 1302.87",[[0.67016685]],[0.01487675],0.7095029418400105
"1292.85, 1304.62",[[0.76297954]],[0.02881471],0.8069024819839244
"1292.85, 1315.62",[[1.20826132]],[0.03783644],0.6456953871731348
"1292.85, 1318.87",[[0.66692077]],[0.04220868],0.649068789983124
"1292.85, 1321.62",[[0.45958363]],[0.02107936],0.7513091657911731
"1293.62, 1305.87",[[0.64927754]],[0.00687037],0.8064983979145368
"1293.87, 1298.62",[[1.32213026]],[0.01090146],0.8008610823947186
"1293.87, 1300.62",[[0.74484337]],[0.0239538],0.8634673684059189
"1293.87, 1307.62",[[0.87740633]],[0.00729613],0.7669388917783039
"1293.87, 1307.86",[[0.51668014]],[0.0241485],0.6320508213444793
"1293.87, 1310.62",[[0.7632106]],[0.00651981],0.8564736578881159
"1293.87, 1311.62",[[0.73482514]],[0.01594446],0.7113604013943847
"1293.87, 1313.62",[[0.88022281]],[0.01603801],0.8887493498516084
"1293.87, 1316.62",[[0.85566373]],[0.03285691],0.7119425568234642
"1293.87, 1318.62",[[0.68284799]],[0.01573785],0.632288564824266
"1294.62, 1296.81",[[0.47490123]],[0.03104828],0.7309740537258769
"1294.62, 1301.87",[[0.43475382]],[0.024718],0.8469193053217351
"1294.62, 1318.87",[[0.74317764]],[0.00506411],0.7962545617656708
"1294.87, 1297.62",[[0.41557897]],[0.03367173],0.7531747469782725
"1294.87, 1298.8",[[0.41328364]],[0.0454705],0.6126600481893338
"1294.87, 1299.62",[[0.50213763]],[0.04559114],0.7755439439131988
"1294.87, 1305.62",[[0.43139593]],[0.0263992],0.6339446159933885
"1294.87, 1307.62",[[0.64842409]],[0.01365836],0.7963054595547526
"1294.87, 1311.62",[[0.58335873]],[0.01181742],0.7982348658153883
"1294.87, 1313.62",[[0.53687582]],[0.01719312],0.7306016110459905
"1294.87, 1315.62",[[0.61699637]],[0.04948957],0.685911891965713
"1294.87, 1318.62",[[0.3562809]],[0.02689291],0.8416604712670577
"1295.62, 1298.8",[[0.64563687]],[0.01193696],0.7063568760877453
"1295.62, 1318.87",[[0.6711919]],[0.01211051],0.7879525731474661
"1296.62, 1302.87",[[0.48027648]],[0.01412178],0.6947492594471764
"1296.62, 1306.83",[[0.48948308]],[0.01144813],0.7987946659079047
"1296.62, 1313.81",[[0.41172254]],[0.02203046],0.7707015612200712
"1296.62, 1322.83",[[0.49052747]],[0.01536692],0.701472752230022
"1296.81, 1300.87",[[0.39776317]],[0.02727594],0.834407272824695
"1297.85, 1302.62",[[0.43864262]],[0.04228361],0.6414624607885842
"1298.62, 1301.87",[[0.3922008]],[0.02743509],0.8134231003597011
"1298.8, 1300.87",[[0.32541674]],[0.03123339],0.6394011273276397
"1299.87, 1311.86",[[0.4779155]],[0.02030706],0.635286658148279
"1301.87, 1309.62",[[0.71304556]],[0.01459551],0.6394170642918996
"1302.87, 1309.62",[[0.56187021]],[0.02358774],0.7203173837860058
"1302.87, 1316.62",[[1.06633531]],[0.02529141],0.7023163903205758
"1303.62, 1323.87",[[0.38202155]],[0.02006539],0.6563308479566075
"1312.22, 1316.25",[[4.7361454]],[0.18849416],0.6071355249774066
"1312.22, 1326.32",[[5.71499184]],[0.20715353],0.6290606923728171
"1312.22, 1327.33",[[1.73846145]],[0.04499008],0.6116924048319914
"1312.22, 1342.29",[[1.13347047]],[0.03202887],0.6532920703941052
"1313.22, 1317.25",[[1.51077379]],[0.05291294],0.8034725890389938
"1313.22, 1320.28",[[0.74728366]],[0.03313193],0.6846355059678251
"1313.22, 1332.25",[[1.10420225]],[0.02634369],0.6301146312057329
"1313.22, 1342.29",[[1.24613954]],[0.03168374],0.8037380071333642
"1316.25, 1322.3",[[0.5000104]],[0.00379501],0.914557098627839
"1316.25, 1323.3",[[0.44993969]],[-0.00180134],0.8410558471029237
"1316.25, 1326.32",[[1.15928667]],[0.010566],0.9161637714282836
"1316.25, 1327.33",[[0.34432447]],[-0.0153318],0.8355640911003535
"1316.25, 1340.32",[[0.14382181]],[0.01356853],0.628341695971194
"1317.25, 1322.3",[[1.46848554]],[0.0511798],0.8552438235890665
"1317.25, 1323.3",[[1.30660004]],[0.04313254],0.810841566289024
"1317.25, 1326.32",[[3.37088623]],[0.11275244],0.7990034334826192
"1317.25, 1327.33",[[1.03461404]],[0.01647418],0.8869527539849378
"1317.25, 1342.29",[[0.73036733]],[0.00233433],0.646139780177261
"1320.28, 1322.3",[[2.31019149]],[0.08978936],0.7128006889032561
"1320.28, 1323.3",[[2.15684035]],[0.07155266],0.7597923077408161
"1320.28, 1327.33",[[1.38689028]],[0.06794433],0.7265667948616199
"1322.3, 1326.32",[[2.02821315]],[0.08506069],0.8482981184250205
"1322.3, 1327.33",[[0.61228205]],[0.005559],0.8320632369419667
"1322.3, 1332.25",[[0.33963444]],[0.0085997],0.6843081694444091
"1323.3, 1326.32",[[2.24687426]],[0.08561486],0.6742944675956593
"1323.3, 1327.33",[[0.67544566]],[0.00908106],0.7538633572983788
"1323.3, 1332.25",[[0.36089758]],[0.01519559],0.6445068886562969
"1326.32, 1332.25",[[0.17662675]],[-0.01024616],0.661552697294294
"1326.32, 1347.02",[[-0.47616259]],[1.04726489],0.6230506469244725
"1332.25, 1342.29",[[1.02378725]],[0.01405598],0.7408540782272554
"1333.21, 1342.29",[[2.32332581]],[0.07610965],0.7067216131718841
"1339.26, 1342.29",[[2.40849608]],[0.07030857],0.6182704284339378
