,Coef,Intercept,Score
"1323.3, 1326.32",[[2.15836055]],[0.1005646],0.822792651422609
"1323.3, 1327.33",[[0.65643104]],[0.01386942],0.8187128748880363
"1323.3, 1341.32",[[1.16852975]],[0.0539201],0.7242131806445598
"1326.32, 1332.21",[[0.15465088]],[0.00013944],0.6120173937194895
"1327.33, 1341.32",[[1.64197044]],[0.05618624],0.7800356995914409
"1332.21, 1341.32",[[2.49417493]],[0.12077622],0.7239534676617042
"1332.21, 1342.29",[[1.01187026]],[0.01780377],0.7604773607297846
"1333.22, 1338.26",[[0.74374836]],[0.01583037],0.664010927534425
"1335.98, 1359.97",[[0.52352223]],[-0.00187826],0.9141450252849731
"1336.98, 1359.97",[[0.46133683]],[-0.00467598],0.767414627982902
