,Coef,Intercept,Score
"1305.62, 1331.87",[[0.44180801]],[0.0199965],0.6311278278424216
"1306.62, 1348.82",[[0.38774389]],[0.01351248],0.8167109553643819
"1308.62, 1349.81",[[0.35754199]],[0.01726076],0.7657002488226742
"1311.62, 1334.83",[[0.3116012]],[0.01352964],0.8215799542881742
"1311.62, 1337.84",[[0.21661969]],[0.02273454],0.6610902178658989
"1311.98, 1315.0",[[0.16367503]],[0.00225991],0.7633773309767867
"1311.98, 1359.97",[[0.4289724]],[-0.00095017],0.7645887141098671
"1312.62, 1318.87",[[0.37366545]],[0.02237587],0.6297922809256411
"1312.62, 1337.84",[[0.17783742]],[0.02412716],0.6278443793323523
"1312.62, 1339.85",[[0.54191014]],[0.02283555],0.7576503474317648
"1312.62, 1347.87",[[0.38704681]],[0.02178687],0.8366078178429464
"1312.62, 1348.82",[[0.47289577]],[0.01615045],0.8601583078803958
"1313.02, 1335.98",[[0.7811694]],[-0.00028134],0.8004132483169657
"1313.02, 1336.98",[[0.87688615]],[0.0058596],0.7453167179354971
"1313.02, 1337.98",[[0.5282104]],[-0.00118306],0.6268696859432552
"1313.02, 1359.97",[[0.40665446]],[-0.00258717],0.8331619339790305
"1313.62, 1343.82",[[0.21842663]],[0.02039926],0.6143741147355319
"1313.87, 1326.86",[[0.43488432]],[0.01595314],0.8742730087629194
"1313.87, 1341.83",[[0.44752225]],[0.01631306],0.633298347730356
"1313.98, 1359.97",[[0.68737089]],[0.00285658],0.8703307267928482
"1314.19, 1316.24",[[6.00600709]],[0.13478227],0.7317709502019372
"1314.19, 1322.3",[[2.97707409]],[0.05806947],0.7011922188895721
"1314.19, 1323.3",[[2.41213434]],[0.05847769],0.7413809053123901
"1314.19, 1326.32",[[6.26707117]],[0.13409479],0.7624253268893508
"1314.27, 1327.33",[[1.76900416]],[0.02518945],0.719228479310138
"1314.27, 1340.32",[[4.06346955]],[0.06430467],0.6219057664417154
"1315.0, 1336.98",[[3.49404631]],[0.04387113],0.6362602356397667
"1315.19, 1317.25",[[2.13582951]],[0.02157372],0.6311899204137411
"1315.19, 1326.32",[[6.97643668]],[0.12025339],0.6762354320490893
"1316.24, 1322.3",[[0.48209551]],[-0.0015303],0.7397244735083172
"1316.24, 1323.3",[[0.42093562]],[0.00461398],0.6903675195957615
"1316.24, 1324.27",[[0.12931841]],[-0.00373987],0.7871394036356233
"1316.24, 1324.35",[[0.12909206]],[-0.00045264],0.8323786947772751
"1316.24, 1325.27",[[0.11545813]],[-0.00221057],0.6132691249575557
"1316.24, 1326.32",[[0.99871939]],[0.01350578],0.8657502407562027
"1316.24, 1327.33",[[0.26660637]],[-0.00073472],0.6770599368698466
"1317.25, 1322.3",[[1.22225588]],[0.05030327],0.7201502623891587
"1317.25, 1324.27",[[0.31998292]],[0.01145258],0.7406406285158429
"1317.25, 1325.27",[[0.33592674]],[0.0073168],0.6035078632048445
"1317.25, 1326.32",[[2.63462833]],[0.11142168],0.6952716747919696
"1319.62, 1337.44",[[0.18814611]],[-0.00523962],0.7664271413255759
"1320.62, 1337.44",[[0.34316397]],[-0.00496569],0.6707437935739309
"1322.3, 1324.35",[[0.23168861]],[0.00660167],0.6350794330227665
"1322.3, 1325.27",[[0.2019969]],[0.00421175],0.6155591583490823
"1322.3, 1326.32",[[1.71206139]],[0.07922098],0.811026079263758
"1322.97, 1347.02",[[12.53366365]],[0.31461023],0.6865389664721584
"1322.97, 1348.03",[[3.87073034]],[0.07600542],0.6840254097829346
"1323.06, 1347.02",[[12.66809586]],[0.31690103],0.7176152536660902
"1323.06, 1348.03",[[3.77537785]],[0.08239558],0.7392597050734542
"1323.3, 1326.32",[[1.94500202]],[0.07339553],0.7176752178340012
"1323.3, 1327.33",[[0.51141804]],[0.01567334],0.60611617329025
"1324.02, 1346.97",[[0.13642485]],[0.00627147],0.6148156630224051
"1324.27, 1326.32",[[6.02277448]],[0.11714775],0.7162660310188176
"1324.27, 1327.33",[[1.56424892]],[0.02783771],0.632659429360972
"1324.27, 1340.32",[[4.12368916]],[0.05735456],0.7044572535624006
"1324.35, 1327.33",[[1.51626285]],[0.02752663],0.6309219395281541
"1335.98, 1359.97",[[0.47553056]],[-8.68271528e-05],0.9031296799057327
"1337.98, 1359.97",[[0.69551615]],[0.00162496],0.8526257033670257
