,Coef,Intercept,Score
"1314.19, 1322.3",[[3.22586211]],[0.04126389],0.7546663246675449
"1314.19, 1326.32",[[6.13413523]],[0.11361736],0.7473106262372726
"1314.27, 1322.3",[[3.00947336]],[0.04153604],0.7072110144557715
"1314.99, 1335.97",[[2.66842811]],[0.03678909],0.6888140936339061
"1314.99, 1336.98",[[3.65858915]],[0.03286566],0.6637456612398434
"1314.99, 1359.98",[[1.57301851]],[0.01609858],0.712256531853858
"1315.19, 1317.25",[[1.41845]],[0.04331849],0.6444267259372255
"1315.31, 1322.3",[[2.7990309]],[0.06833027],0.6629018362830197
"1315.62, 1346.81",[[0.28377684]],[0.01356077],0.6298264577623737
"1315.79, 1317.87",[[4.68372095]],[-0.06264018],0.7494570466770653
"1316.24, 1322.3",[[0.46373863]],[0.00298219],0.6407729430172606
"1316.24, 1323.3",[[0.40558225]],[0.00533935],0.7485206157152593
"1316.24, 1325.27",[[0.09847509]],[0.00352686],0.6580927923881704
"1316.24, 1326.32",[[0.92381337]],[0.02381132],0.8406585669014414
"1316.24, 1327.33",[[0.24787416]],[0.00283556],0.6551772151742661
"1317.25, 1322.3",[[1.28215851]],[0.04129506],0.6491321844336173
"1317.25, 1323.3",[[1.1202375]],[0.03627874],0.6523624206887033
"1317.25, 1326.32",[[2.43364048]],[0.1093815],0.7624399131396244
"1317.25, 1327.33",[[0.70487362]],[0.0201469],0.6516152453287024
"1318.87, 1322.62",[[0.19752087]],[0.02959477],0.6293467619989355
"1318.87, 1333.83",[[0.26630318]],[0.0130329],0.8458246380087922
"1319.43, 1337.62",[[0.16845422]],[0.01382183],0.6195567148447287
"1322.3, 1324.37",[[0.21401316]],[0.00709428],0.6352758602626185
"1322.3, 1325.27",[[0.18736549]],[0.00623318],0.639207575975746
"1322.3, 1325.36",[[0.15720088]],[0.01642792],0.6323797034862905
"1322.3, 1326.32",[[1.67624554]],[0.06417241],0.6868780507861068
"1323.02, 1347.08",[[0.05374803]],[-0.00569332],0.6720290690035551
"1323.07, 1347.02",[[13.44831201]],[0.27149057],0.738198731198596
"1323.3, 1326.32",[[1.86476089]],[0.06581947],0.6893338483482505
"1324.03, 1346.97",[[0.15724795]],[0.00278001],0.6164430320330947
"1324.03, 1347.02",[[2.88851505]],[0.16532132],0.7798801122748867
"1324.03, 1347.08",[[0.16905109]],[-0.00030468],0.7950727043902155
"1324.37, 1327.33",[[1.77805639]],[0.01384219],0.6577670875291965
"1327.33, 1347.08",[[-0.2348466]],[0.05532057],0.6242246085055367
"1335.97, 1338.99",[[0.27032255]],[-0.00358173],0.7110730533710554
"1338.99, 1359.98",[[1.43617342]],[0.02225746],0.6530265702095772
"1345.62, 1357.55",[[0.29953824]],[0.01435339],0.6777974121571204
