L8,426,0.03802809,0.675462,0.41253316,0,0.58844,0,0.12096364,0.64508156,0.07771798,0.2657416,0.10956039,0.36785412,0.1610869,0.19667702,0.05533594,0.09429687,0.05221609,0.06866633,0.03720435,0.05269476,0.02751844,0.03176174,0.01892097,0.01805591,0,0,0,0
L8,450,0.02245863,0.48025176,0.24247138,0,0.45204052,0,0.10699179,0.72026088,0.062781665,0.24753362,0.08685579,0.23028582,0.10420874,0.11307289,0.03340999,0.05195692,0.02269199,0.04417589,0.02252901,0.02752222,0.02113973,0.01795051,0.01270148,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
