m/z,I,S/N,em,dbe,error,C,H,Class
280.13422,1549281,9.7,280.1343024,10,8.24E-05,18,18,O2N1
282.14993,2058333,13.7,282.1499525,9,2.25E-05,18,20,O2N1
284.16566,1702728,10.9,284.1656025,8,5.75E-05,18,22,O2N1
284.25853,2046808,13.6,284.2595029,1,0.000972919,17,34,O2N1
286.18121,2670244,18.5,286.1812526,7,4.26E-05,18,24,O2N1
286.27434,1451956,8.9,286.275153,0,0.000812983,17,36,O2N1
288.10299,2634723,18.2,288.1030023,13,1.23E-05,19,14,O2N1
290.11865,1405861,8.5,290.1186523,12,2.34E-06,19,16,O2N1
292.13422,2798939,19.3,292.1343024,11,8.24E-05,19,18,O2N1
294.15002,1618054,10.1,294.1499525,10,6.75E-05,19,20,O2N1
296.16562,2206377,14.6,296.1656025,9,1.75E-05,19,22,O2N1
298.1813,1705539,10.8,298.1812526,8,4.74E-05,19,24,O2N1
300.10307,1328714,7.8,300.1030023,14,6.77E-05,20,14,O2N1
300.1969,5414359,39.6,300.1969027,7,2.66E-06,19,26,O2N1
302.11869,2171352,14.3,302.1186523,13,3.77E-05,20,16,O2N1
304.13426,2056673,13.4,304.1343024,12,4.24E-05,20,18,O2N1
306.15,2318055,15.3,306.1499525,11,4.75E-05,20,20,O2N1
308.16561,2538476,17,308.1656025,10,7.47E-06,20,22,O2N1
310.18123,2165871,14.2,310.1812526,9,2.26E-05,20,24,O2N1
312.19692,1423859,8.4,312.1969027,8,1.73E-05,20,26,O2N1
314.21255,2812920,19,314.2125527,7,2.73E-06,20,28,O2N1
316.13446,1745140,10.9,316.1343024,13,0.000157597,21,18,O2N1
318.15006,2209536,14.3,318.1499525,12,0.000107532,21,20,O2N1
320.16553,2389265,15.7,320.1656025,11,7.25E-05,21,22,O2N1
322.18132,2822953,19,322.1812526,10,6.74E-05,21,24,O2N1
324.103,1203643,6.6,324.1030023,16,2.27E-06,22,14,O2N1
324.19704,2303560,15,324.1969027,9,0.000137339,21,26,O2N1
326.1187,1235682,6.9,326.1186523,15,4.77E-05,22,16,O2N1
326.21261,1436656,8.4,326.2125527,8,5.73E-05,21,28,O2N1
328.13442,1433876,8.4,328.1343024,14,0.000117597,22,18,O2N1
328.22812,2636706,17.5,328.2282028,7,8.28E-05,21,30,O2N1
330.15,1653457,10,330.1499525,13,4.75E-05,22,20,O2N1
330.24398,1308640,7.4,330.2438529,6,0.000127146,21,32,O2N1
332.16566,3005720,20.1,332.1656025,12,5.75E-05,22,22,O2N1
334.18128,2773611,18.4,334.1812526,11,2.74E-05,22,24,O2N1
336.19691,2196039,13.9,336.1969027,10,7.34E-06,22,26,O2N1
338.21266,2325549,14.9,338.2125527,9,0.000107275,22,28,O2N1
340.13439,1395083,7.9,340.1343024,15,8.76E-05,23,18,O2N1
340.22828,2486173,16.1,340.2282028,8,7.72E-05,22,30,O2N1
342.14975,1219075,6.6,342.1499525,14,0.000202468,23,20,O2N1
342.244,3559445,23.9,342.2438529,7,0.000147146,22,32,O2N1
344.16566,1760132,10.6,344.1656025,13,5.75E-05,23,22,O2N1
344.25957,1408150,8,344.2595029,6,6.71E-05,22,34,O2N1
346.18127,2979597,19.6,346.1812526,12,1.74E-05,23,24,O2N1
348.19693,3225501,21.4,348.1969027,11,2.73E-05,23,26,O2N1
350.2126,3395637,22.5,350.2125527,10,4.73E-05,23,28,O2N1
352.22816,3129811,20.5,352.2282028,9,4.28E-05,23,30,O2N1
354.24383,2062712,12.7,354.2438529,8,2.29E-05,23,32,O2N1
356.16561,2213392,13.7,356.1656025,14,7.47E-06,24,22,O2N1
356.25955,3707172,24.5,356.2595029,7,4.71E-05,23,34,O2N1
358.18117,2349248,14.7,358.1812526,13,8.26E-05,24,24,O2N1
360.19688,2555766,16.2,360.1969027,12,2.27E-05,24,26,O2N1
362.2123,2106385,12.9,362.2125527,11,0.000252725,24,28,O2N1
364.22804,3160560,20.4,364.2282028,10,0.00016279,24,30,O2N1
366.24396,3352499,21.8,366.2438529,9,0.000107146,24,32,O2N1
368.25967,2023290,12.2,368.2595029,8,0.000167081,24,34,O2N1
370.27512,4352325,28.7,370.275153,7,3.30E-05,24,36,O2N1
205.08706,1682943,11.9,205.0870179,6,4.21E-05,12,13,O3
211.13399,3123915,24,211.1339681,3,2.19E-05,12,19,O3
213.14963,3075849,23.6,213.1496181,2,1.19E-05,12,21,O3
219.10269,1994346,14.3,219.1026679,6,2.21E-05,13,15,O3
223.1339,1375804,9,223.1339681,4,6.81E-05,13,19,O3
225.14968,2032649,14.5,225.1496181,3,6.19E-05,13,21,O3
227.07135,1186458,7.4,227.0713678,9,1.78E-05,14,11,O3
227.16531,3602753,27.6,227.1652682,2,4.18E-05,13,23,O3
231.10268,1859677,12.9,231.1026679,7,1.21E-05,14,15,O3
233.11827,2165668,15.5,233.118318,6,4.80E-05,14,17,O3
235.13399,1192236,7.4,235.1339681,5,2.19E-05,14,19,O3
237.14962,1421553,9.2,237.1496181,4,1.88E-06,14,21,O3
239.16532,2871986,21.2,239.1652682,3,5.18E-05,14,23,O3
241.08698,1287301,8.1,241.0870179,9,3.79E-05,15,13,O3
241.18095,7319788,57.7,241.1809182,2,3.18E-05,14,25,O3
243.10273,1124854,6.7,243.1026679,8,6.21E-05,15,15,O3
243.19658,1615004,10.7,243.1965683,1,1.17E-05,14,27,O3
245.11832,1669915,11.2,245.118318,7,2.01E-06,15,17,O3
247.13391,1420130,9.1,247.1339681,6,5.81E-05,15,19,O3
249.14963,3055928,22.4,249.1496181,5,1.19E-05,15,21,O3
251.16523,1353067,8.5,251.1652682,4,3.82E-05,15,23,O3
253.18099,1998600,13.7,253.1809182,3,7.18E-05,15,25,O3
255.10271,1670189,11,255.1026679,9,4.21E-05,16,15,O3
255.19662,5002701,38,255.1965683,2,5.17E-05,15,27,O3
257.21224,1832439,12.3,257.2122184,1,2.16E-05,15,29,O3
259.13398,1376871,8.6,259.1339681,7,1.19E-05,16,19,O3
261.14964,1427736,9,261.1496181,6,2.19E-05,16,21,O3
263.1653,1634475,10.6,263.1652682,5,3.18E-05,16,23,O3
265.18097,2034658,13.8,265.1809182,4,5.18E-05,16,25,O3
267.1966,8668159,66.9,267.1965683,3,3.17E-05,16,27,O3
269.11834,1166442,6.8,269.118318,9,2.20E-05,17,17,O3
269.21223,26589698,209.7,269.2122184,2,1.16E-05,16,29,O3
271.2279,6079981,46,271.2278684,1,3.16E-05,16,31,O3
273.14956,1547435,9.8,273.1496181,7,5.81E-05,17,21,O3
275.1653,1946986,13,275.1652682,6,3.18E-05,17,23,O3
277.18092,1822739,12,277.1809182,5,1.76E-06,17,25,O3
279.19647,1310122,7.8,279.1965683,4,9.83E-05,17,27,O3
281.11819,1382812,8.4,281.118318,10,0.000127987,18,17,O3
281.21224,4206382,30.8,281.2122184,3,2.16E-05,17,29,O3
283.22784,8458657,64.1,283.2278684,2,2.84E-05,17,31,O3
285.14972,1291636,7.7,285.1496181,8,0.000101884,18,21,O3
285.24358,2245636,15.2,285.2435185,1,6.15E-05,17,33,O3
287.16534,1671241,10.6,287.1652682,7,7.18E-05,18,23,O3
289.18093,2291985,15.5,289.1809182,6,1.18E-05,18,25,O3
291.19665,3606988,25.7,291.1965683,5,8.17E-05,18,27,O3
293.21227,15657980,119.7,293.2122184,4,5.16E-05,18,29,O3
295.13393,1682709,10.6,295.1339681,10,3.81E-05,19,19,O3
295.2279,90162464,701.2,295.2278684,3,3.16E-05,18,31,O3
297.14971,1342771,7.9,297.1496181,9,9.19E-05,19,21,O3
297.24356,216049216,1675.6,297.2435185,2,4.15E-05,18,33,O3
299.16524,1096138,6,299.1652682,8,2.82E-05,19,23,O3
299.25915,7609175,56.6,299.2591686,1,1.86E-05,18,35,O3
301.18092,1762267,11.1,301.1809182,7,1.76E-06,19,25,O3
303.19661,1901542,12.2,303.1965683,6,4.17E-05,19,27,O3
305.21219,2945134,20.3,305.2122184,5,2.84E-05,19,29,O3
307.22793,2388083,15.9,307.2278684,4,6.16E-05,19,31,O3
309.14947,1209258,6.8,309.1496181,10,0.000148116,20,21,O3
309.24358,2690422,18.2,309.2435185,3,6.15E-05,19,33,O3
311.16541,1438446,8.6,311.1652682,9,0.00014182,20,23,O3
311.25917,5348218,38.6,311.2591686,2,1.43E-06,19,35,O3
313.181,1732210,10.8,313.1809182,8,8.18E-05,20,25,O3
313.2748,1982462,12.7,313.2748186,1,1.86E-05,19,37,O3
315.19654,2156281,14,315.1965683,7,2.83E-05,20,27,O3
317.21218,2576003,17.1,317.2122184,6,3.84E-05,20,29,O3
319.13437,4575877,32.3,319.1339681,12,0.000401948,21,19,O3
319.22795,3069841,20.9,319.2278684,5,8.16E-05,20,31,O3
321.14951,1148825,6.3,321.1496181,11,0.000108116,21,21,O3
321.24357,2503334,16.6,321.2435185,4,5.15E-05,20,33,O3
323.16513,1429300,8.3,323.1652682,10,0.000138181,21,23,O3
323.25921,3142849,21.3,323.2591686,3,4.14E-05,20,35,O3
325.18092,17179864,127.4,325.1809182,9,1.76E-06,21,25,O3
325.27482,6183653,44.3,325.2748186,2,1.37E-06,20,37,O3
327.19625,1178372,6.4,327.1965683,8,0.000318309,21,27,O3
327.29056,2410003,15.8,327.2904687,1,9.13E-05,20,39,O3
329.21224,1796924,11,329.2122184,7,2.16E-05,21,29,O3
331.22798,1318911,7.5,331.2278684,6,0.000111562,21,31,O3
333.24356,2402508,15.6,333.2435185,5,4.15E-05,21,33,O3
335.25926,2899236,19.2,335.2591686,4,9.14E-05,21,35,O3
337.27484,2366597,15.2,337.2748186,3,2.14E-05,21,37,O3
339.19679,1279328,7.1,339.1965683,9,0.000221691,22,27,O3
339.29048,4754417,33,339.2904687,2,1.13E-05,21,39,O3
341.2118,1159251,6.2,341.2122184,8,0.000418374,22,29,O3
341.30615,1675237,10,341.3061188,1,3.12E-05,21,41,O3
343.22798,1715152,10.2,343.2278684,7,0.000111562,22,31,O3
345.24347,2733397,17.8,345.2435185,6,4.85E-05,22,33,O3
347.25922,2550754,16.4,347.2591686,5,5.14E-05,22,35,O3
349.27483,2284918,14.3,349.2748186,4,1.14E-05,22,37,O3
351.29051,1653266,9.7,351.2904687,3,4.13E-05,22,39,O3
353.21209,1455520,8.2,353.2122184,9,0.000128374,23,29,O3
353.30616,3831988,25.7,353.3061188,2,4.12E-05,22,41,O3
355.22754,1349192,7.5,355.2278684,8,0.000328438,23,31,O3
355.32194,2060636,12.6,355.3217688,1,0.000171175,22,43,O3
357.24375,1803254,10.7,357.2435185,7,0.000231498,23,33,O3
359.25918,2179626,13.4,359.2591686,6,1.14E-05,23,35,O3
361.27497,2400354,15,361.2748186,5,0.000151369,23,37,O3
363.29038,2522208,15.8,363.2904687,4,8.87E-05,23,39,O3
365.2121,1161228,6,365.2122184,10,0.000118374,24,29,O3
365.30627,1583329,9,365.3061188,3,0.00015124,23,41,O3
367.22805,1475729,8.2,367.2278684,9,0.000181562,24,31,O3
367.32172,3618214,23.7,367.3217688,2,4.88E-05,23,43,O3
369.33719,1177455,6.1,369.3374189,1,0.000228889,23,45,O3
371.25904,1528869,8.5,371.2591686,7,0.000128567,24,35,O3
373.27472,2761460,17.3,373.2748186,6,9.86E-05,24,37,O3
375.29016,2794692,17.6,375.2904687,5,0.000308696,24,39,O3
377.30626,3057303,19.4,377.3061188,4,0.00014124,24,41,O3
379.32167,2207082,13.2,379.3217688,3,9.88E-05,24,43,O3
381.24355,1181353,6,381.2435185,9,3.15E-05,25,33,O3
381.33746,3548479,22.7,381.3374189,2,4.11E-05,24,45,O3
383.25925,1864447,10.8,383.2591686,8,8.14E-05,25,35,O3
383.35315,6005525,40.1,383.353069,1,8.10E-05,24,47,O3
385.27493,1995732,11.7,385.2748186,7,0.000111369,25,37,O3
387.29039,3117610,19.5,387.2904687,6,7.87E-05,25,39,O3
389.3061,2594559,15.8,389.3061188,5,1.88E-05,25,41,O3
391.22787,1328573,6.9,391.2278684,11,1.56E-06,26,31,O3
391.32146,3205714,20.1,391.3217688,4,0.000308824,25,43,O3
393.33774,1313317,6.8,393.3374189,3,0.000321111,25,45,O3
395.25874,1379040,7.2,395.2591686,9,0.000428567,26,35,O3
395.35315,3172853,19.7,395.353069,2,8.10E-05,25,47,O3
397.27484,1260462,6.4,397.2748186,8,2.14E-05,26,37,O3
397.3688,2293956,13.6,397.368719,1,8.10E-05,25,49,O3
399.29065,2164730,12.7,399.2904687,7,0.000181304,26,39,O3
401.30619,3551555,22.3,401.3061188,6,7.12E-05,26,41,O3
403.32159,2752522,16.8,403.3217688,5,0.000178824,26,43,O3
405.33758,3235534,20,405.3374189,4,0.000161111,26,45,O3
407.25921,1290362,6.5,407.2591686,10,4.14E-05,27,35,O3
407.35306,1998735,11.4,407.353069,3,8.95E-06,26,47,O3
409.36895,2321742,13.6,409.368719,2,0.000230982,26,49,O3
411.29056,1705717,9.4,411.2904687,8,9.13E-05,27,39,O3
411.38438,3368970,20.9,411.3843691,1,1.09E-05,26,51,O3
413.30605,2284720,13.4,413.3061188,7,6.88E-05,27,41,O3
415.32177,3403112,20.9,415.3217688,6,1.18E-06,27,43,O3
417.33752,4461342,28.2,417.3374189,5,0.000101111,27,45,O3
419.35303,3755985,23.3,419.353069,4,3.90E-05,27,47,O3
423.38443,2434098,14.2,423.3843691,2,6.09E-05,27,51,O3
429.33737,3506978,21.4,429.3374189,6,4.89E-05,28,45,O3
431.35316,5320395,33.7,431.353069,5,9.10E-05,28,47,O3
433.3686,5390449,34.2,433.368719,4,0.000119018,28,49,O3
435.38442,1747222,9.4,435.3843691,3,5.09E-05,28,51,O3
437.30603,2018982,11.2,437.3061188,9,8.88E-05,29,41,O3
437.39991,2254522,12.8,437.4000191,2,0.000109146,28,53,O3
441.33759,2176746,12.3,441.3374189,7,0.000171111,29,45,O3
443.35309,3532169,21.4,443.353069,6,2.10E-05,29,47,O3
445.36884,4311592,26.4,445.368719,5,0.000120982,29,49,O3
447.38427,5179333,32.1,447.3843691,4,9.91E-05,29,51,O3
451.41555,1682171,8.9,451.4156692,2,0.000119211,29,55,O3
200.12976,9493877,79.1,200.129217,2,0.000542977,10,18,O3N1
214.14485,1073165,6.6,214.1448671,2,1.71E-05,11,20,O3N1
228.16053,3686874,28.2,228.1605172,2,1.28E-05,12,22,O3N1
242.17617,10927232,87.4,242.1761672,2,2.78E-06,13,24,O3N1
250.1449,5123248,39.2,250.1448671,5,3.29E-05,14,20,O3N1
256.09792,1708034,11.3,256.0979169,9,3.11E-06,15,14,O3N1
288.1607,1100652,6.1,288.1605172,7,0.000182848,17,22,O3N1
292.09785,1394389,8.4,292.0979169,12,6.69E-05,18,14,O3N1
304.09804,1110492,6.1,304.0979169,13,0.000123105,19,14,O3N1
306.1137,1113123,6.1,306.113567,12,0.000133041,19,16,O3N1
314.17628,1486835,8.9,314.1761672,8,0.000112783,19,24,O3N1
324.16063,1264707,7.1,324.1605172,10,0.000112848,20,22,O3N1
326.17621,1220331,6.8,326.1761672,9,4.28E-05,20,24,O3N1
334.14486,1424612,8.2,334.1448671,12,7.09E-06,21,20,O3N1
338.1763,1207655,6.6,338.1761672,10,0.000132783,21,24,O3N1
340.2857,1394599,7.9,340.2857177,2,1.77E-05,20,38,O3N1
342.20756,1856270,11.3,342.2074673,8,9.27E-05,21,28,O3N1
344.2232,1312527,7.3,344.2231174,7,8.26E-05,21,30,O3N1
348.16066,1141910,6,348.1605172,12,0.000142848,22,22,O3N1
352.19188,1263948,6.8,352.1918173,10,6.27E-05,22,26,O3N1
356.22308,1272092,6.8,356.2231174,8,3.74E-05,22,30,O3N1
366.20791,1286443,6.9,366.2074673,10,0.000442655,23,28,O3N1
372.16024,1194228,6.1,372.1605172,14,0.000277152,24,22,O3N1
372.25438,1381257,7.5,372.2544175,7,3.75E-05,23,34,O3N1
374.1758,1279555,6.7,374.1761672,13,0.000367217,24,24,O3N1
376.19183,1957269,11.6,376.1918173,12,1.27E-05,24,26,O3N1
382.3327,1954343,11.4,382.3326679,2,3.21E-05,23,44,O3N1
396.34844,1956570,11.2,396.3483179,2,0.000122075,24,46,O3N1
201.11317,2026032,14.9,201.1132326,2,6.26E-05,10,17,O4
203.12892,1986125,14.5,203.1288827,1,3.73E-05,10,19,O4
205.05065,1244469,8.1,205.0506323,7,1.77E-05,11,9,O4
207.06625,1185328,7.6,207.0662824,6,3.24E-05,11,11,O4
211.09761,1215935,7.8,211.0975825,4,2.75E-05,11,15,O4
213.11326,1001436,6,213.1132326,3,2.74E-05,11,17,O4
215.12888,1314770,8.6,215.1288827,2,2.67E-06,11,19,O4
221.08199,1821165,12.8,221.0819325,6,5.75E-05,12,13,O4
225.11324,1327674,8.6,225.1132326,4,7.39E-06,12,17,O4
227.12891,2059890,14.7,227.1288827,3,2.73E-05,12,19,O4
229.14453,1573873,10.6,229.1445327,2,2.74E-06,12,21,O4
233.08192,1247125,7.8,233.0819325,7,1.25E-05,13,13,O4
239.12889,2951971,21.8,239.1288827,4,7.33E-06,13,19,O4
241.14458,1698781,11.5,241.1445327,3,4.73E-05,13,21,O4
243.16018,1386701,8.8,243.1601828,2,2.80E-06,13,23,O4
249.1132,1324714,8.3,249.1132326,6,3.26E-05,14,17,O4
253.14455,2952955,21.5,253.1445327,4,1.73E-05,14,21,O4
255.1602,1739201,11.6,255.1601828,3,1.72E-05,14,23,O4
257.17578,2170475,15,257.1758329,2,5.29E-05,14,25,O4
259.19148,1765241,11.7,259.1914829,1,2.93E-06,14,27,O4
263.1289,1417120,8.9,263.1288827,6,1.73E-05,15,19,O4
265.14457,1067608,6,265.1445327,5,3.73E-05,15,21,O4
267.16028,1265397,7.6,267.1601828,4,9.72E-05,15,23,O4
269.08188,1328289,8.1,269.0819325,10,5.25E-05,16,13,O4
269.17583,1463161,9.2,269.1758329,3,2.86E-06,15,25,O4
271.19153,1794020,11.8,271.1914829,2,4.71E-05,15,27,O4
273.20712,1314360,7.9,273.207133,1,1.30E-05,15,29,O4
275.12878,1439970,8.9,275.1288827,7,0.000102672,16,19,O4
277.14456,3045900,21.7,277.1445327,6,2.73E-05,16,21,O4
279.16015,1239331,7.3,279.1601828,5,3.28E-05,16,23,O4
281.1759,1719335,11.1,281.1758329,4,6.71E-05,16,25,O4
283.19147,3819162,27.6,283.1914829,3,1.29E-05,16,27,O4
285.20713,6809342,51.1,285.207133,2,2.99E-06,16,29,O4
287.22282,6925395,51.8,287.2227831,1,3.69E-05,16,31,O4
289.14435,1238667,7.2,289.1445327,7,0.000182736,17,21,O4
291.1602,1183686,6.7,291.1601828,6,1.72E-05,17,23,O4
293.17585,33346550,257.8,293.1758329,5,1.71E-05,17,25,O4
295.19151,1437854,8.7,295.1914829,4,2.71E-05,17,27,O4
297.20708,2534076,17.2,297.207133,3,5.30E-05,17,29,O4
299.22286,4193106,30.1,299.2227831,2,7.69E-05,17,31,O4
301.23847,8579682,63.8,301.2384331,1,3.69E-05,17,33,O4
303.1603,1107553,6.1,303.1601828,7,0.000117199,18,23,O4
305.17585,1222697,7,305.1758329,6,1.71E-05,18,25,O4
307.19148,4424558,31.5,307.1914829,5,2.93E-06,18,27,O4
309.20711,12490866,93.6,309.207133,4,2.30E-05,18,29,O4
311.22284,36633972,279.2,311.2227831,3,5.69E-05,18,31,O4
313.2385,99053176,755.1,313.2384331,2,6.69E-05,18,33,O4
315.25411,35143552,266.3,315.2540832,1,2.68E-05,18,35,O4
317.17551,1184510,6.5,317.1758329,7,0.000322865,19,25,O4
321.2072,2010017,12.8,321.207133,5,6.70E-05,19,29,O4
323.2228,6290876,45.1,323.2227831,4,1.69E-05,19,31,O4
325.23852,3768800,26,325.2384331,3,8.69E-05,19,33,O4
327.25412,9415181,68.7,327.2540832,2,3.68E-05,19,35,O4
329.26977,7541573,54.1,329.2697333,1,3.67E-05,19,37,O4
337.23847,1671295,10,337.2384331,4,3.69E-05,20,33,O4
339.25411,3388906,22.8,339.2540832,3,2.68E-05,20,35,O4
341.2698,4842334,33.6,341.2697333,2,6.67E-05,20,37,O4
343.28537,2864603,18.7,343.2853833,1,1.33E-05,20,39,O4
351.25416,1590282,9.2,351.2540832,4,7.68E-05,21,35,O4
353.26935,1785388,10.7,353.2697333,3,0.000383251,21,37,O4
355.28536,3213908,21,355.2853833,2,2.33E-05,21,39,O4
357.20726,1313262,7.1,357.207133,8,0.000127006,22,29,O4
357.30108,3089411,20,357.3010334,1,4.66E-05,21,41,O4
363.16062,9557251,66.4,363.1601828,12,0.000437199,23,23,O4
363.25402,1312791,7.1,363.2540832,5,6.32E-05,22,35,O4
367.2854,1456926,8.1,367.2853833,3,1.67E-05,22,39,O4
369.30097,4770407,32,369.3010334,2,6.34E-05,22,41,O4
371.31675,3310387,21.2,371.3166834,1,6.66E-05,22,43,O4
375.25417,1187132,6.1,375.2540832,6,8.68E-05,23,35,O4
377.26972,1288718,6.8,377.2697333,5,1.33E-05,23,37,O4
379.2851,1492066,8.2,379.2853833,4,0.000283316,23,39,O4
381.20732,1281057,6.7,381.207133,10,0.000187006,24,29,O4
381.30086,1998391,11.8,381.3010334,3,0.00017338,23,41,O4
383.31669,5057804,33.4,383.3166834,2,6.56E-06,23,43,O4
385.33234,4264674,27.8,385.3323335,1,6.49E-06,23,45,O4
389.26962,1348982,7.1,389.2697333,6,0.000113251,24,37,O4
391.0968,1948446,11.3,391.0975825,19,0.000782543,26,15,O4
391.28518,1453898,7.8,391.2853833,5,0.000203316,24,39,O4
395.31654,1876205,10.7,395.3166834,3,0.000143445,24,43,O4
397.33238,6335420,41.7,397.3323335,2,4.65E-05,24,45,O4
399.34803,4338567,27.8,399.3479836,1,4.64E-05,24,47,O4
403.28558,2657538,16.1,403.2853833,6,0.000196684,25,39,O4
405.30118,1713861,9.5,405.3010334,5,0.00014662,25,41,O4
407.31656,1368327,7.1,407.3166834,4,0.000123445,25,43,O4
409.33225,2585414,15.5,409.3323335,3,8.35E-05,25,45,O4
411.34793,5633026,36.5,411.3479836,2,5.36E-05,25,47,O4
413.36375,5505980,35.6,413.3636336,1,0.000116362,25,49,O4
417.30115,1405718,7.3,417.3010334,6,0.00011662,26,41,O4
419.12816,1866465,10.4,419.1288827,19,0.000722672,28,19,O4
419.3164,1782985,9.8,419.3166834,5,0.000283445,26,43,O4
421.33241,1380219,7.1,421.3323335,4,7.65E-05,26,45,O4
423.34795,3635755,22.5,423.3479836,3,3.36E-05,26,47,O4
425.36366,8266712,53.7,425.3636336,2,2.64E-05,26,49,O4
427.28543,1698928,9.2,427.2853833,8,4.67E-05,27,39,O4
427.37925,5558660,35.3,427.3792837,1,3.37E-05,26,51,O4
429.30109,1352730,6.8,429.3010334,7,5.66E-05,27,41,O4
431.31672,1795267,9.8,431.3166834,6,3.66E-05,27,43,O4
433.33246,2463850,14.3,433.3323335,5,0.000126491,27,45,O4
435.348,1670159,8.9,435.3479836,4,1.64E-05,27,47,O4
437.36369,3255730,19.5,437.3636336,3,5.64E-05,27,49,O4
439.28515,2366657,13.6,439.2853833,9,0.000233316,28,39,O4
439.37932,7289685,46.6,439.3792837,2,3.63E-05,27,51,O4
441.30082,1833442,10,441.3010334,8,0.00021338,28,41,O4
441.39499,6573302,41.8,441.3949338,1,5.62E-05,27,53,O4
445.33228,1734432,9.2,445.3323335,6,5.35E-05,28,45,O4
447.34828,1618877,8.4,447.3479836,5,0.000296427,28,47,O4
449.36297,1514841,7.7,449.3636336,4,0.000663638,28,49,O4
451.37938,4230388,25.8,451.3792837,3,9.63E-05,28,51,O4
453.30138,1249659,6,453.3010334,9,0.00034662,29,41,O4
453.39502,7901838,50.2,453.3949338,2,8.62E-05,28,53,O4
455.41061,8329255,53.1,455.4105838,1,2.62E-05,28,55,O4
457.33251,1599916,8.2,457.3323335,7,0.000176491,29,45,O4
459.34777,2721348,15.6,459.3479836,6,0.000213573,29,47,O4
461.36356,2477019,14,461.3636336,5,7.36E-05,29,49,O4
463.37949,1346545,6.5,463.3792837,4,0.000206298,29,51,O4
465.39489,3394567,20,465.3949338,3,4.38E-05,29,53,O4
467.41055,7114140,44.5,467.4105838,2,3.38E-05,29,55,O4
469.42624,6389553,39.3,469.4262339,1,6.10E-06,29,57,O4
471.34816,1346738,6.5,471.3479836,7,0.000176427,30,47,O4
473.3639,1758406,9.1,473.3636336,6,0.000266362,30,49,O4
475.37927,2892763,16.5,475.3792837,5,1.37E-05,30,51,O4
477.39468,2594159,14.6,477.3949338,4,0.000253767,30,53,O4
479.41066,4548356,27.3,479.4105838,3,7.62E-05,30,55,O4
481.42621,12967066,81.2,481.4262339,2,2.39E-05,30,57,O4
483.44184,16479792,103.8,483.441884,1,4.40E-05,30,59,O4
485.36345,1800628,9.3,485.3636336,7,0.000183638,31,49,O4
487.37922,2920268,16.5,487.3792837,6,6.37E-05,31,51,O4
489.3948,3389158,19.5,489.3949338,5,0.000133767,31,53,O4
491.4106,2952321,16.7,491.4105838,4,1.62E-05,31,55,O4
493.4263,3763230,21.9,493.4262339,3,6.61E-05,31,57,O4
495.44184,9972668,61.2,495.441884,2,4.40E-05,31,59,O4
497.36375,1689033,8.5,497.3636336,8,0.000116362,32,49,O4
497.45753,13271388,82.2,497.457534,1,4.02E-06,31,61,O4
499.37951,2084075,11,499.3792837,7,0.000226298,32,51,O4
501.39484,3187344,18,501.3949338,6,9.38E-05,32,53,O4
503.41033,2527543,13.8,503.4105838,5,0.000253831,32,55,O4
505.33224,1400268,6.6,505.3323335,11,9.35E-05,33,45,O4
505.42611,3444192,19.6,505.4262339,4,0.000123895,32,57,O4
507.44193,9569677,58.6,507.441884,3,4.60E-05,32,59,O4
509.45762,27609916,171.2,509.457534,2,8.60E-05,32,61,O4
511.37986,1807835,9.1,511.3792837,8,0.000576298,33,51,O4
511.47333,34024688,211.6,511.4731841,1,0.000145911,32,63,O4
513.3948,1891729,9.6,513.3949338,7,0.000133766,33,53,O4
515.41045,2975050,16.4,515.4105838,6,0.000133831,33,55,O4
517.33255,1344370,6.2,517.3323335,12,0.000216491,34,45,O4
517.42644,3039239,16.8,517.4262339,5,0.000206105,33,57,O4
519.44156,2568648,13.8,519.441884,4,0.00032396,33,59,O4
521.45761,5175693,30.2,521.457534,3,7.60E-05,33,61,O4
523.37989,1334336,6.1,523.3792837,9,0.000606298,34,51,O4
523.47329,16645974,102.3,523.4731841,2,0.000105911,33,63,O4
525.30163,1356536,6.1,525.3010334,15,0.00059662,35,41,O4
525.48893,14481699,86.3,525.4888342,1,9.58E-05,33,65,O4
527.31708,1524426,7.1,527.3166834,14,0.000396555,35,43,O4
527.41091,2312415,11.9,527.4105838,7,0.000326169,34,55,O4
529.33271,1466016,6.7,529.3323335,13,0.000376491,35,45,O4
529.42633,2643894,13.9,529.4262339,6,9.61E-05,34,57,O4
531.44205,3327121,18.1,531.441884,5,0.00016604,34,59,O4
533.45759,5312625,30.2,533.457534,4,5.60E-05,34,61,O4
535.47322,23269974,140,535.4731841,3,3.59E-05,34,63,O4
537.48891,64218176,390.3,537.4888342,2,7.58E-05,34,65,O4
539.50452,41174580,249.4,539.5044842,1,3.58E-05,34,67,O4
541.42553,2049040,9.9,541.4262339,7,0.000703895,35,57,O4
543.44196,2474505,12.4,543.441884,6,7.60E-05,35,59,O4
545.45785,2637317,13.4,545.457534,5,0.000315976,35,61,O4
547.37985,1551596,6.9,547.3792837,11,0.000566298,36,51,O4
547.47309,3500548,18.4,547.4731841,4,9.41E-05,35,63,O4
549.48895,7782404,43.7,549.4888342,3,0.000115847,35,65,O4
551.4109,1617005,7.3,551.4105838,9,0.000316169,36,55,O4
551.5046,15927813,91.7,551.5044842,2,0.000115783,35,67,O4
553.33284,2697175,13.7,553.3323335,15,0.000506491,37,45,O4
553.52026,15039494,86.4,553.5201343,1,0.000125718,35,69,O4
