m/z,I,S/N,em,dbe,error,C,H,Class
360.2697,16608733,112.2,360.2696737,10,2.63E-05,26,34,N1
346.25407,16690848,115.4,346.2540236,10,4.64E-05,25,32,N1
332.23846,19822940,140.6,332.2383735,10,8.65E-05,24,30,N1
318.2228,20199118,146.3,318.2227235,10,7.65E-05,23,28,N1
304.20707,21132800,156.4,304.2070734,10,3.42E-06,22,26,N1
290.19143,22658318,171.3,290.1914234,10,6.64E-06,21,24,N1
276.1758,19653134,150.9,276.1757733,10,2.67E-05,20,22,N1
262.16013,16146201,125.7,262.1601232,10,6.77E-06,19,20,N1
248.14445,10153125,79.6,248.1444732,10,2.32E-05,18,18,N1
234.1288,4353659,33.3,234.1288231,10,2.31E-05,17,16,N1
220.11315,1994850,14.2,220.113173,10,2.30E-05,16,14,N1
680.61388,3002849,11.9,680.6139751,11,9.51E-05,49,78,N1
666.59872,3303896,13.4,666.598325,11,0.000394969,48,76,N1
652.58309,3409702,14,652.582675,11,0.000415033,47,74,N1
638.56722,3069822,12.4,638.5670249,11,0.000195098,46,72,N1
624.55175,4446348,18.6,624.5513748,11,0.000375162,45,70,N1
610.53553,4175872,17.1,610.5357248,11,0.000194774,44,68,N1
596.51987,4561802,18.9,596.5200747,11,0.000204709,43,66,N1
582.50421,4225772,17.3,582.5044246,11,0.000214645,42,64,N1
568.48864,5088751,22.4,568.4887746,11,0.00013458,41,62,N1
554.47302,6106205,28.8,554.4731245,11,0.000104516,40,60,N1
540.45754,6529536,31,540.4574745,11,6.55E-05,39,58,N1
526.44187,8463022,43,526.4418244,11,4.56E-05,38,56,N1
512.42626,9463464,50.4,512.4261743,11,8.57E-05,37,54,N1
498.41059,8602206,46.5,498.4105243,11,6.57E-05,36,52,N1
484.39476,7519808,41.1,484.3948742,11,0.000114194,35,50,N1
470.37926,6746303,37.3,470.3792241,11,3.59E-05,34,48,N1
456.36364,7817268,44.4,456.3635741,11,6.59E-05,33,46,N1
442.34792,8424032,49.5,442.347924,11,4.00E-06,32,44,N1
428.33238,8706244,52,428.3322739,11,0.000106064,31,42,N1
414.31672,9312988,56.5,414.3166239,11,9.61E-05,30,40,N1
400.30101,10710055,67,400.3009738,11,3.62E-05,29,38,N1
386.28547,10643529,68.4,386.2853237,11,0.000146257,28,36,N1
372.26973,11582411,75.6,372.2696737,11,5.63E-05,27,34,N1
358.25415,12212118,81.9,358.2540236,11,0.000126386,26,32,N1
344.23844,11780243,80.8,344.2383735,11,6.65E-05,25,30,N1
330.22276,12801964,90,330.2227235,11,3.65E-05,24,28,N1
316.20712,12315002,88.9,316.2070734,11,4.66E-05,23,26,N1
302.19142,11486405,83.9,302.1914234,11,3.36E-06,22,24,N1
288.17576,8920485,65.9,288.1757733,11,1.33E-05,21,22,N1
274.16018,5417010,39.8,274.1601232,11,5.68E-05,20,20,N1
260.14449,1962114,13.1,260.1444732,11,1.68E-05,19,18,N1
246.12886,1385297,8.7,246.1288231,11,3.69E-05,18,16,N1
706.63012,2352225,8.8,706.6296252,12,0.00049484,51,80,N1
692.61366,2583206,9.9,692.6139751,12,0.000315096,50,78,N1
678.59889,2849659,11.2,678.598325,12,0.000564969,49,76,N1
664.58332,2733479,10.7,664.582675,12,0.000645033,48,74,N1
650.56713,3606305,14.9,650.5670249,12,0.000105098,47,72,N1
636.55158,3422104,13.9,636.5513748,12,0.000205162,46,70,N1
622.53587,4229818,17.6,622.5357248,12,0.000145226,45,68,N1
608.51997,4927030,20.5,608.5200747,12,0.000104709,44,66,N1
594.50459,4839870,20.1,594.5044246,12,0.000165355,43,64,N1
580.48866,5689621,23.9,580.4887746,12,0.00011458,42,62,N1
566.47293,6977542,31.4,566.4731245,12,0.000194516,41,60,N1
552.4573,6922842,32.9,552.4574745,12,0.000174452,40,58,N1
538.44157,7769051,39.3,538.4418244,12,0.000254387,39,56,N1
524.42615,8139881,41.3,524.4261743,12,2.43E-05,38,54,N1
510.41054,10164306,54.2,510.4105243,12,1.57E-05,37,52,N1
496.3949,9713671,52.8,496.3948742,12,2.58E-05,36,50,N1
482.3791,10233849,56.7,482.3792241,12,0.000124129,35,48,N1
468.36362,12914839,73.5,468.3635741,12,4.59E-05,34,46,N1
454.34795,13095471,77,454.347924,12,2.60E-05,33,44,N1
440.33232,15465579,92.7,440.3322739,12,4.61E-05,32,42,N1
426.31668,16178891,98.5,426.3166239,12,5.61E-05,31,40,N1
412.30103,17465550,109.4,412.3009738,12,5.62E-05,30,38,N1
398.28534,18108914,114.9,398.2853237,12,1.63E-05,29,36,N1
384.26973,20658670,134.8,384.2696737,12,5.63E-05,28,34,N1
370.25417,22280556,147.5,370.2540236,12,0.000146386,27,32,N1
356.23836,24664406,167.7,356.2383735,12,1.35E-05,26,30,N1
342.22274,26821266,186.9,342.2227235,12,1.65E-05,25,28,N1
328.20708,30146058,217.4,328.2070734,12,6.58E-06,24,26,N1
314.19147,33459246,245.6,314.1914234,12,4.66E-05,23,24,N1
300.17581,47440776,356.6,300.1757733,12,3.67E-05,22,22,N1
286.16017,61147696,469.3,286.1601232,12,4.68E-05,21,20,N1
272.14452,72257088,564.9,272.1444732,12,4.68E-05,20,18,N1
258.12885,76516808,608.2,258.1288231,12,2.69E-05,19,16,N1
244.11319,54114284,437.1,244.113173,12,1.70E-05,18,14,N1
230.09755,13951319,113,230.097523,12,2.70E-05,17,12,N1
216.08183,1173592,7.4,216.0818729,12,4.29E-05,16,10,N1
704.61352,2240468,8.3,704.6139751,13,0.000455096,51,78,N1
676.58299,2728989,10.7,676.582675,13,0.000315033,49,74,N1
662.56643,2649982,10.3,662.5670249,13,0.000594902,48,72,N1
648.55128,3747617,15.6,648.5513748,13,9.48E-05,47,70,N1
634.53556,3708853,15.2,634.5357248,13,0.000164774,46,68,N1
620.52037,5673194,24.2,620.5200747,13,0.000295291,45,66,N1
606.50455,5781612,24.4,606.5044246,13,0.000125355,44,64,N1
592.48877,6050800,25.5,592.4887746,13,4.58E-06,43,62,N1
578.47298,6140732,26,578.4731245,13,0.000144516,42,60,N1
564.45739,7132698,32.2,564.4574745,13,8.45E-05,41,58,N1
550.44176,7331923,35,550.4418244,13,6.44E-05,40,56,N1
536.42617,7671217,38.7,536.4261743,13,4.32E-06,39,54,N1
522.41049,8762912,46.5,522.4105243,13,3.43E-05,38,52,N1
508.39471,8428027,45.5,508.3948742,13,0.000164194,37,50,N1
494.37926,10241458,56.8,494.3792241,13,3.59E-05,36,48,N1
480.36359,8778166,49.2,480.3635741,13,1.59E-05,35,46,N1
466.34798,8862326,50.6,466.347924,13,5.60E-05,34,44,N1
452.33234,37705772,225.9,452.3322739,13,6.61E-05,33,42,N1
438.31667,12571254,74.9,438.3166239,13,4.61E-05,32,40,N1
424.30104,12393681,74.9,424.3009738,13,6.62E-05,31,38,N1
410.28539,15120060,94.4,410.2853237,13,6.63E-05,30,36,N1
396.26968,14630836,92.4,396.2696737,13,6.32E-06,29,34,N1
382.25406,17614736,114.6,382.2540236,13,3.64E-05,28,32,N1
368.23846,17669904,118,368.2383735,13,8.65E-05,27,30,N1
354.22274,20213532,138.7,354.2227235,13,1.65E-05,26,28,N1
340.20712,22661276,159.4,340.2070734,13,4.66E-05,25,26,N1
326.19149,26965114,194.2,326.1914234,13,6.66E-05,24,24,N1
312.17576,28482280,208.7,312.1757733,13,1.33E-05,23,22,N1
298.16015,28365382,212.2,298.1601232,13,2.68E-05,22,20,N1
284.1445,22083756,167.9,284.1444732,13,2.68E-05,21,18,N1
270.12884,10922547,83.3,270.1288231,13,1.69E-05,20,16,N1
256.11316,5059571,38.1,256.113173,13,1.30E-05,19,14,N1
702.59921,1980743,7.1,702.598325,14,0.000884969,51,76,N1
674.56783,2730695,10.7,674.5670249,14,0.000805098,49,72,N1
660.55174,3247963,13.2,660.5513748,14,0.000365162,48,70,N1
646.53625,4252966,17.9,646.5357248,14,0.000525226,47,68,N1
632.52008,4603863,19.3,632.5200747,14,5.29E-06,46,66,N1
618.50469,4868891,20.5,618.5044246,14,0.000265355,45,64,N1
604.48889,5285025,22.2,604.4887746,14,0.00011542,44,62,N1
590.47315,4547617,18.7,590.4731245,14,2.55E-05,43,60,N1
576.45722,6304096,26.7,576.4574745,14,0.000254452,42,58,N1
562.44197,7126058,32.1,562.4418244,14,0.000145613,41,56,N1
548.42616,7637575,36.5,548.4261743,14,1.43E-05,40,54,N1
534.41043,7042945,35.4,534.4105243,14,9.43E-05,39,52,N1
520.39489,6202324,32.3,520.3948742,14,1.58E-05,38,50,N1
506.37937,7541667,40.5,506.3792241,14,0.000145871,37,48,N1
492.36362,7031646,38.3,492.3635741,14,4.59E-05,36,46,N1
478.348,7501686,41.8,478.347924,14,7.60E-05,35,44,N1
464.33237,7614554,43.2,464.3322739,14,9.61E-05,34,42,N1
450.31674,7697966,44.4,450.3166239,14,0.000116128,33,40,N1
436.30102,9812098,58,436.3009738,14,4.62E-05,32,38,N1
422.28537,10226388,62.3,422.2853237,14,4.63E-05,31,36,N1
408.26975,12014756,74.5,408.2696737,14,7.63E-05,30,34,N1
394.25406,13047153,83.2,394.2540236,14,3.64E-05,29,32,N1
380.23851,15199537,98.6,380.2383735,14,0.00013645,28,30,N1
366.22282,17523894,117,366.2227235,14,9.65E-05,27,28,N1
352.20714,16395497,112,352.2070734,14,6.66E-05,26,26,N1
338.19144,14677682,102.4,338.1914234,14,1.66E-05,25,24,N1
324.17581,16110328,115.1,324.1757733,14,3.67E-05,24,22,N1
310.16021,14483878,105.7,310.1601232,14,8.68E-05,23,20,N1
296.14452,11414783,83.9,296.1444732,14,4.68E-05,22,18,N1
282.12878,6946586,51.1,282.1288231,14,4.31E-05,21,16,N1
268.11321,3168527,22.5,268.113173,14,3.70E-05,20,14,N1
686.56774,2872095,11.3,686.5670249,15,0.000715098,50,72,N1
658.53636,2404159,9.3,658.5357248,15,0.000635226,48,68,N1
644.52023,3065648,12.4,644.5200747,15,0.000155291,47,66,N1
630.50463,4390395,18.3,630.5044246,15,0.000205355,46,64,N1
616.48896,4191565,17.4,616.4887746,15,0.00018542,45,62,N1
602.4731,4532439,18.7,602.4731245,15,2.45E-05,44,60,N1
588.45715,3654224,14.7,588.4574745,15,0.000324452,43,58,N1
574.44158,5145475,22.7,574.4418244,15,0.000244387,42,56,N1
560.42607,5689910,25.3,560.4261743,15,0.000104323,41,54,N1
546.4105,5044278,23.5,546.4105243,15,2.43E-05,40,52,N1
532.39507,5933388,29.5,532.3948742,15,0.000195806,39,50,N1
518.37917,6500741,33.9,518.3792241,15,5.41E-05,38,48,N1
504.36357,8132939,43.8,504.3635741,15,4.07E-06,37,46,N1
490.34786,7657740,41.9,490.347924,15,6.40E-05,36,44,N1
476.33222,8258875,46.2,476.3322739,15,5.39E-05,35,42,N1
462.3166,7603779,43.1,462.3166239,15,2.39E-05,34,40,N1
448.30085,7538738,43.4,448.3009738,15,0.000123807,33,38,N1
434.28529,9744013,57.6,434.2853237,15,3.37E-05,32,36,N1
420.26968,10455253,63.7,420.2696737,15,6.32E-06,31,34,N1
406.25409,12626567,78.4,406.2540236,15,6.64E-05,30,32,N1
392.2383,14306087,91.4,392.2383735,15,7.35E-05,29,30,N1
378.2228,17269456,112.3,378.2227235,15,7.65E-05,28,28,N1
364.20711,16802400,112.1,364.2070734,15,3.66E-05,27,26,N1
350.19149,19462848,133.4,350.1914234,15,6.66E-05,26,24,N1
336.17589,29273302,206.6,336.1757733,15,0.000116708,25,22,N1
322.1602,39174532,285.9,322.1601232,15,7.68E-05,24,20,N1
308.14449,55269480,410.2,308.1444732,15,1.68E-05,23,18,N1
294.12889,62410672,473,294.1288231,15,6.69E-05,22,16,N1
280.11318,38571384,296.9,280.113173,15,6.97E-06,21,14,N1
266.09749,11281871,86.6,266.097523,15,3.30E-05,20,12,N1
670.53592,2704435,10.6,670.5357248,16,0.000195226,49,68,N1
656.52038,2690857,10.6,656.5200747,16,0.000305291,48,66,N1
642.50525,2190142,8.3,642.5044246,16,0.000825355,47,64,N1
628.48897,3636257,14.9,628.4887746,16,0.00019542,46,62,N1
614.47316,3763073,15.2,614.4731245,16,3.55E-05,45,60,N1
600.4573,4156172,17,600.4574745,16,0.000174452,44,58,N1
586.44137,2625151,10.1,586.4418244,16,0.000454387,43,56,N1
572.42611,3403170,14.4,572.4261743,16,6.43E-05,42,54,N1
558.41063,3733055,16,558.4105243,16,0.000105742,41,52,N1
544.39502,4125728,18.8,544.3948742,16,0.000145806,40,50,N1
530.37923,4574483,22.3,530.3792241,16,5.87E-06,39,48,N1
516.36374,4934452,25.2,516.3635741,16,0.000165935,38,46,N1
502.34806,5418738,28.5,502.347924,16,0.000135999,37,44,N1
488.33222,7108285,38.8,488.3322739,16,5.39E-05,36,42,N1
474.31664,5946116,32.7,474.3166239,16,1.61E-05,35,40,N1
460.30093,6637618,37.4,460.3009738,16,4.38E-05,34,38,N1
446.2854,6889016,39.5,446.2853237,16,7.63E-05,33,36,N1
432.26973,7587993,45,432.2696737,16,5.63E-05,32,34,N1
418.25403,8736467,52.9,418.2540236,16,6.39E-06,31,32,N1
404.23846,8920165,54.8,404.2383735,16,8.65E-05,30,30,N1
390.22273,9681112,61.1,390.2227235,16,6.51E-06,29,28,N1
376.20713,12740719,83.4,376.2070734,16,5.66E-05,28,26,N1
362.19146,15169551,102.2,362.1914234,16,3.66E-05,27,24,N1
348.17587,17954974,124.4,348.1757733,16,9.67E-05,26,22,N1
334.16022,15661832,110.6,334.1601232,16,9.68E-05,25,20,N1
320.1445,10485788,74.8,320.1444732,16,2.68E-05,24,18,N1
306.12888,6612781,46.9,306.1288231,16,5.69E-05,23,16,N1
292.1132,2459613,16.3,292.113173,16,2.70E-05,22,14,N1
654.50512,1976089,7.3,654.5044246,17,0.000695355,48,64,N1
640.48953,2314577,8.9,640.4887746,17,0.00075542,47,62,N1
626.47353,3041355,12.1,626.4731245,17,0.000405484,46,60,N1
612.45749,3402166,13.6,612.4574745,17,1.55E-05,45,58,N1
598.44184,3434817,13.8,598.4418244,17,1.56E-05,44,56,N1
584.42589,3064491,12.1,584.4261743,17,0.000284323,43,54,N1
570.41031,3459007,14.6,570.4105243,17,0.000214258,42,52,N1
556.39512,3462724,15.5,556.3948742,17,0.000245806,41,50,N1
542.37918,4116998,18.8,542.3792241,17,4.41E-05,40,48,N1
528.36363,4246229,20.5,528.3635741,17,5.59E-05,39,46,N1
514.34787,5449953,28.1,514.347924,17,5.40E-05,38,44,N1
500.33236,4670618,24.3,500.3322739,17,8.61E-05,37,42,N1
486.31648,4747887,25.2,486.3166239,17,0.000143872,36,40,N1
472.30104,4447954,23.9,472.3009738,17,6.62E-05,35,38,N1
458.2852,5055525,27.9,458.2853237,17,0.000123743,34,36,N1
444.26969,6267968,36.3,444.2696737,17,1.63E-05,33,34,N1
430.25417,7018147,41.5,430.2540236,17,0.000146386,32,32,N1
416.23844,7381197,44.3,416.2383735,17,6.65E-05,31,30,N1
402.22279,8314429,51.5,402.2227235,17,6.65E-05,30,28,N1
388.20722,10976900,69.6,388.2070734,17,0.000146579,29,26,N1
374.19146,10436110,67.9,374.1914234,17,3.66E-05,28,24,N1
360.1759,13381058,89.9,360.1757733,17,0.000126708,27,22,N1
346.16027,11163272,76.4,346.1601232,17,0.000146772,26,20,N1
332.14459,12517704,87.9,332.1444732,17,0.000116837,25,18,N1
318.12892,8768190,62.1,318.1288231,17,9.69E-05,24,16,N1
304.11315,4470258,31.2,304.113173,17,2.30E-05,23,14,N1
290.09759,1497598,9,290.097523,17,6.70E-05,22,12,N1
610.44189,2539499,9.7,610.4418244,18,6.56E-05,45,56,N1
596.42599,2344309,8.8,596.4261743,18,0.000184323,44,54,N1
582.41028,2406614,9.1,582.4105243,18,0.000244258,43,52,N1
568.39492,2638296,10.7,568.3948742,18,4.58E-05,42,50,N1
554.37917,3110469,13.7,554.3792241,18,5.41E-05,41,48,N1
540.36312,3168486,14,540.3635741,18,0.000454065,40,46,N1
526.34795,2490771,11.2,526.347924,18,2.60E-05,39,44,N1
512.33231,3624076,18,512.3322739,18,3.61E-05,38,42,N1
498.31676,3560002,18,498.3166239,18,0.000136128,37,40,N1
484.30092,4349989,22.9,484.3009738,18,5.38E-05,36,38,N1
470.28525,3962533,21.1,470.2853237,18,7.37E-05,35,36,N1
456.26978,4680220,25.7,456.2696737,18,0.000106321,34,34,N1
442.25409,4496457,25.4,442.2540236,18,6.64E-05,33,32,N1
428.23855,5593260,32.6,428.2383735,18,0.00017645,32,30,N1
414.2228,6993604,41.9,414.2227235,18,7.65E-05,31,28,N1
400.20704,7236109,44.6,400.2070734,18,3.34E-05,30,26,N1
386.19148,8545325,54.4,386.1914234,18,5.66E-05,29,24,N1
372.17582,9827246,63.8,372.1757733,18,4.67E-05,28,22,N1
358.16013,12341115,82.8,358.1601232,18,6.77E-06,27,20,N1
344.14447,12004475,82.4,344.1444732,18,3.16E-06,26,18,N1
330.12886,9614232,67,330.1288231,18,3.69E-05,25,16,N1
316.11325,4523370,31.1,316.113173,18,7.70E-05,24,14,N1
608.42638,1983520,7.2,608.4261743,19,0.000205677,45,54,N1
538.34805,2589121,11.7,538.347924,19,0.000125999,40,44,N1
524.33213,2600269,11.8,524.3322739,19,0.000143936,39,42,N1
510.31668,2705974,12.9,510.3166239,19,5.61E-05,38,40,N1
496.30071,2788076,13.6,496.3009738,19,0.000263808,37,38,N1
482.28517,2707422,13.4,482.2853237,19,0.000153743,36,36,N1
468.26971,3252862,17.2,468.2696737,19,3.63E-05,35,34,N1
454.25406,3169815,17,454.2540236,19,3.64E-05,34,32,N1
440.23827,4387412,24.7,440.2383735,19,0.00010355,33,30,N1
426.22282,4422324,25.3,426.2227235,19,9.65E-05,32,28,N1
412.20709,5666998,34,412.2070734,19,1.66E-05,31,26,N1
398.19154,5735895,34.9,398.1914234,19,0.000116643,30,24,N1
384.1758,6214098,39,384.1757733,19,2.67E-05,29,22,N1
370.16021,3472976,21.1,370.1601232,19,8.68E-05,28,20,N1
356.14451,3347259,20.8,356.1444732,19,3.68E-05,27,18,N1
342.12899,1232378,6.4,342.1288231,19,0.000166901,26,16,N1
219.17545,4695032,36.7,219.1754389,4,1.11E-05,15,23,O1
289.25376,1672206,10.4,289.2536893,4,7.07E-05,20,33,O1
331.30076,2224542,13.7,331.3006395,4,0.000120544,23,39,O1
387.36347,1619219,8.1,387.3632397,4,0.000230287,27,47,O1
401.37884,2008718,10.4,401.3788898,4,4.98E-05,28,49,O1
287.23804,1798955,11.4,287.2380392,5,8.02E-07,20,31,O1
315.26943,1655918,9.9,315.2693393,5,9.07E-05,22,35,O1
399.36339,1560991,7.6,399.3632397,5,0.000150287,28,47,O1
383.33145,1596555,8.1,383.3319396,6,0.000489584,27,43,O1
411.36292,1848311,9.3,411.3632397,6,0.000319713,29,47,O1
311.23811,1615827,9.7,311.2380392,7,7.08E-05,22,31,O1
279.17546,1593434,9.9,279.1754389,9,2.11E-05,20,23,O1
263.14425,2985184,21.2,263.1441388,10,0.000111188,19,19,O1
289.15993,9345790,69.3,289.1597889,11,0.000141124,21,21,O1
385.25389,2773944,15.7,385.2536893,12,0.000200738,28,33,O1
399.26939,2981000,16.6,399.2693393,12,5.07E-05,29,35,O1
413.28504,2210833,11.6,413.2849894,12,5.06E-05,30,37,O1
427.30058,1870337,9.2,427.3006395,12,5.95E-05,31,39,O1
469.3474,2061757,9.7,469.3475896,12,0.000189649,34,45,O1
483.36339,2331509,11.1,483.3632397,12,0.000150287,35,47,O1
497.37904,3042733,14.8,497.3788898,12,0.000150222,36,49,O1
525.40995,2296440,9.9,525.4101899,12,0.000239907,38,53,O1
553.44111,2583827,10.6,553.44149,12,0.000380035,40,57,O1
567.45685,4244779,17.4,567.4571401,12,0.0002901,41,59,O1
581.47298,2253757,7.8,581.4727902,12,0.000189836,42,61,O1
595.48844,9854791,40.2,595.4884402,12,2.28E-07,43,63,O1
609.50404,4354631,16.8,609.5040903,12,5.03E-05,44,65,O1
623.51973,9677530,40.4,623.5197404,12,1.04E-05,45,67,O1
637.5359,2921003,11.3,637.5353904,12,0.000509578,46,69,O1
651.55138,3382077,13.3,651.5510405,12,0.000339514,47,71,O1
665.56621,3942676,15.6,665.5666906,12,0.000480551,48,73,O1
679.58307,3230392,12.4,679.5823406,12,0.000729385,49,75,O1
693.59865,2315170,8.2,693.5979907,12,0.000659321,50,77,O1
707.61431,2194274,7.6,707.6136407,12,0.000669256,51,79,O1
721.63027,2559150,9.2,721.6292908,12,0.000979192,52,81,O1
369.22282,3091202,18.4,369.2223891,13,0.000430866,27,29,O1
593.47323,5360813,20.8,593.4727902,13,0.000439836,43,61,O1
621.50417,49109972,212.5,621.5040903,13,7.97E-05,45,65,O1
367.20718,7023260,44.7,367.2067391,14,0.000440931,27,27,O1
395.23858,3649663,20.8,395.2380392,14,0.000540802,29,31,O1
423.26961,2848504,15.3,423.2693393,14,0.000270673,31,35,O1
591.45745,1834778,6,591.4571401,14,0.0003099,43,59,O1
605.47314,2580899,9.3,605.4727902,14,0.000349836,44,61,O1
619.48845,4200401,16.5,619.4884402,14,9.77E-06,45,63,O1
365.19161,3322422,19.9,365.191089,15,0.000520995,27,25,O1
421.25406,2105068,10.8,421.2536893,15,0.000370738,31,33,O1
617.47326,6343124,25.9,617.4727902,15,0.000469836,45,61,O1
326.24886,1758557,10.5,326.2489382,7,7.82E-05,22,32,O1N1
340.26454,2000298,11.9,340.2645883,7,4.83E-05,23,34,O1N1
354.28043,1777516,9.9,354.2802384,7,0.000191637,24,36,O1N1
294.1863,1652427,10.2,294.186338,9,3.80E-05,20,24,O1N1
308.20208,1952238,12.2,308.201988,9,9.20E-05,21,26,O1N1
322.21758,2288453,14.5,322.2176381,9,5.81E-05,22,28,O1N1
350.24897,2256602,13.3,350.2489382,9,3.18E-05,24,32,O1N1
236.10814,1657209,11.1,236.1080877,10,5.23E-05,16,14,O1N1
250.12376,2077709,14.2,250.1237377,10,2.23E-05,17,16,O1N1
264.13911,1520777,9.6,264.1393878,10,0.000277783,18,18,O1N1
292.17076,2682367,18,292.1706879,10,7.21E-05,20,22,O1N1
306.18639,2221489,14.2,306.186338,10,5.20E-05,21,24,O1N1
320.20211,2242767,14.2,320.201988,10,0.000121959,22,26,O1N1
334.21774,1795396,10.6,334.2176381,10,0.000101895,23,28,O1N1
348.23315,2553246,15.5,348.2332882,10,0.00013817,24,30,O1N1
248.10803,1886184,12.7,248.1080877,11,5.77E-05,17,14,O1N1
262.12374,2584488,18,262.1237377,11,2.28E-06,18,16,O1N1
276.13938,4097292,29.5,276.1393878,11,7.78E-06,19,18,O1N1
290.15512,4601258,32.9,290.1550378,11,8.22E-05,20,20,O1N1
304.17074,3784054,26.1,304.1706879,11,5.21E-05,21,22,O1N1
318.18632,3233637,21.5,318.186338,11,1.80E-05,22,24,O1N1
332.20193,2731628,17.3,332.201988,11,5.80E-05,23,26,O1N1
346.21769,3104874,19.4,346.2176381,11,5.19E-05,24,28,O1N1
302.15509,2429499,15.9,302.1550378,12,5.22E-05,21,20,O1N1
316.17066,3391751,22.8,316.1706879,12,2.79E-05,22,22,O1N1
330.18648,2888868,18.4,330.186338,12,0.000142023,23,24,O1N1
344.20219,2714433,16.7,344.201988,12,0.000201959,24,26,O1N1
272.10813,1595106,10,272.1080877,13,4.23E-05,19,14,O1N1
