C,H,O,N,em,DBE
38,53,3,0,{557.4000191465001: 'C38'},12.0
38,53,4,0,{573.3949337665: 'C38'},12.0
38,54,0,1,{524.4261743227: 'C38'},12.0
38,54,1,1,{540.4210889427001: 'C38'},12.0
38,54,2,1,{556.4160035627001: 'C38'},12.0
38,54,3,1,{572.4109181827001: 'C38'},12.0
38,54,4,1,{588.4058328027: 'C38'},12.0
38,55,0,0,{511.4309253509: 'C38'},11.0
38,55,1,0,{527.4258399709: 'C38'},11.0
38,55,2,0,{543.4207545909001: 'C38'},11.0
38,55,3,0,{559.4156692109001: 'C38'},11.0
38,55,4,0,{575.4105838309: 'C38'},11.0
38,56,0,1,{526.4418243871: 'C38'},11.0
38,56,1,1,{542.4367390071001: 'C38'},11.0
38,56,2,1,{558.4316536271: 'C38'},11.0
38,56,3,1,{574.4265682471: 'C38'},11.0
38,56,4,1,{590.4214828671: 'C38'},11.0
38,57,0,0,{513.4465754153: 'C38'},10.0
38,57,1,0,{529.4414900353: 'C38'},10.0
38,57,2,0,{545.4364046553: 'C38'},10.0
38,57,3,0,{561.4313192753: 'C38'},10.0
38,57,4,0,{577.4262338953: 'C38'},10.0
38,58,0,1,{528.4574744515: 'C38'},10.0
38,58,1,1,{544.4523890715001: 'C38'},10.0
38,58,2,1,{560.4473036915: 'C38'},10.0
38,58,3,1,{576.4422183115: 'C38'},10.0
38,58,4,1,{592.4371329315001: 'C38'},10.0
38,59,0,0,{515.4622254797: 'C38'},9.0
38,59,1,0,{531.4571400997: 'C38'},9.0
38,59,2,0,{547.4520547197: 'C38'},9.0
38,59,3,0,{563.4469693397: 'C38'},9.0
38,59,4,0,{579.4418839597: 'C38'},9.0
38,60,0,1,{530.4731245159: 'C38'},9.0
38,60,1,1,{546.4680391359001: 'C38'},9.0
38,60,2,1,{562.4629537559: 'C38'},9.0
38,60,3,1,{578.4578683759: 'C38'},9.0
38,60,4,1,{594.4527829959001: 'C38'},9.0
38,61,0,0,{517.4778755441: 'C38'},8.0
38,61,1,0,{533.4727901641: 'C38'},8.0
38,61,2,0,{549.4677047841: 'C38'},8.0
38,61,3,0,{565.4626194041: 'C38'},8.0
38,61,4,0,{581.4575340241: 'C38'},8.0
38,62,0,1,{532.4887745803001: 'C38'},8.0
38,62,1,1,{548.4836892003001: 'C38'},8.0
38,62,2,1,{564.4786038203: 'C38'},8.0
38,62,3,1,{580.4735184403: 'C38'},8.0
38,62,4,1,{596.4684330603001: 'C38'},8.0
38,63,0,0,{519.4935256085: 'C38'},7.0
38,63,1,0,{535.4884402285: 'C38'},7.0
38,63,2,0,{551.4833548485: 'C38'},7.0
38,63,3,0,{567.4782694685: 'C38'},7.0
38,63,4,0,{583.4731840885: 'C38'},7.0
38,64,0,1,{534.5044246447001: 'C38'},7.0
38,64,1,1,{550.4993392647001: 'C38'},7.0
38,64,2,1,{566.4942538847: 'C38'},7.0
38,64,3,1,{582.4891685047: 'C38'},7.0
38,64,4,1,{598.4840831247001: 'C38'},7.0
38,65,0,0,{521.5091756729: 'C38'},6.0
38,65,1,0,{537.5040902929001: 'C38'},6.0
38,65,2,0,{553.4990049129: 'C38'},6.0
38,65,3,0,{569.4939195329: 'C38'},6.0
38,65,4,0,{585.4888341529: 'C38'},6.0
38,66,0,1,{536.5200747091001: 'C38'},6.0
38,66,1,1,{552.5149893291001: 'C38'},6.0
38,66,2,1,{568.5099039491: 'C38'},6.0
38,66,3,1,{584.5048185691: 'C38'},6.0
38,66,4,1,{600.4997331891001: 'C38'},6.0
38,67,0,0,{523.5248257373: 'C38'},5.0
38,67,1,0,{539.5197403573001: 'C38'},5.0
38,67,2,0,{555.5146549773: 'C38'},5.0
38,67,3,0,{571.5095695973: 'C38'},5.0
38,67,4,0,{587.5044842173: 'C38'},5.0
38,68,0,1,{538.5357247735001: 'C38'},5.0
38,68,1,1,{554.5306393935001: 'C38'},5.0
38,68,2,1,{570.5255540135: 'C38'},5.0
38,68,3,1,{586.5204686335001: 'C38'},5.0
38,68,4,1,{602.5153832535001: 'C38'},5.0
38,69,0,0,{525.5404758017: 'C38'},4.0
38,69,1,0,{541.5353904217001: 'C38'},4.0
38,69,2,0,{557.5303050417: 'C38'},4.0
38,69,3,0,{573.5252196617: 'C38'},4.0
38,69,4,0,{589.5201342817: 'C38'},4.0
38,70,0,1,{540.5513748379001: 'C38'},4.0
38,70,1,1,{556.5462894579001: 'C38'},4.0
38,70,2,1,{572.5412040779: 'C38'},4.0
38,70,3,1,{588.5361186979001: 'C38'},4.0
38,70,4,1,{604.5310333179001: 'C38'},4.0
38,71,0,0,{527.5561258661: 'C38'},3.0
38,71,1,0,{543.5510404861001: 'C38'},3.0
38,71,2,0,{559.5459551061: 'C38'},3.0
38,71,3,0,{575.5408697261: 'C38'},3.0
38,71,4,0,{591.5357843461001: 'C38'},3.0
38,72,0,1,{542.5670249023001: 'C38'},3.0
38,72,1,1,{558.5619395223001: 'C38'},3.0
38,72,2,1,{574.5568541423: 'C38'},3.0
38,72,3,1,{590.5517687623001: 'C38'},3.0
38,72,4,1,{606.5466833823001: 'C38'},3.0
38,73,0,0,{529.5717759305: 'C38'},2.0
38,73,1,0,{545.5666905505001: 'C38'},2.0
38,73,2,0,{561.5616051705: 'C38'},2.0
38,73,3,0,{577.5565197905: 'C38'},2.0
38,73,4,0,{593.5514344105001: 'C38'},2.0
38,74,0,1,{544.5826749667001: 'C38'},2.0
38,74,1,1,{560.5775895867001: 'C38'},2.0
38,74,2,1,{576.5725042067: 'C38'},2.0
38,74,3,1,{592.5674188267001: 'C38'},2.0
38,74,4,1,{608.5623334467001: 'C38'},2.0
38,75,0,0,{531.5874259949001: 'C38'},1.0
38,75,1,0,{547.5823406149001: 'C38'},1.0
38,75,2,0,{563.5772552349: 'C38'},1.0
38,75,3,0,{579.5721698549: 'C38'},1.0
38,75,4,0,{595.5670844749001: 'C38'},1.0
38,76,0,1,{546.5983250311001: 'C38'},1.0
38,76,1,1,{562.5932396511001: 'C38'},1.0
38,76,2,1,{578.5881542711: 'C38'},1.0
38,76,3,1,{594.5830688911001: 'C38'},1.0
38,76,4,1,{610.5779835111001: 'C38'},1.0
38,77,0,0,{533.6030760593001: 'C38'},0.0
38,77,1,0,{549.5979906793001: 'C38'},0.0
38,77,2,0,{565.5929052993: 'C38'},0.0
38,77,3,0,{581.5878199193: 'C38'},0.0
38,77,4,0,{597.5827345393001: 'C38'},0.0
38,78,0,1,{548.6139750955001: 'C38'},0.0
38,78,1,1,{564.6088897155001: 'C38'},0.0
38,78,2,1,{580.6038043355001: 'C38'},0.0
38,78,3,1,{596.5987189555001: 'C38'},0.0
38,78,4,1,{612.5936335755001: 'C38'},0.0
39,41,0,0,{509.3213749001: 'C39'},19.0
39,41,1,0,{525.3162895201001: 'C39'},19.0
39,41,2,0,{541.3112041401: 'C39'},19.0
39,41,3,0,{557.3061187601: 'C39'},19.0
39,41,4,0,{573.3010333801001: 'C39'},19.0
39,42,0,1,{524.3322739363001: 'C39'},19.0
39,42,1,1,{540.3271885563001: 'C39'},19.0
39,42,2,1,{556.3221031763001: 'C39'},19.0
39,42,3,1,{572.3170177963001: 'C39'},19.0
39,42,4,1,{588.3119324163001: 'C39'},19.0
39,43,0,0,{511.3370249645: 'C39'},18.0
39,43,1,0,{527.3319395845001: 'C39'},18.0
39,43,2,0,{543.3268542045: 'C39'},18.0
39,43,3,0,{559.3217688245: 'C39'},18.0
39,43,4,0,{575.3166834445001: 'C39'},18.0
39,44,0,1,{526.3479240007001: 'C39'},18.0
39,44,1,1,{542.3428386207001: 'C39'},18.0
39,44,2,1,{558.3377532407001: 'C39'},18.0
39,44,3,1,{574.3326678607001: 'C39'},18.0
39,44,4,1,{590.3275824807001: 'C39'},18.0
39,45,0,0,{513.3526750289001: 'C39'},17.0
39,45,1,0,{529.3475896489001: 'C39'},17.0
39,45,2,0,{545.3425042689: 'C39'},17.0
39,45,3,0,{561.3374188889001: 'C39'},17.0
39,45,4,0,{577.3323335089001: 'C39'},17.0
39,46,0,1,{528.3635740651001: 'C39'},17.0
39,46,1,1,{544.3584886851002: 'C39'},17.0
39,46,2,1,{560.3534033051001: 'C39'},17.0
39,46,3,1,{576.3483179251001: 'C39'},17.0
39,46,4,1,{592.3432325451001: 'C39'},17.0
39,47,0,0,{515.3683250933001: 'C39'},16.0
39,47,1,0,{531.3632397133001: 'C39'},16.0
39,47,2,0,{547.3581543333: 'C39'},16.0
39,47,3,0,{563.3530689533001: 'C39'},16.0
39,47,4,0,{579.3479835733001: 'C39'},16.0
39,48,0,1,{530.3792241295001: 'C39'},16.0
39,48,1,1,{546.3741387495002: 'C39'},16.0
39,48,2,1,{562.3690533695001: 'C39'},16.0
39,48,3,1,{578.3639679895001: 'C39'},16.0
39,48,4,1,{594.3588826095001: 'C39'},16.0
39,49,0,0,{517.3839751577001: 'C39'},15.0
39,49,1,0,{533.3788897777001: 'C39'},15.0
39,49,2,0,{549.3738043977: 'C39'},15.0
39,49,3,0,{565.3687190177001: 'C39'},15.0
39,49,4,0,{581.3636336377001: 'C39'},15.0
39,50,0,1,{532.3948741939001: 'C39'},15.0
39,50,1,1,{548.3897888139002: 'C39'},15.0
39,50,2,1,{564.3847034339001: 'C39'},15.0
39,50,3,1,{580.3796180539001: 'C39'},15.0
39,50,4,1,{596.3745326739001: 'C39'},15.0
39,51,0,0,{519.3996252221001: 'C39'},14.0
39,51,1,0,{535.3945398421001: 'C39'},14.0
39,51,2,0,{551.3894544621: 'C39'},14.0
39,51,3,0,{567.3843690821001: 'C39'},14.0
39,51,4,0,{583.3792837021001: 'C39'},14.0
39,52,0,1,{534.4105242583001: 'C39'},14.0
39,52,1,1,{550.4054388783002: 'C39'},14.0
39,52,2,1,{566.4003534983001: 'C39'},14.0
39,52,3,1,{582.3952681183001: 'C39'},14.0
39,52,4,1,{598.3901827383002: 'C39'},14.0
39,53,0,0,{521.4152752865001: 'C39'},13.0
39,53,1,0,{537.4101899065001: 'C39'},13.0
39,53,2,0,{553.4051045265: 'C39'},13.0
39,53,3,0,{569.4000191465001: 'C39'},13.0
39,53,4,0,{585.3949337665001: 'C39'},13.0
39,54,0,1,{536.4261743227: 'C39'},13.0
39,54,1,1,{552.4210889427001: 'C39'},13.0
39,54,2,1,{568.4160035627: 'C39'},13.0
39,54,3,1,{584.4109181827: 'C39'},13.0
39,54,4,1,{600.4058328027: 'C39'},13.0
39,55,0,0,{523.4309253509001: 'C39'},12.0
39,55,1,0,{539.4258399709001: 'C39'},12.0
39,55,2,0,{555.4207545909001: 'C39'},12.0
39,55,3,0,{571.4156692109001: 'C39'},12.0
39,55,4,0,{587.4105838309001: 'C39'},12.0
39,56,0,1,{538.4418243871: 'C39'},12.0
39,56,1,1,{554.4367390071001: 'C39'},12.0
39,56,2,1,{570.4316536271: 'C39'},12.0
39,56,3,1,{586.4265682471: 'C39'},12.0
39,56,4,1,{602.4214828671: 'C39'},12.0
39,57,0,0,{525.4465754153: 'C39'},11.0
39,57,1,0,{541.4414900353: 'C39'},11.0
39,57,2,0,{557.4364046553: 'C39'},11.0
39,57,3,0,{573.4313192753: 'C39'},11.0
39,57,4,0,{589.4262338953: 'C39'},11.0
39,58,0,1,{540.4574744515: 'C39'},11.0
39,58,1,1,{556.4523890715001: 'C39'},11.0
39,58,2,1,{572.4473036915: 'C39'},11.0
39,58,3,1,{588.4422183115: 'C39'},11.0
39,58,4,1,{604.4371329315001: 'C39'},11.0
39,59,0,0,{527.4622254797: 'C39'},10.0
39,59,1,0,{543.4571400997: 'C39'},10.0
39,59,2,0,{559.4520547197: 'C39'},10.0
39,59,3,0,{575.4469693397: 'C39'},10.0
39,59,4,0,{591.4418839597: 'C39'},10.0
39,60,0,1,{542.4731245159: 'C39'},10.0
39,60,1,1,{558.4680391359001: 'C39'},10.0
39,60,2,1,{574.4629537559: 'C39'},10.0
39,60,3,1,{590.4578683759: 'C39'},10.0
39,60,4,1,{606.4527829959001: 'C39'},10.0
39,61,0,0,{529.4778755441: 'C39'},9.0
39,61,1,0,{545.4727901641: 'C39'},9.0
39,61,2,0,{561.4677047841: 'C39'},9.0
39,61,3,0,{577.4626194041: 'C39'},9.0
39,61,4,0,{593.4575340241: 'C39'},9.0
39,62,0,1,{544.4887745803001: 'C39'},9.0
39,62,1,1,{560.4836892003001: 'C39'},9.0
39,62,2,1,{576.4786038203: 'C39'},9.0
39,62,3,1,{592.4735184403: 'C39'},9.0
39,62,4,1,{608.4684330603001: 'C39'},9.0
39,63,0,0,{531.4935256085: 'C39'},8.0
39,63,1,0,{547.4884402285: 'C39'},8.0
39,63,2,0,{563.4833548485: 'C39'},8.0
39,63,3,0,{579.4782694685: 'C39'},8.0
39,63,4,0,{595.4731840885: 'C39'},8.0
39,64,0,1,{546.5044246447001: 'C39'},8.0
39,64,1,1,{562.4993392647001: 'C39'},8.0
39,64,2,1,{578.4942538847: 'C39'},8.0
39,64,3,1,{594.4891685047: 'C39'},8.0
39,64,4,1,{610.4840831247001: 'C39'},8.0
39,65,0,0,{533.5091756729: 'C39'},7.0
39,65,1,0,{549.5040902929001: 'C39'},7.0
39,65,2,0,{565.4990049129: 'C39'},7.0
39,65,3,0,{581.4939195329: 'C39'},7.0
39,65,4,0,{597.4888341529: 'C39'},7.0
39,66,0,1,{548.5200747091001: 'C39'},7.0
39,66,1,1,{564.5149893291001: 'C39'},7.0
39,66,2,1,{580.5099039491: 'C39'},7.0
39,66,3,1,{596.5048185691: 'C39'},7.0
39,66,4,1,{612.4997331891001: 'C39'},7.0
39,67,0,0,{535.5248257373: 'C39'},6.0
39,67,1,0,{551.5197403573001: 'C39'},6.0
39,67,2,0,{567.5146549773: 'C39'},6.0
39,67,3,0,{583.5095695973: 'C39'},6.0
39,67,4,0,{599.5044842173: 'C39'},6.0
39,68,0,1,{550.5357247735001: 'C39'},6.0
39,68,1,1,{566.5306393935001: 'C39'},6.0
39,68,2,1,{582.5255540135: 'C39'},6.0
39,68,3,1,{598.5204686335001: 'C39'},6.0
39,68,4,1,{614.5153832535001: 'C39'},6.0
39,69,0,0,{537.5404758017: 'C39'},5.0
39,69,1,0,{553.5353904217001: 'C39'},5.0
39,69,2,0,{569.5303050417: 'C39'},5.0
39,69,3,0,{585.5252196617: 'C39'},5.0
39,69,4,0,{601.5201342817: 'C39'},5.0
39,70,0,1,{552.5513748379001: 'C39'},5.0
39,70,1,1,{568.5462894579001: 'C39'},5.0
39,70,2,1,{584.5412040779: 'C39'},5.0
39,70,3,1,{600.5361186979001: 'C39'},5.0
39,70,4,1,{616.5310333179001: 'C39'},5.0
39,71,0,0,{539.5561258661: 'C39'},4.0
39,71,1,0,{555.5510404861001: 'C39'},4.0
39,71,2,0,{571.5459551061: 'C39'},4.0
39,71,3,0,{587.5408697261: 'C39'},4.0
39,71,4,0,{603.5357843461001: 'C39'},4.0
39,72,0,1,{554.5670249023001: 'C39'},4.0
39,72,1,1,{570.5619395223001: 'C39'},4.0
39,72,2,1,{586.5568541423: 'C39'},4.0
39,72,3,1,{602.5517687623001: 'C39'},4.0
39,72,4,1,{618.5466833823001: 'C39'},4.0
39,73,0,0,{541.5717759305: 'C39'},3.0
39,73,1,0,{557.5666905505001: 'C39'},3.0
39,73,2,0,{573.5616051705: 'C39'},3.0
39,73,3,0,{589.5565197905: 'C39'},3.0
39,73,4,0,{605.5514344105001: 'C39'},3.0
39,74,0,1,{556.5826749667001: 'C39'},3.0
39,74,1,1,{572.5775895867001: 'C39'},3.0
39,74,2,1,{588.5725042067: 'C39'},3.0
39,74,3,1,{604.5674188267001: 'C39'},3.0
39,74,4,1,{620.5623334467001: 'C39'},3.0
39,75,0,0,{543.5874259949001: 'C39'},2.0
39,75,1,0,{559.5823406149001: 'C39'},2.0
39,75,2,0,{575.5772552349: 'C39'},2.0
39,75,3,0,{591.5721698549: 'C39'},2.0
39,75,4,0,{607.5670844749001: 'C39'},2.0
39,76,0,1,{558.5983250311001: 'C39'},2.0
39,76,1,1,{574.5932396511001: 'C39'},2.0
39,76,2,1,{590.5881542711: 'C39'},2.0
39,76,3,1,{606.5830688911001: 'C39'},2.0
39,76,4,1,{622.5779835111001: 'C39'},2.0
39,77,0,0,{545.6030760593001: 'C39'},1.0
39,77,1,0,{561.5979906793001: 'C39'},1.0
39,77,2,0,{577.5929052993: 'C39'},1.0
39,77,3,0,{593.5878199193: 'C39'},1.0
39,77,4,0,{609.5827345393001: 'C39'},1.0
39,78,0,1,{560.6139750955001: 'C39'},1.0
39,78,1,1,{576.6088897155001: 'C39'},1.0
39,78,2,1,{592.6038043355001: 'C39'},1.0
39,78,3,1,{608.5987189555001: 'C39'},1.0
39,78,4,1,{624.5936335755001: 'C39'},1.0
39,79,0,0,{547.6187261237001: 'C39'},0.0
39,79,1,0,{563.6136407437001: 'C39'},0.0
39,79,2,0,{579.6085553637: 'C39'},0.0
39,79,3,0,{595.6034699837: 'C39'},0.0
39,79,4,0,{611.5983846037001: 'C39'},0.0
39,80,0,1,{562.6296251599001: 'C39'},0.0
39,80,1,1,{578.6245397799001: 'C39'},0.0
39,80,2,1,{594.6194543999001: 'C39'},0.0
39,80,3,1,{610.6143690199001: 'C39'},0.0
39,80,4,1,{626.6092836399001: 'C39'},0.0
40,43,0,0,{523.3370249645001: 'C40'},19.0
40,43,1,0,{539.3319395845001: 'C40'},19.0
40,43,2,0,{555.3268542045: 'C40'},19.0
40,43,3,0,{571.3217688245: 'C40'},19.0
40,43,4,0,{587.3166834445001: 'C40'},19.0
40,44,0,1,{538.3479240007001: 'C40'},19.0
40,44,1,1,{554.3428386207001: 'C40'},19.0
40,44,2,1,{570.3377532407001: 'C40'},19.0
40,44,3,1,{586.3326678607001: 'C40'},19.0
40,44,4,1,{602.3275824807001: 'C40'},19.0
40,45,0,0,{525.3526750289001: 'C40'},18.0
40,45,1,0,{541.3475896489001: 'C40'},18.0
40,45,2,0,{557.3425042689: 'C40'},18.0
40,45,3,0,{573.3374188889001: 'C40'},18.0
40,45,4,0,{589.3323335089001: 'C40'},18.0
40,46,0,1,{540.3635740651001: 'C40'},18.0
40,46,1,1,{556.3584886851002: 'C40'},18.0
40,46,2,1,{572.3534033051001: 'C40'},18.0
40,46,3,1,{588.3483179251001: 'C40'},18.0
40,46,4,1,{604.3432325451001: 'C40'},18.0
40,47,0,0,{527.3683250933001: 'C40'},17.0
40,47,1,0,{543.3632397133001: 'C40'},17.0
40,47,2,0,{559.3581543333: 'C40'},17.0
40,47,3,0,{575.3530689533001: 'C40'},17.0
40,47,4,0,{591.3479835733001: 'C40'},17.0
40,48,0,1,{542.3792241295001: 'C40'},17.0
40,48,1,1,{558.3741387495002: 'C40'},17.0
40,48,2,1,{574.3690533695001: 'C40'},17.0
40,48,3,1,{590.3639679895001: 'C40'},17.0
40,48,4,1,{606.3588826095001: 'C40'},17.0
40,49,0,0,{529.3839751577001: 'C40'},16.0
40,49,1,0,{545.3788897777001: 'C40'},16.0
40,49,2,0,{561.3738043977: 'C40'},16.0
40,49,3,0,{577.3687190177001: 'C40'},16.0
40,49,4,0,{593.3636336377001: 'C40'},16.0
40,50,0,1,{544.3948741939001: 'C40'},16.0
40,50,1,1,{560.3897888139002: 'C40'},16.0
40,50,2,1,{576.3847034339001: 'C40'},16.0
40,50,3,1,{592.3796180539001: 'C40'},16.0
40,50,4,1,{608.3745326739001: 'C40'},16.0
40,51,0,0,{531.3996252221001: 'C40'},15.0
40,51,1,0,{547.3945398421001: 'C40'},15.0
40,51,2,0,{563.3894544621: 'C40'},15.0
40,51,3,0,{579.3843690821001: 'C40'},15.0
40,51,4,0,{595.3792837021001: 'C40'},15.0
40,52,0,1,{546.4105242583001: 'C40'},15.0
40,52,1,1,{562.4054388783002: 'C40'},15.0
40,52,2,1,{578.4003534983001: 'C40'},15.0
40,52,3,1,{594.3952681183001: 'C40'},15.0
40,52,4,1,{610.3901827383002: 'C40'},15.0
40,53,0,0,{533.4152752865001: 'C40'},14.0
40,53,1,0,{549.4101899065001: 'C40'},14.0
40,53,2,0,{565.4051045265: 'C40'},14.0
40,53,3,0,{581.4000191465001: 'C40'},14.0
40,53,4,0,{597.3949337665001: 'C40'},14.0
40,54,0,1,{548.4261743227: 'C40'},14.0
40,54,1,1,{564.4210889427001: 'C40'},14.0
40,54,2,1,{580.4160035627: 'C40'},14.0
40,54,3,1,{596.4109181827: 'C40'},14.0
40,54,4,1,{612.4058328027: 'C40'},14.0
40,55,0,0,{535.4309253509001: 'C40'},13.0
40,55,1,0,{551.4258399709001: 'C40'},13.0
40,55,2,0,{567.4207545909001: 'C40'},13.0
40,55,3,0,{583.4156692109001: 'C40'},13.0
40,55,4,0,{599.4105838309001: 'C40'},13.0
40,56,0,1,{550.4418243871: 'C40'},13.0
40,56,1,1,{566.4367390071001: 'C40'},13.0
40,56,2,1,{582.4316536271: 'C40'},13.0
40,56,3,1,{598.4265682471: 'C40'},13.0
40,56,4,1,{614.4214828671: 'C40'},13.0
40,57,0,0,{537.4465754153: 'C40'},12.0
40,57,1,0,{553.4414900353: 'C40'},12.0
40,57,2,0,{569.4364046553: 'C40'},12.0
40,57,3,0,{585.4313192753: 'C40'},12.0
40,57,4,0,{601.4262338953: 'C40'},12.0
40,58,0,1,{552.4574744515: 'C40'},12.0
40,58,1,1,{568.4523890715001: 'C40'},12.0
40,58,2,1,{584.4473036915: 'C40'},12.0
40,58,3,1,{600.4422183115: 'C40'},12.0
40,58,4,1,{616.4371329315001: 'C40'},12.0
40,59,0,0,{539.4622254797: 'C40'},11.0
40,59,1,0,{555.4571400997: 'C40'},11.0
40,59,2,0,{571.4520547197: 'C40'},11.0
40,59,3,0,{587.4469693397: 'C40'},11.0
40,59,4,0,{603.4418839597: 'C40'},11.0
40,60,0,1,{554.4731245159: 'C40'},11.0
40,60,1,1,{570.4680391359001: 'C40'},11.0
40,60,2,1,{586.4629537559: 'C40'},11.0
40,60,3,1,{602.4578683759: 'C40'},11.0
40,60,4,1,{618.4527829959001: 'C40'},11.0
40,61,0,0,{541.4778755441: 'C40'},10.0
40,61,1,0,{557.4727901641: 'C40'},10.0
40,61,2,0,{573.4677047841: 'C40'},10.0
40,61,3,0,{589.4626194041: 'C40'},10.0
40,61,4,0,{605.4575340241: 'C40'},10.0
40,62,0,1,{556.4887745803001: 'C40'},10.0
40,62,1,1,{572.4836892003001: 'C40'},10.0
40,62,2,1,{588.4786038203: 'C40'},10.0
40,62,3,1,{604.4735184403: 'C40'},10.0
40,62,4,1,{620.4684330603001: 'C40'},10.0
40,63,0,0,{543.4935256085: 'C40'},9.0
40,63,1,0,{559.4884402285: 'C40'},9.0
40,63,2,0,{575.4833548485: 'C40'},9.0
40,63,3,0,{591.4782694685: 'C40'},9.0
40,63,4,0,{607.4731840885: 'C40'},9.0
40,64,0,1,{558.5044246447001: 'C40'},9.0
40,64,1,1,{574.4993392647001: 'C40'},9.0
40,64,2,1,{590.4942538847: 'C40'},9.0
40,64,3,1,{606.4891685047: 'C40'},9.0
40,64,4,1,{622.4840831247001: 'C40'},9.0
40,65,0,0,{545.5091756729: 'C40'},8.0
40,65,1,0,{561.5040902929001: 'C40'},8.0
40,65,2,0,{577.4990049129: 'C40'},8.0
40,65,3,0,{593.4939195329: 'C40'},8.0
40,65,4,0,{609.4888341529: 'C40'},8.0
40,66,0,1,{560.5200747091001: 'C40'},8.0
40,66,1,1,{576.5149893291001: 'C40'},8.0
40,66,2,1,{592.5099039491: 'C40'},8.0
40,66,3,1,{608.5048185691: 'C40'},8.0
40,66,4,1,{624.4997331891001: 'C40'},8.0
40,67,0,0,{547.5248257373: 'C40'},7.0
40,67,1,0,{563.5197403573001: 'C40'},7.0
40,67,2,0,{579.5146549773: 'C40'},7.0
40,67,3,0,{595.5095695973: 'C40'},7.0
40,67,4,0,{611.5044842173: 'C40'},7.0
40,68,0,1,{562.5357247735001: 'C40'},7.0
40,68,1,1,{578.5306393935001: 'C40'},7.0
40,68,2,1,{594.5255540135: 'C40'},7.0
40,68,3,1,{610.5204686335001: 'C40'},7.0
40,68,4,1,{626.5153832535001: 'C40'},7.0
40,69,0,0,{549.5404758017: 'C40'},6.0
40,69,1,0,{565.5353904217001: 'C40'},6.0
40,69,2,0,{581.5303050417: 'C40'},6.0
40,69,3,0,{597.5252196617: 'C40'},6.0
40,69,4,0,{613.5201342817: 'C40'},6.0
40,70,0,1,{564.5513748379001: 'C40'},6.0
40,70,1,1,{580.5462894579001: 'C40'},6.0
40,70,2,1,{596.5412040779: 'C40'},6.0
40,70,3,1,{612.5361186979001: 'C40'},6.0
40,70,4,1,{628.5310333179001: 'C40'},6.0
40,71,0,0,{551.5561258661: 'C40'},5.0
40,71,1,0,{567.5510404861001: 'C40'},5.0
40,71,2,0,{583.5459551061: 'C40'},5.0
40,71,3,0,{599.5408697261: 'C40'},5.0
40,71,4,0,{615.5357843461001: 'C40'},5.0
40,72,0,1,{566.5670249023001: 'C40'},5.0
40,72,1,1,{582.5619395223001: 'C40'},5.0
40,72,2,1,{598.5568541423: 'C40'},5.0
40,72,3,1,{614.5517687623001: 'C40'},5.0
40,72,4,1,{630.5466833823001: 'C40'},5.0
40,73,0,0,{553.5717759305: 'C40'},4.0
40,73,1,0,{569.5666905505001: 'C40'},4.0
40,73,2,0,{585.5616051705: 'C40'},4.0
40,73,3,0,{601.5565197905: 'C40'},4.0
40,73,4,0,{617.5514344105001: 'C40'},4.0
40,74,0,1,{568.5826749667001: 'C40'},4.0
40,74,1,1,{584.5775895867001: 'C40'},4.0
40,74,2,1,{600.5725042067: 'C40'},4.0
40,74,3,1,{616.5674188267001: 'C40'},4.0
40,74,4,1,{632.5623334467001: 'C40'},4.0
40,75,0,0,{555.5874259949001: 'C40'},3.0
40,75,1,0,{571.5823406149001: 'C40'},3.0
40,75,2,0,{587.5772552349: 'C40'},3.0
40,75,3,0,{603.5721698549: 'C40'},3.0
40,75,4,0,{619.5670844749001: 'C40'},3.0
40,76,0,1,{570.5983250311001: 'C40'},3.0
40,76,1,1,{586.5932396511001: 'C40'},3.0
40,76,2,1,{602.5881542711: 'C40'},3.0
40,76,3,1,{618.5830688911001: 'C40'},3.0
40,76,4,1,{634.5779835111001: 'C40'},3.0
40,77,0,0,{557.6030760593001: 'C40'},2.0
40,77,1,0,{573.5979906793001: 'C40'},2.0
40,77,2,0,{589.5929052993: 'C40'},2.0
40,77,3,0,{605.5878199193: 'C40'},2.0
40,77,4,0,{621.5827345393001: 'C40'},2.0
40,78,0,1,{572.6139750955001: 'C40'},2.0
40,78,1,1,{588.6088897155001: 'C40'},2.0
40,78,2,1,{604.6038043355001: 'C40'},2.0
40,78,3,1,{620.5987189555001: 'C40'},2.0
40,78,4,1,{636.5936335755001: 'C40'},2.0
40,79,0,0,{559.6187261237001: 'C40'},1.0
40,79,1,0,{575.6136407437001: 'C40'},1.0
40,79,2,0,{591.6085553637: 'C40'},1.0
40,79,3,0,{607.6034699837: 'C40'},1.0
40,79,4,0,{623.5983846037001: 'C40'},1.0
40,80,0,1,{574.6296251599001: 'C40'},1.0
40,80,1,1,{590.6245397799001: 'C40'},1.0
40,80,2,1,{606.6194543999001: 'C40'},1.0
40,80,3,1,{622.6143690199001: 'C40'},1.0
40,80,4,1,{638.6092836399001: 'C40'},1.0
40,81,0,0,{561.6343761881001: 'C40'},0.0
40,81,1,0,{577.6292908081001: 'C40'},0.0
40,81,2,0,{593.6242054281: 'C40'},0.0
40,81,3,0,{609.6191200481001: 'C40'},0.0
40,81,4,0,{625.6140346681001: 'C40'},0.0
40,82,0,1,{576.6452752243001: 'C40'},0.0
40,82,1,1,{592.6401898443002: 'C40'},0.0
40,82,2,1,{608.6351044643001: 'C40'},0.0
40,82,3,1,{624.6300190843001: 'C40'},0.0
