,m/z,I,S/N,em,error,C,H,Class
150,254.09762,9187153,69.5,254.09752297030002,9.702969998670596e-05,19,12,N1
152,255.06622000000002,4664545,34.1,255.0662824141,6.241409997187475e-05,15,11,O4
154,255.23282000000003,8146701312,63782.7,255.23295381810001,0.0001338180999823635,16,31,O2
155,256.11316,23985292,185.3,256.11317303469997,1.3034699975378317e-05,19,14,N1
165,258.09252000000004,7518116,56.0,258.0924375903,8.240970004180781e-05,18,12,O1N1
167,258.12888,228954032,1776.2,258.1288230991,5.690090000598502e-05,19,16,N1
168,259.07656000000003,3293477,23.1,259.0764531741,0.0001068259000476246,18,11,O2
169,259.11293,9038131,67.8,259.11283868289996,9.131710004339766e-05,19,15,O1
172,259.13405,5365052,39.2,259.1339680517,8.194830002139497e-05,16,19,O3
174,260.07183,10408614,78.4,260.0717021459,0.00012785409995785812,17,10,O2N1
176,261.11336,3634739,25.6,261.1132326073,0.0001273926999942887,15,17,O4
177,261.12862,12049465,90.4,261.12848874729997,0.0001312527000436603,19,17,O1
179,261.14966,5973057,43.6,261.1496181161,4.188389999626452e-05,16,21,O3
180,262.08746,4682658,33.6,262.0873522103,0.00010778969999591936,17,12,O2N1
181,262.1602,4030909,28.6,262.1601232279,7.677209998746548e-05,19,20,N1
184,264.17589,7158946,52.7,264.1757732923,0.00011670769998772812,19,22,N1
192,266.09744,402398048,3073.5,266.0975229703,8.297030001358507e-05,20,12,N1
195,267.10277,6616755,48.1,267.10266792289997,0.00010207710005261106,17,15,O3
196,267.23295,15159520,113.4,267.2329538181,3.818099969521427e-06,17,31,O2
201,268.11325,25542160,192.8,268.11317303469997,7.69653000247672e-05,20,14,N1
204,269.08192,4137307,28.9,269.0819324785,1.2478499968437973e-05,16,13,O4
205,269.09724,6954336,50.3,269.0971886185,5.13814999862916e-05,20,13,O1
207,269.11843999999996,9261927,67.8,269.1183179873,0.000122012699989682,17,17,O3
208,269.21225,17687432,131.7,269.2122183737,3.162629997177646e-05,16,29,O3
210,269.24863,108380048,819.1,269.2486038825,2.6117499999145366e-05,17,33,O2
213,270.09243,5482416,39.1,270.0924375903,7.590300015181128e-06,19,12,O1N1
214,270.12887,32702652,245.5,270.1288230991,4.6900900031232595e-05,20,16,N1
217,271.11293,4102915,28.7,271.11283868289996,9.131710004339766e-05,20,15,O1
219,271.22796,14951977,110.9,271.2278684381,9.156189997838737e-05,16,31,O3
221,272.1081,15890250,118.0,272.10808765469994,1.2345300035576656e-05,19,14,O1N1
223,272.14457000000004,110117720,832.3,272.1444731635,9.683650006309108e-05,20,18,N1
224,273.09211,8388233,60.6,273.0921032385,6.761500003449328e-06,19,13,O2
225,273.12856,7109268,51.0,273.12848874729997,7.125270002461548e-05,20,17,O1
228,273.1496,3954971,27.3,273.1496181161,1.8116099965936883e-05,17,21,O3
229,274.08741000000003,10188743,74.2,274.08735221029997,5.778970006531381e-05,18,12,O2N1
231,275.10777,5638922,40.0,275.1077533029,1.6697100022611266e-05,19,15,O2
232,275.1289,3686416,25.3,275.1288826717,1.7328299975361006e-05,16,19,O4
233,275.14423999999997,8556821,61.9,275.1441388117,0.00010118829999328227,20,19,O1
235,275.16537,5107996,36.0,275.1652681805,0.00010181950000287543,17,23,O3
237,275.20167000000004,22531878,166.9,275.2016536893,1.631070006169466e-05,18,27,O2
238,276.10312000000005,10724416,78.2,276.1030022747,0.00011772530007192472,18,14,O2N1
239,276.17582999999996,3716439,25.5,276.1757732923,5.67076999686833e-05,20,22,N1
241,277.087,5831791,41.4,277.0870178585,1.785850002988809e-05,18,13,O3
243,277.21723,51935640,384.5,277.2173037537,7.375370000772818e-05,18,29,O2
244,278.1915,4662208,32.3,278.1914233567,7.664330001944109e-05,20,24,N1
247,278.24892,4800721,33.4,278.24893823429994,1.823429994374237e-05,18,32,O1N1
252,279.23292999999995,1258482688,9373.6,279.2329538181,2.381810003271312e-05,18,31,O2
256,280.11321,659549440,4911.4,280.11317303469997,3.6965300012070657e-05,21,14,N1
259,280.26424,6229291,44.0,280.26458829869995,0.00034829869997565766,18,34,O1N1
260,281.0816,4535835,31.4,281.0819324785,0.0003324785000131669,17,13,O4
265,281.09732,4240416,29.2,281.09718861849996,0.0001313815000685281,21,13,O1
268,281.11802,14368293,104.6,281.1183179873,0.00029798729997310147,18,17,O3
272,281.24835,8177118720,60919.0,281.2486038825,0.0002538824999760436,18,33,O2
277,282.09217,5443905,37.8,282.0924375903,0.00026759029998402184,20,12,O1N1
279,282.11334,4655431,32.0,282.11356695909996,0.00022695909996173214,17,16,O3N1
282,282.12861000000004,81973064,602.9,282.1288230991,0.00021309909993760812,21,16,N1
283,282.14968,3791697,25.6,282.1499524679,0.0002724679000039032,18,20,O2N1
289,283.0974,8677474,61.7,283.0975825429,0.0001825429000064105,17,15,O4
290,283.11265,19763302,143.5,283.11283868289996,0.00018868289998863474,21,15,O1
293,283.13381,15566956,112.6,283.1339680517,0.0001580516999979409,18,19,O3
299,283.26409,28257349632,208643.7,283.2642539469,0.000163946899988332,18,35,O2
303,284.10798,28074370,204.9,284.10808765469994,0.00010765469994566956,20,14,O1N1
307,284.14437999999996,95383944,701.9,284.1444731635,9.316350002563922e-05,21,18,N1
313,285.09204,5091990,35.2,285.0921032385,6.323849999034792e-05,20,13,O2
315,285.1132,4306588,29.4,285.1132326073,3.260729999965406e-05,17,17,O4
317,285.12843,18086560,131.2,285.12848874729997,5.874729998822659e-05,21,17,O1
320,285.14956,4324518,29.5,285.1496181161,5.811609997863343e-05,18,21,O3
322,285.20707000000004,10084022,72.1,285.2071329937,6.299369994167137e-05,16,29,O4
329,286.08737,3390379,22.6,286.08735221029997,1.7789700052617263e-05,19,12,O2N1
331,286.12372,47961012,351.7,286.12373771909995,1.771909995795795e-05,20,16,O1N1
334,286.16014,142062528,1046.6,286.1601232279,1.677210002526408e-05,21,20,N1
336,286.27431,13066207,93.2,286.2751529831,0.0008429830999716614,17,36,O2N1
337,287.07142999999996,7609531,53.3,287.0713677941,6.220589995109549e-05,19,11,O3
340,287.10776,31204548,225.9,287.1077533029,6.6970999910154205e-06,20,15,O2
342,287.12892999999997,6548683,45.5,287.1288826717,4.7328299956461706e-05,17,19,O4
344,287.14419,18535630,133.2,287.1441388117,5.11883000058333e-05,21,19,O1
347,287.16528999999997,8150229,57.3,287.1652681805,2.1819499977482337e-05,18,23,O3
348,287.22285,6061796,42.0,287.2227830581,6.694190000189337e-05,16,31,O4
350,288.10303,16530900,118.6,288.1030022747,2.7725300014935783e-05,19,14,O2N1
352,288.1242,5123034,35.1,288.1241316435,6.835649998038207e-05,16,18,O4N1
354,288.13948999999997,3298782,21.8,288.13938778349996,0.00010221650001085436,20,18,O1N1
357,288.1758,5032424,34.4,288.1757732923,2.67076999875826e-05,21,22,N1
359,289.08714,12590814,89.7,289.0870178585,0.0001221414999577064,19,13,O3
362,289.12347,10908392,77.4,289.1234033673,6.663269999762633e-05,20,17,O2
363,289.14465,5509358,37.9,289.1445327361,0.00011726389999466846,17,21,O4
364,289.15988,10470130,74.2,289.1597888761,9.112390000609594e-05,21,21,O1
366,289.18097,6449912,44.8,289.1809182449,5.175510000299255e-05,18,25,O3
370,290.09766,94984176,692.6,290.09752297029996,0.00013702970005624593,22,12,N1
372,290.11872999999997,17453042,125.3,290.1186523391,7.766089998995085e-05,19,16,O2N1
373,290.17632000000003,5735938,39.6,290.1761672167,0.000152783300052306,17,24,O3N1
374,290.19147999999996,4542471,30.9,290.1914233567,5.664329995624939e-05,21,24,N1
376,291.10273,12402936,87.5,291.10266792289997,6.207710003991451e-05,19,15,O3
380,291.1967,6675217,46.0,291.1965683093,0.00013169070001595173,18,27,O3
383,292.09809,4215806,28.2,292.09791689469995,0.0001731053000639804,18,14,O3N1
385,292.11324,37362180,268.4,292.11317303469997,6.696530005001478e-05,22,14,N1
386,292.13431,3996936,26.6,292.1343024035,7.5965000405631145e-06,19,18,O2N1
387,292.20702,3418523,22.4,292.2070734211,5.342110000583489e-05,21,26,N1
389,293.08202,5386495,36.7,293.0819324785,8.752150000645997e-05,18,13,O4
391,293.09725,3782915,25.1,293.09718861849996,6.138150001788745e-05,22,13,O1
393,293.11831,9933064,69.6,293.1183179873,7.987299966316641e-06,19,17,O3
394,293.13367,4762381,32.2,293.1335741273,9.587270000110948e-05,23,17,
395,293.17578,44960536,323.5,293.1758328649,5.286489999889454e-05,17,25,O4
398,293.21234,35330848,253.7,293.2122183737,0.00012162629997192198,18,29,O3
399,294.07723,3711745,24.5,294.0771814503,4.854970001133552e-05,17,12,O4N1
402,294.11364,6563850,45.2,294.11356695909996,7.304090001980512e-05,18,16,O3N1
404,294.12886000000003,998439936,7234.3,294.1288230991,3.690090005648017e-05,22,16,N1
408,295.09758,7978247,55.5,295.0975825429,2.542900006119453e-06,18,15,O4
410,295.11291,9072907,63.4,295.11283868289996,7.131710003704939e-05,22,15,O1
413,295.134,10623760,74.6,295.1339680517,3.1948300033946e-05,19,19,O3
414,295.22787,213810480,1547.3,295.2278684381,1.5618999782418541e-06,18,31,O3
415,295.26432,16295218,115.7,295.2642539469,6.6053099999408e-05,19,35,O2
416,296.07178,9501184,65.9,296.07170214589996,7.785410002725257e-05,20,10,O2N1
418,296.10807,6518793,44.4,296.10808765469994,1.7654699945524044e-05,21,14,O1N1
420,296.12933,3772430,24.7,296.12921702349996,0.00011297650002006776,18,18,O3N1
422,296.14455,62766612,448.2,296.1444731635,7.683649999989939e-05,22,18,N1
423,296.16559,3963928,26.1,296.1656025323,1.2532299990652973e-05,19,22,O2N1
427,297.11317,6676744,45.6,297.1132326073,6.260729998075476e-05,18,17,O4
428,297.1285,21681932,153.3,297.12848874729997,1.125270000557066e-05,22,17,O1
430,297.14971,6480145,44.2,297.1496181161,9.188390004055691e-05,19,21,O3
431,297.2071,6084383,41.3,297.2071329937,3.2993699960570666e-05,17,29,O4
434,297.24351,1324416768,9505.0,297.24351850249997,8.502499952101061e-06,18,33,O3
435,297.27986,44842800,319.6,297.2799040113,4.4011300019519695e-05,19,37,O2
436,298.08738,6295037,42.8,298.08735221029997,2.778970002736969e-05,20,12,O2N1
437,298.12375,23336966,165.2,298.12373771909995,1.2280900023142749e-05,21,16,O1N1
441,298.1448,3226379,20.8,298.14486708789997,6.708789999265719e-05,18,20,O3N1
442,298.16015,61771792,441.1,298.1601232279,2.6772100000016508e-05,22,20,N1
446,299.10775,4319996,28.7,299.1077533029,3.3028999837370066e-06,21,15,O2
448,299.12897000000004,3709441,24.3,299.1288826717,8.732830002600167e-05,18,19,O4
449,299.14426000000003,14267653,100.1,299.1441388117,0.00012118830005647396,22,19,O1
453,299.20173,6548755,44.7,299.2016536893,7.631070002389606e-05,20,27,O2
454,299.22289,12068120,84.3,299.2227830581,0.00010694190001458992,17,31,O4
457,299.25911,60875040,434.6,299.2591685669,5.856689995198394e-05,18,35,O3
459,300.10314,5139443,34.5,300.1030022747,0.00013772530002142958,20,14,O2N1
460,300.13937000000004,30659068,217.7,300.13938778349996,1.778349991354844e-05,21,18,O1N1
463,300.16056000000003,3250433,21.0,300.1605171523,4.284770005824612e-05,18,22,O3N1
464,300.17586,53199364,379.5,300.1757732923,8.670770000662742e-05,22,22,N1
466,300.19707,4200971,27.8,300.19690266109995,0.00016733890004161367,19,26,O2N1
470,301.08717,8463078,57.8,301.0870178585,0.00015214149999565052,20,13,O3
472,301.12337,32654064,229.8,301.1234033673,3.3367299977271614e-05,21,17,O2
474,301.14461,4522741,29.8,301.1445327361,7.726389998197192e-05,18,21,O4
475,301.15989,11450104,79.1,301.1597888761,0.00010112390003769178,22,21,O1
477,301.18099,3846397,25.0,301.1809182449,7.175510000934082e-05,19,25,O3
479,301.21727999999996,15475462,107.7,301.2173037537,2.375370002027921e-05,20,29,O2
480,301.23856,11483915,79.3,301.2384331225,0.00012687750000850428,17,33,O4
483,302.11863999999997,15179748,105.6,302.1186523391,1.233910001019467e-05,20,16,O2N1
485,302.13989,4889577,32.4,302.1397817079,0.00010829209998064471,17,20,O4N1
487,302.19141,3868150,25.2,302.1914233567,1.3356699980704434e-05,22,24,N1
489,302.23384,4343296,28.5,302.2336820943,0.00015790570000717707,16,32,O4N1
492,303.10262,14681301,102.0,303.10266792289997,4.792289996657928e-05,20,15,O3
493,303.11792,3402200,21.8,303.1179240629,4.06289996135456e-06,24,15,
497,303.13917000000004,11252957,77.6,303.1390534317,0.00011656830002948482,21,19,O2
498,303.1603,3239139,20.7,303.1601828005,0.00011719949998223456,18,23,O4
499,303.17548999999997,5425895,36.2,303.1754389405,5.1059499980965484e-05,22,23,O1
503,304.09791,3623879,23.4,304.09791689469995,6.894699936310644e-06,19,14,O3N1
505,304.11314,202786256,1439.1,304.11317303469997,3.303469998172659e-05,23,14,N1
506,304.13434,19760592,138.1,304.1343024035,3.7596500021663815e-05,20,18,O2N1
507,304.19182,4562142,30.1,304.1918172811,2.718900020681758e-06,18,26,O3N1
508,304.2071,3304418,21.1,304.2070734211,2.6578900019558205e-05,22,26,N1
510,305.08206,7538358,51.2,305.0819324785,0.00012752150001915652,19,13,O4
513,305.11837,11830975,81.8,305.1183179873,5.201270005272818e-05,20,17,O3
517,305.17598,3203021,20.4,305.1758328649,0.00014713510000774477,18,25,O4
522,306.09249,5459370,36.1,306.09243759029994,5.240970006070711e-05,22,12,O1N1
524,306.1137,9905071,67.4,306.11356695909996,0.00013304090003884994,19,16,O3N1
527,306.12894,116508592,817.5,306.1288230991,0.00011690090002502984,23,16,N1
528,306.14999,3915448,25.2,306.1499524679,3.753210000922991e-05,20,20,O2N1
529,307.09765,6355612,42.4,307.0975825429,6.74570999876778e-05,19,15,O4
531,307.11284,11454624,78.3,307.11283868289996,1.3171000432521396e-06,23,15,O1
533,307.13403999999997,10997925,75.1,307.1339680517,7.194829998979912e-05,20,19,O3
534,307.14931,3780777,24.3,307.1492241917,8.580830001392314e-05,24,19,
535,307.19149,14705843,101.2,307.1914829293,7.070700007716368e-06,18,27,O4
536,307.22795,4246204,27.6,307.22786843809996,8.156190006047837e-05,19,31,O3
537,307.26433,11847876,81.0,307.2642539469,7.605309997416043e-05,20,35,O2
540,308.09294,3344523,21.2,308.0928315147,0.00010848530001794643,18,14,O4N1
542,308.10821,13947279,95.8,308.10808765469994,0.00012234530004207045,22,14,O1N1
545,308.12935,10901908,74.4,308.12921702349996,0.00013297650002641603,19,18,O3N1
547,308.14444,583338368,4102.4,308.1444731635,3.3163500006594404e-05,23,18,N1
548,308.16561,3631005,23.2,308.1656025323,7.4677000156953e-06,20,22,O2N1
549,309.09223,7049851,47.3,309.0921032385,0.00012676149998469555,22,13,O2
551,309.11326,8900224,60.3,309.1132326073,2.739270001939076e-05,19,17,O4
553,309.12849,15319683,105.5,309.12848874729997,1.2527000308182323e-06,23,17,O1
556,309.14967,8842889,59.9,309.1496181161,5.1883900027860363e-05,20,21,O3
559,309.20715,45800088,319.9,309.2071329937,1.7006300026878307e-05,18,29,O4
561,309.27997999999997,219384480,1541.4,309.2799040113,7.598869996172652e-05,20,37,O2
562,310.08741000000003,17470312,120.6,310.08735221029997,5.778970006531381e-05,21,12,O2N1
563,310.10843,3777390,24.3,310.1084815791,5.1579099988430244e-05,18,16,O4N1
565,310.12376,7383922,49.6,310.12373771909995,2.2280900054738595e-05,22,16,O1N1
567,310.14499,4135287,26.8,310.14486708789997,0.0001229121000392297,19,20,O3N1
569,310.16026,53291900,372.7,310.1601232279,0.0001367721000065103,23,20,N1
570,310.18127999999996,3931263,25.3,310.1812525967,2.7403299952766247e-05,20,24,O2N1
576,311.10776,6705757,44.9,311.1077533029,6.6970999910154205e-06,22,15,O2
578,311.12897000000004,5160034,34.0,311.1288826717,8.732830002600167e-05,19,19,O4
579,311.14429,17103974,118.0,311.1441388117,0.00015118830003757466,23,19,O1
582,311.16535,4604523,30.1,311.1652681805,8.181949999652716e-05,20,23,O3
584,311.22291,235900032,1657.6,311.2227830581,0.0001269419000209382,18,31,O4
587,311.29555,457510016,3217.0,311.2955540757,4.075700019257056e-06,20,39,O2
589,312.103,11987274,81.2,312.1030022747,2.274699966164917e-06,21,14,O2N1
590,312.13954,19119442,130.8,312.13938778349996,0.00015221650005514675,22,18,O1N1
593,312.17577,41971036,290.0,312.1757732923,3.2922999935180997e-06,23,22,N1
597,313.08702999999997,3861045,24.6,313.08701785849996,1.2141500008056028e-05,21,13,O3
598,313.1235,6283837,41.5,313.1234033673,9.663269997872703e-05,22,17,O2
600,313.14465,3422530,21.5,313.1445327361,0.00011726389999466846,19,21,O4
601,313.15994,11825734,80.0,313.1597888761,0.00015112390002514076,23,21,O1
606,313.23839,3738504704,26032.3,313.2384331225,4.3122500017034326e-05,18,33,O4
607,314.08242,4509474,29.1,314.0822668303,0.0001531697000132226,20,12,O3N1
610,314.11869,8353579,55.9,314.1186523391,3.766090003409772e-05,21,16,O2N1
611,314.15518,22038324,151.2,314.15503784789996,0.000142152100011117,22,20,O1N1
614,314.19151,28290876,194.7,314.1914233567,8.664329999419351e-05,23,24,N1
619,315.10282,12036117,81.5,315.10266792289997,0.00015207710004006003,21,15,O3
621,315.13909,29237278,201.3,315.1390534317,3.6568300004091725e-05,22,19,O2
623,315.17555,8253478,55.2,315.1754389405,0.0001110595000000103,23,23,O1
626,315.19672,3969067,25.3,315.19656830929995,0.00015169070007914343,20,27,O3
631,315.25405,418910272,2914.9,315.2540831869,3.318689999787239e-05,18,35,O4
634,316.0979,3685122,23.4,316.09791689469995,1.689469996790649e-05,20,14,O3N1
637,316.1132,433721600,3018.1,316.11317303469997,2.696530003731823e-05,24,14,N1
639,316.13447,12285195,83.2,316.1343024035,0.00016759650003450588,21,18,O2N1
641,316.15557,5302032,34.6,316.1554317723,0.00013822770000615492,18,22,O4N1
646,317.08205,4525549,28.9,317.0819324785,0.00011752149998756067,20,13,O4
651,317.11839,14735862,99.2,317.1183179873,7.201270000223303e-05,21,17,O3
652,317.13361000000003,4208634,26.7,317.1335741273,3.587270003890808e-05,25,17,
655,317.15472,8882686,58.9,317.1547034961,1.6503899985309545e-05,22,21,O2
660,318.09244,8003295,52.9,318.09243759029994,2.4097000732581364e-06,23,12,O1N1
664,318.12892999999997,222106336,1528.1,318.1288230991,0.000106900899993434,24,16,N1
665,318.15013,13804268,92.8,318.1499524679,0.0001775320999968244,21,20,O2N1
669,319.09771,7653327,50.4,319.0975825429,0.0001274571000067226,20,15,O4
671,319.11298999999997,8260563,54.6,319.11283868289996,0.00015131710000559906,24,15,O1
675,319.13403,9886680,65.8,319.1339680517,6.19483000150467e-05,21,19,O3
678,319.22803999999996,3445486,21.4,319.22786843809996,0.00017156190000378047,20,31,O3
685,320.10825,14554306,98.0,320.10808765469994,0.000162345300054767,23,14,O1N1
687,320.12927,10169543,67.8,320.12921702349996,5.297650005786636e-05,20,18,O3N1
689,320.14446,135173328,929.1,320.1444731635,1.3163500000246131e-05,24,18,N1
690,320.1657,3445968,21.4,320.1656025323,9.746770001584082e-05,21,22,O2N1
695,321.11334,5224884,33.7,321.1132326073,0.00010739269998794043,20,17,O4
697,321.12849,16172471,109.1,321.12848874729997,1.2527000308182323e-06,24,17,O1
700,321.1497,7370172,48.5,321.1496181161,8.188390000896106e-05,21,21,O3
706,321.24354,3239379,20.0,321.24351850249997,2.149750002899964e-05,20,33,O3
712,322.10854,3512996,21.9,322.1084815791,5.842090001806355e-05,19,16,O4N1
714,322.12375,20111016,136.3,322.12373771909995,1.2280900023142749e-05,23,16,O1N1
717,322.14493999999996,8094381,53.5,322.14486708789997,7.291209999493731e-05,20,20,O3N1
719,322.16022999999996,228071088,1569.2,322.1601232279,0.00010677209996856618,24,20,N1
721,323.10785,10962838,72.8,323.1077533029,9.669709999116094e-05,23,15,O2
723,323.1289,7272347,47.5,323.1288826717,1.7328299975361006e-05,20,19,O4
725,323.14416,14659486,98.1,323.1441388117,2.1188300024732598e-05,24,19,O1
728,323.16535,5390756,34.6,323.1652681805,8.181949999652716e-05,21,23,O3
731,323.22283,8958897,59.0,323.2227830581,4.69418999955451e-05,19,31,O4
732,323.25924,7143354,46.6,323.2591685669,7.14331000040147e-05,20,35,O3
733,323.29576000000003,4234691,26.7,323.2955540757,0.0002059243000189781,21,39,O2
734,324.10318,12847239,85.7,324.1030022747,0.00017772530003412612,22,14,O2N1
735,324.12426,5397645,34.7,324.1241316435,0.0001283564999994269,19,18,O4N1
737,324.13937000000004,6286480,40.7,324.13938778349996,1.778349991354844e-05,23,18,O1N1
739,324.16047000000003,3244694,19.9,324.1605171523,4.71522999418994e-05,20,22,O3N1
741,324.17586,38598808,261.9,324.1757732923,8.670770000662742e-05,24,22,N1
742,324.19707,7443615,48.7,324.1969026611,0.00016733889998477025,21,26,O2N1
743,325.08704,3908472,24.5,325.08701785849996,2.2141500039651874e-05,22,13,O3
745,325.12357000000003,8813953,58.0,325.1234033673,0.0001666327000293677,23,17,O2
747,325.14465,4255110,26.8,325.1445327361,0.00011726389999466846,20,21,O4
748,325.15985,10159497,67.3,325.1597888761,6.112390002499524e-05,24,21,O1
750,325.18092,5276559,33.8,325.1809182449,1.7551000155435759e-06,21,25,O3
754,325.21745,3351448,20.7,325.2173037537,0.0001462463000052594,22,29,O2
755,325.23863,10092957,66.8,325.2384331225,0.00019687750000230153,19,33,O4
756,325.27485,20437414,137.6,325.2748186313,3.136870003572767e-05,20,37,O3
757,325.31132,17775022,119.4,325.3112041401,0.00011585990000639868,21,41,O2
760,326.11867,15594101,104.5,326.1186523391,1.766090002774945e-05,22,16,O2N1
761,326.15522000000004,13392510,89.4,326.15503784789996,0.00018215210008065696,23,20,O1N1
764,326.19152,25959046,175.4,326.1914233567,9.664330002578936e-05,24,24,N1
766,326.23373,5377681,34.5,326.2336820943,4.790570000068328e-05,18,32,O4N1
770,327.10282,7836519,51.4,327.10266792289997,0.00015207710004006003,22,15,O3
774,327.13912999999997,6390640,41.5,327.1390534317,7.656829995994485e-05,23,19,O2
775,327.17547,7632761,50.0,327.1754389405,3.105950003146063e-05,24,23,O1
779,327.25411,22143884,149.3,327.2540831869,2.681310002117243e-05,19,35,O4
780,327.29056,4503446,28.5,327.2904686957,9.130430004233858e-05,20,39,O3
783,328.09795,4861534,31.0,328.09791689469995,3.31053000763859e-05,21,14,O3N1
784,328.11319,7401570,48.4,328.11317303469997,1.6965300005722384e-05,25,14,N1
786,328.13442000000003,8297575,54.5,328.1343024035,0.0001175965000470569,22,18,O2N1
787,328.17084,13106288,87.4,328.17068791229997,0.00015208770003027894,23,22,O1N1
789,328.2071,15537273,104.1,328.2070734211,2.6578900019558205e-05,24,26,N1
791,328.24945,5718660,36.9,328.2493321587,0.00011784130003889004,18,34,O4N1
793,329.08196,4393299,27.7,329.0819324785,2.7521499987415154e-05,21,13,O4
795,329.11848,14951772,99.7,329.1183179873,0.00016201270000237855,22,17,O3
796,329.1337,4807008,30.5,329.1335741273,0.00012587269998221018,26,17,
797,329.15476,21189990,142.3,329.1547034961,5.650389999800609e-05,23,21,O2
799,329.19118,5893486,37.9,329.1910890049,9.099509998122812e-05,24,25,O1
801,329.26975,22656386,152.3,329.2697332513,1.6748699977142678e-05,19,37,O4
807,330.11362,5661270,36.3,330.11356695909996,5.304090007030027e-05,21,16,O3N1
808,330.12875,639245888,4358.6,330.1288230991,7.309909995001362e-05,25,16,N1
