,m/z,I,S/N,em,error,C,H,Class
146,253.21729,172343616,1390.4,253.2173037537,1.3753700017105075e-05,16,29,O2
147,254.11867,1930314,13.0,254.1186523391,1.766089999932774e-05,16,16,O2N1
150,255.13913,1922941,13.0,255.1390534317,7.656829998836656e-05,17,19,O2
151,255.1602,2633220,18.7,255.16018280050002,1.71994999789149e-05,14,23,O4
152,255.19659,2475538,17.4,255.1965683093,2.1690699981036232e-05,15,27,O3
154,255.2329,940098560,7563.9,255.23295381810001,5.381810001381382e-05,16,31,O2
155,256.11309,2967768,21.4,256.11317303469997,8.303469996917556e-05,19,14,N1
158,257.15477999999996,1953860,13.1,257.1547034961,7.650389994751094e-05,17,21,O2
160,257.17578,1718859,11.3,257.1758328649,5.286489999889454e-05,14,25,O4
165,258.12883,34320400,272.4,258.1288230991,6.900900018536049e-06,19,16,N1
166,258.15002999999996,1970201,13.3,258.1499524679,7.753209996508303e-05,16,20,O2N1
171,259.13403999999997,1658722,10.8,259.1339680517,7.194829998979912e-05,16,19,O3
172,259.17037999999997,4001646,29.5,259.1703535605,2.6439499947628065e-05,17,23,O2
173,259.19147999999996,2309877,16.0,259.1914829293,2.9293000238794775e-06,14,27,O4
174,259.20671,1990010,13.4,259.2067390693,2.9069300012452004e-05,18,27,O1
176,260.14447,1890477,12.6,260.1444731635,3.163499968650285e-06,19,18,N1
180,261.18608,3922426,28.8,261.18600362489997,7.637510003632997e-05,17,25,O2
181,261.22235,3977733,29.2,261.2223891337,3.913369999963834e-05,18,29,O1
183,262.12368,2878751,20.4,262.1237377191,5.7719100027497916e-05,18,16,O1N1
185,262.1601,11635498,90.3,262.1601232279,2.3227899987432465e-05,19,20,N1
187,263.14416,1762263,11.5,263.1441388117,2.1188300024732598e-05,19,19,O1
189,263.16531000000003,1698013,11.0,263.1652681805,4.181950004067403e-05,16,23,O3
192,263.20155,4018024,29.5,263.2016536893,0.00010368929997639498,17,27,O2
193,264.10297,2425973,16.8,264.1030022747,3.227469994726562e-05,17,14,O2N1
195,264.13917999999995,1814944,12.0,264.1393877835,0.00020778350005912216,18,18,O1N1
196,264.17576,12008331,93.2,264.1757732923,1.3292299968270527e-05,19,22,N1
198,265.15966000000003,1775306,11.6,265.1597888761,0.00012887609995004823,19,21,O1
201,265.18088,2338096,16.0,265.1809182449,3.824489999715297e-05,16,25,O3
202,265.2173,7366331,55.9,265.2173037537,3.7536999570875196e-06,17,29,O2
204,266.09735,3566774,25.8,266.0975229703,0.0001729703000137306,20,12,N1
205,266.11856,2538044,17.6,266.1186523391,9.233909997874434e-05,17,16,O2N1
209,267.10269,1835599,12.1,267.10266792289997,2.2077100027217966e-05,17,15,O3
210,267.16016,2082655,14.0,267.1601828005,2.2800500005359936e-05,15,23,O4
211,267.19655,7683305,58.5,267.1965683093,1.8309300003238604e-05,16,27,O3
212,267.23284,49097460,387.1,267.2329538181,0.00011381809997601522,17,31,O2
214,268.11319,2445027,16.9,268.11317303469997,1.6965300005722384e-05,20,14,N1
215,268.13436,2006121,13.4,268.1343024035,5.759650002801209e-05,17,18,O2N1
216,268.17062000000004,1773298,11.6,268.1706879123,6.791229998270865e-05,18,22,O1N1
218,269.11832999999996,1713135,11.0,269.1183179873,1.2012699983188213e-05,17,17,O3
220,269.15471,1711033,11.0,269.1547034961,6.503900010557118e-06,18,21,O2
221,269.21218,23799048,185.4,269.2122183737,3.8373700022020785e-05,16,29,O3
222,269.24856,135443728,1066.9,269.2486038825,4.388249999465188e-05,17,33,O2
224,270.1288,6383096,47.9,270.1288230991,2.309909996256465e-05,20,16,N1
225,270.14988999999997,1752061,11.3,270.1499524679,6.246790002251146e-05,17,20,O2N1
231,271.1703,2874881,20.2,271.1703535605,5.356050002092161e-05,18,23,O2
232,271.19145,1755271,11.4,271.1914829293,3.292930000498018e-05,15,27,O4
233,271.22787999999997,3915536,28.4,271.2278684381,1.1561899952994281e-05,16,31,O3
236,272.10795,2614508,18.1,272.10808765469994,0.00013765469992677026,19,14,O1N1
238,272.14449,30607348,239.2,272.1444731635,1.6836500037697988e-05,20,18,N1
239,272.16539,2312314,15.8,272.1656025323,0.00021253229999729228,17,22,O2N1
245,273.14957999999996,2214507,14.9,273.1496181161,3.8116100029128575e-05,17,21,O3
246,273.186,4455668,32.5,273.18600362489997,3.624899989063124e-06,18,25,O2
247,273.22235,2795004,19.5,273.22238913369995,3.913369994279492e-05,19,29,O1
248,274.08742,1986763,13.1,274.08735221029997,6.778970004006624e-05,18,12,O2N1
250,274.12363999999997,2426196,16.6,274.12373771909995,9.771909998335104e-05,19,16,O1N1
251,274.16021,2974429,20.9,274.1601232279,8.677210001906133e-05,20,20,N1
252,275.12882,1661120,10.5,275.1288826717,6.267169999318867e-05,16,19,O4
255,275.16517999999996,2281160,15.4,275.1652681805,8.818050002901145e-05,17,23,O3
256,275.20165,10542800,80.3,275.2016536893,3.689300001497031e-06,18,27,O2
257,275.23804,5111001,37.7,275.23803919809995,8.019000574677193e-07,19,31,O1
258,276.10301,2258847,15.2,276.1030022747,7.72530000858751e-06,18,14,O2N1
260,276.13937999999996,3734440,26.8,276.13938778349996,7.783499995639431e-06,19,18,O1N1
261,276.17576,12725168,97.5,276.1757732923,1.3292299968270527e-05,20,22,N1
264,277.14446,4277386,31.1,277.1445327361,7.273610003721842e-05,16,21,O4
268,277.18096,1999762,13.2,277.1809182449,4.175510002824012e-05,17,25,O3
271,277.21723,11951258,90.9,277.2173037537,7.375370000772818e-05,18,29,O2
272,278.08227999999997,1850201,12.0,278.0822668303,1.3169699968784698e-05,17,12,O3N1
273,278.11859,3139680,22.0,278.1186523391,6.233909999764364e-05,18,16,O2N1
274,278.15502999999995,2628968,18.1,278.15503784789996,7.847900008073339e-06,19,20,O1N1
275,278.19145,11778416,89.6,278.1914233567,2.6643299975148693e-05,20,24,N1
277,279.23295,129556048,1009.9,279.2329538181,3.818099969521427e-06,18,31,O2
279,280.11312999999996,11154187,84.7,280.11317303469997,4.3034700013322436e-05,21,14,N1
280,280.13424,2375312,16.1,280.1343024035,6.240350001007755e-05,18,18,O2N1
282,280.2645,4417579,32.0,280.26458829869995,8.829869994997352e-05,18,34,O1N1
285,281.15477000000004,1929060,12.6,281.1547034961,6.650390002960194e-05,19,21,O2
289,281.24841000000004,4139835392,32348.1,281.2486038825,0.0001938824999569988,18,33,O2
291,282.12862,3708843,26.3,282.1288230991,0.0002030990999628557,21,16,N1
292,282.14994,3468719,24.5,282.1499524679,1.2467899978219066e-05,18,20,O2N1
293,282.18621,1939127,12.6,282.1863379767,0.00012797669995734395,19,24,O1N1
296,283.17039,2819708,19.4,283.1703535605,3.643949997922391e-05,19,23,O2
298,283.19144,3962240,28.3,283.1914829293,4.2929299979732605e-05,16,27,O4
299,283.20659,1676163,10.5,283.20673906929994,0.0001490692999368548,20,27,O1
300,283.22783,7821703,58.3,283.2278684381,3.843810003445469e-05,17,31,O3
303,283.26415,1518395776,11799.2,283.2642539469,0.0001039469000261306,18,35,O2
305,284.10805,1851444,11.9,284.10808765469994,3.765469995187232e-05,20,14,O1N1
307,284.14445,15301179,116.4,284.1444731635,2.3163499974998558e-05,21,18,N1
308,284.16539,2046016,13.4,284.1656025323,0.00021253229999729228,18,22,O2N1
310,284.25858999999997,2016466,13.2,284.2595029187,0.0009129187000098682,17,34,O2N1
315,285.14949,2522494,17.1,285.1496181161,0.00012811609997243067,18,21,O3
319,285.18598,3255301,22.8,285.18600362489997,2.3624899995411397e-05,19,25,O2
320,285.20703,7120137,52.9,285.2071329937,0.00010299370001121133,16,29,O4
321,285.22235,2272268,15.2,285.22238913369995,3.913369994279492e-05,20,29,O1
322,285.24352000000005,2059792,13.5,285.24351850249997,1.4975000794947846e-06,17,33,O3
327,286.1237,4142008,29.7,286.12373771909995,3.7719099964306224e-05,20,16,O1N1
329,286.1601,28421054,218.4,286.1601232279,2.3227899987432465e-05,21,20,N1
330,286.18115,2583491,17.6,286.18125259669995,0.00010259669994638898,18,24,O2N1
337,287.16521,2678011,18.2,287.1652681805,5.8180499991067336e-05,18,23,O3
338,287.20165,5793922,42.3,287.2016536893,3.689300001497031e-06,19,27,O2
339,287.22279,13115526,98.9,287.2227830581,6.941899982848554e-06,16,31,O4
340,287.23792000000003,3511689,24.7,287.23803919809995,0.0001191980999237785,20,31,O1
341,288.1029,2898984,19.9,288.1030022747,0.00010227469999790628,19,14,O2N1
343,288.13952,2082095,13.6,288.13938778349996,0.00013221650004879848,20,18,O1N1
345,288.17562000000004,5037878,36.5,288.1757732923,0.00015329229995586502,21,22,N1
349,289.15984,3746153,26.5,289.1597888761,5.112389999339939e-05,21,21,O1
351,289.18085,3501037,24.6,289.1809182449,6.824489997825367e-05,18,25,O3
354,289.21734,5946355,43.5,289.2173037537,3.624629999876561e-05,19,29,O2
355,289.25361000000004,7614458,56.4,289.25368926249996,7.926249992351586e-05,20,33,O1
357,290.11855,3243669,22.6,290.1186523391,0.00010233909995349677,19,16,O2N1
359,290.13975,3901337,27.7,290.1397817079,3.1707900006949785e-05,16,20,O4N1
360,290.15502000000004,3114908,21.6,290.15503784789996,1.7847899925982347e-05,20,20,O1N1
362,290.19138,13496994,101.8,290.1914233567,4.335670001864855e-05,21,24,N1
366,291.17533,1862096,11.8,291.1754389405,0.00010894050001297728,21,23,O1
370,291.19662999999997,4620628,33.0,291.1965683093,6.169069996531107e-05,18,27,O3
373,291.23287,6047579,44.0,291.2329538181,8.381809999491452e-05,19,31,O2
375,292.09791,1872626,11.9,292.09791689469995,6.894699936310644e-06,18,14,O3N1
376,292.13421,4352504,31.0,292.1343024035,9.240349999117825e-05,19,18,O2N1
378,292.17071,2409471,16.0,292.17068791229997,2.2087700017436873e-05,20,22,O1N1
379,292.20702,13122565,98.4,292.2070734211,5.342110000583489e-05,21,26,N1
381,293.15463,2831529,19.3,293.1547034961,7.349610001483597e-05,20,21,O2
382,293.17572,54536364,416.7,293.1758328649,0.00011286489996109594,17,25,O4
384,293.19111000000004,2464175,16.5,293.1910890049,2.0995100044274295e-05,21,25,O1
387,293.21224,15275187,114.9,293.2122183737,2.1626299997024034e-05,18,29,O3
388,293.2485,8548537,63.2,293.2486038825,0.0001038825000136967,19,33,O2
390,294.12881,21420368,162.2,294.1288230991,1.3099099987812224e-05,22,16,N1
391,294.1499,3205460,22.2,294.1499524679,5.246789999091561e-05,19,20,O2N1
395,294.18636000000004,1954010,12.5,294.1863379767,2.2023300061846385e-05,20,24,O1N1
398,294.22255,1626720,10.0,294.22272348549996,0.0001734854999426716,21,28,N1
404,295.13377,1660539,10.3,295.1339680517,0.00019805169995379401,19,19,O3
405,295.17021,2651649,17.9,295.1703535605,0.00014356050002106713,20,23,O2
407,295.19147000000004,2112004,13.8,295.1914829293,1.2929299941788486e-05,17,27,O4
408,295.20672,1780871,11.2,295.20673906929994,1.906929992401274e-05,21,27,O1
409,295.22781000000003,100059656,766.6,295.2278684381,5.8438099983959546e-05,18,31,O3
410,295.26424,31107600,236.6,295.2642539469,1.3946900025985087e-05,19,35,O2
413,296.14445,7657637,56.0,296.1444731635,2.3163499974998558e-05,22,18,N1
414,296.16559,3395752,23.5,296.1656025323,1.2532299990652973e-05,19,22,O2N1
415,296.20205,2006446,12.9,296.2019880411,6.19589000052656e-05,20,26,O1N1
420,297.14968,1827021,11.5,297.1496181161,6.188390000261279e-05,19,21,O3
422,297.18598,5085011,36.4,297.1860036249,2.3624900052254816e-05,20,25,O2
424,297.20706,3130454,21.5,297.2071329937,7.299369997326721e-05,17,29,O4
425,297.2225,1638617,10.1,297.22238913369995,0.00011086630007639542,21,29,O1
427,297.24354,232860512,1776.8,297.24351850249997,2.149750002899964e-05,18,33,O3
428,297.27982000000003,173271904,1321.5,297.2799040113,8.401129997537282e-05,19,37,O2
430,298.12371,3398894,23.5,298.12373771909995,2.7719099932710378e-05,21,16,O1N1
433,298.1601,18774004,141.0,298.1601232279,2.3227899987432465e-05,22,20,N1
434,298.18143,2173048,14.1,298.18125259669995,0.0001774033000288,19,24,O2N1
441,299.16526,1934618,12.3,299.1652681805,8.180500003618363e-06,19,23,O3
443,299.20176000000004,4928160,35.2,299.2016536893,0.00010631070006184018,20,27,O2
444,299.22276,4501924,31.9,299.2227830581,2.3058099998252146e-05,17,31,O4
445,299.23807999999997,1916326,12.2,299.23803919809995,4.0801900013320846e-05,21,31,O1
447,299.25912999999997,6525610,47.4,299.2591685669,3.856690000247909e-05,18,35,O3
451,300.13932,3751226,26.2,300.13938778349996,6.778349995784083e-05,21,18,O1N1
453,300.17579,22361408,168.4,300.1757732923,1.6707700012830173e-05,22,22,N1
455,300.197,15506755,116.0,300.19690266109995,9.733890004781642e-05,19,26,O2N1
463,301.18087,2321764,15.2,301.1809182449,4.82448999719054e-05,19,25,O3
466,301.21721,6324971,45.6,301.2173037537,9.375369995723304e-05,20,29,O2
467,301.23849,6122990,44.1,301.2384331225,5.687750001470704e-05,17,33,O4
468,301.25377000000003,3716080,25.8,301.25368926249996,8.07375000704269e-05,21,33,O1
470,302.11862,2430077,16.0,302.1186523391,3.2339099959699524e-05,20,16,O2N1
472,302.15517,2588803,17.2,302.15503784789996,0.00013215210003636457,21,20,O1N1
473,302.19133999999997,7000713,50.7,302.1914233567,8.33567000313451e-05,22,24,N1
478,303.16017,1838631,11.5,303.1601828005,1.2800500030607509e-05,18,23,O4
481,303.19647000000003,2833325,19.1,303.1965683093,9.830929997178828e-05,19,27,O3
484,303.23302,9445171,69.3,303.2329538181,6.618190002427582e-05,20,31,O2
485,303.26929,9726777,71.4,303.26933932689997,4.932689995484907e-05,21,35,O1
488,304.11306,2527426,16.7,304.11317303469997,0.00011303469995027626,23,14,N1
489,304.13427,3844806,26.7,304.1343024035,3.240349997213343e-05,20,18,O2N1
490,304.17073,2815436,18.9,304.17068791229997,4.2087700023785146e-05,21,22,O1N1
492,304.20698,11187153,82.5,304.2070734211,9.342110001853143e-05,22,26,N1
496,305.15469,2099564,13.5,305.1547034961,1.3496099995791155e-05,21,21,O2
498,305.17579,1670127,10.2,305.1758328649,4.28648999672987e-05,18,25,O4
503,305.2121,4400757,31.0,305.21221837369995,0.00011837369993372704,19,29,O3
506,305.24859,5948539,42.7,305.2486038825,1.388250001355118e-05,20,33,O2
508,306.11357000000004,3078152,20.8,306.11356695909996,3.0409000828512944e-06,19,16,O3N1
510,306.12892999999997,4103947,28.5,306.1288230991,0.000106900899993434,23,16,N1
511,306.14979,4321294,30.2,306.1499524679,0.0001624678999974094,20,20,O2N1
513,306.18629,2624788,17.4,306.1863379767,4.797669998879428e-05,21,24,O1N1
514,306.22269,13182234,97.1,306.22272348549996,3.34854999550771e-05,22,28,N1
517,307.14983,1765553,10.9,307.1492241917,0.000605808300008448,24,19,
518,307.17039,2999989,20.2,307.1703535605,3.643949997922391e-05,21,23,O2
520,307.19142,4832440,34.0,307.1914829293,6.292929998608088e-05,18,27,O4
523,307.22791,3607486,24.8,307.22786843809996,4.156190004778182e-05,19,31,O3
524,307.26422,10790340,79.0,307.2642539469,3.394689997548994e-05,20,35,O2
526,308.09272999999996,2307148,15.0,308.0928315147,0.00010151470002028873,18,14,O4N1
530,308.14442,22366804,166.4,308.1444731635,5.316349995609926e-05,23,18,N1
531,308.16551,3555672,24.4,308.1656025323,9.253230001604607e-05,20,22,O2N1
532,308.20201000000003,2280798,14.8,308.2019880411,2.1958900049412478e-05,21,26,O1N1
538,309.14956,2523258,16.6,309.1496181161,5.811609997863343e-05,20,21,O3
541,309.18607000000003,2642944,17.5,309.1860036249,6.637510000473412e-05,21,25,O2
543,309.20707999999996,11500292,84.4,309.2071329937,5.299370002376236e-05,18,29,O4
544,309.22241,2017030,12.8,309.22238913369995,2.08663000762499e-05,22,29,O1
545,309.24352000000005,3657994,25.2,309.24351850249997,1.4975000794947846e-06,19,33,O3
546,309.27988999999997,49935120,374.5,309.2799040113,1.4011300038418995e-05,20,37,O2
548,310.12363999999997,2704028,18.0,310.12373771909995,9.771909998335104e-05,22,16,O1N1
550,310.16017,8605602,62.5,310.1601232279,4.677210000636478e-05,23,20,N1
551,310.18118,2938789,19.7,310.1812525967,7.25967000221317e-05,20,24,O2N1
553,310.21764,1977003,12.5,310.21763810549993,1.8945000874737161e-06,21,28,O1N1
559,311.16521,1958217,12.3,311.1652681805,5.8180499991067336e-05,20,23,O3
562,311.20153999999997,5058383,35.7,311.2016536893,0.00011368930000799082,21,27,O2
564,311.22282,33997908,254.2,311.2227830581,3.694190002079267e-05,18,31,O4
565,311.23807999999997,1648853,10.0,311.23803919809995,4.0801900013320846e-05,22,31,O1
566,311.25906000000003,4321881,30.2,311.2591685669,0.00010856689993943291,19,35,O3
568,311.2955,275149920,2074.4,311.2955540757,5.407570000670603e-05,20,39,O2
571,312.13946,3932141,27.1,312.13938778349996,7.221650002975366e-05,22,18,O1N1
574,312.17567,19803378,146.1,312.1757732923,0.00010329229996841605,23,22,N1
575,312.19678999999996,2246135,14.4,312.1969026611,0.00011266110004726215,20,26,O2N1
577,312.23323,1716733,10.4,312.23328816989994,5.816989994400501e-05,21,30,O1N1
583,313.18072,1933853,12.1,313.1809182449,0.00019824489999109574,20,25,O3
587,313.21741000000003,2698532,17.8,313.2173037537,0.00010624630004940627,21,29,O2
588,313.2385,165737888,1240.6,313.2384331225,6.687749998945947e-05,18,33,O4
589,313.275,1720749,10.5,313.2748186313,0.0001813686999980746,19,37,O3
594,314.1551,3745860,25.7,314.15503784789996,6.215210004256733e-05,22,20,O1N1
596,314.19145,15505994,113.9,314.1914233567,2.6643299975148693e-05,23,24,N1
597,314.21247999999997,3482958,23.7,314.21255272549996,7.27254999901561e-05,20,28,O2N1
601,315.13897000000003,1703406,10.3,315.1390534317,8.34316999771545e-05,22,19,O2
608,315.19661,2350840,15.2,315.19656830929995,4.1690700072649634e-05,20,27,O3
610,315.23294,5648638,39.9,315.2329538181,1.3818100001117273e-05,21,31,O2
612,315.25403,68708096,512.9,315.2540831869,5.318690000422066e-05,18,35,O4
613,315.26939,3600901,24.6,315.26933932689997,5.067310002004888e-05,22,35,O1
615,316.13433,2752924,18.2,316.1343024035,2.759649999006797e-05,21,18,O2N1
617,316.17037999999997,2026658,12.8,316.17068791229997,0.0003079123000020445,22,22,O1N1
619,316.20703,7449513,53.4,316.2070734211,4.342110003108246e-05,23,26,N1
632,317.21224,3495002,23.6,317.21221837369995,2.1626300053867453e-05,20,29,O3
636,317.24856,8857697,63.6,317.2486038825,4.388249999465188e-05,21,33,O2
638,317.28506,9438311,67.9,317.2849893913,7.060870001396324e-05,22,37,O1
642,318.12886000000003,5769471,40.6,318.1288230991,3.690090005648017e-05,24,16,N1
644,318.15002000000004,3667970,24.9,318.1499524679,6.753210004717403e-05,21,20,O2N1
645,318.18622999999997,2356745,15.1,318.1863379767,0.0001079767000078391,22,24,O1N1
647,318.22274,10288399,74.2,318.22272348549996,1.651450003237187e-05,23,28,N1
654,319.13431,4625845,32.0,319.1339680517,0.0003419483000470791,21,19,O3
656,319.17011,1704123,10.3,319.1703535605,0.00024356049999596507,22,23,O2
660,319.20679,1698242,10.2,319.20673906929994,5.093070006978451e-05,23,27,O1
663,319.22794,3513542,23.7,319.22786843809996,7.156190002888252e-05,20,31,O3
666,319.26415,5617613,39.4,319.2642539469,0.0001039469000261306,21,35,O2
670,320.12907,2105452,13.3,320.12921702349996,0.00014702349994877295,20,18,O3N1
671,320.14443,6706799,47.5,320.1444731635,4.316349998134683e-05,24,18,N1
672,320.16562000000005,4242035,29.2,320.1656025323,1.7467700047291146e-05,21,22,O2N1
673,320.20205,2202105,14.0,320.2019880411,6.19589000052656e-05,22,26,O1N1
677,320.23829,13396608,97.4,320.23837354989996,8.354989995495998e-05,23,30,N1
682,321.14954,1709099,10.3,321.1496181161,7.81160999849817e-05,21,21,O3
685,321.18612,2474289,16.0,321.1860036249,0.0001163750999921831,22,25,O2
688,321.20702,1667125,10.0,321.2071329937,0.00011299369998596376,19,29,O4
691,321.2222,2016568,12.6,321.22238913369995,0.00018913369996198526,23,29,O1
694,321.24346,3937084,26.9,321.24351850249997,5.8502499939550034e-05,20,33,O3
695,321.27996,8894787,63.8,321.2799040113,5.598870001222167e-05,21,37,O2
697,322.10844,1768672,10.7,322.1084815791,4.1579100013677817e-05,19,16,O4N1
700,322.14489,1616103,9.6,322.14486708789997,2.2912100007488334e-05,20,20,O3N1
702,322.16013,15821802,115.5,322.1601232279,6.772099993668235e-06,24,20,N1
703,322.18143,2918894,19.3,322.1812525967,0.00017740329997195659,21,24,O2N1
704,322.2173,1779829,10.8,322.21763810549993,0.0003381054999067601,22,28,O1N1
712,323.16513,1817132,11.0,323.1652681805,0.00013818050001646043,21,23,O3
714,323.20172,2439603,15.6,323.2016536893,6.631070004914363e-05,22,27,O2
717,323.22269,5125816,35.4,323.2227830581,9.305809999204939e-05,19,31,O4
718,323.23771,1756282,10.6,323.23803919809995,0.00032919809996201366,23,31,O1
719,323.25915,4343487,29.7,323.2591685669,1.8566899996130815e-05,20,35,O3
720,323.29567000000003,20776134,151.0,323.2955540757,0.00011592430001883258,21,39,O2
722,324.13936,2777195,18.1,324.13938778349996,2.7783499945144285e-05,23,18,O1N1
724,324.17574,9494898,67.7,324.1757732923,3.32922999746188e-05,24,22,N1
725,324.19698,3071735,20.3,324.1969026611,7.733889998462473e-05,21,26,O2N1
732,325.18086,24200764,176.2,325.1809182449,5.824490000350124e-05,21,25,O3
736,325.21733,5568579,38.7,325.2173037537,2.624630002401318e-05,22,29,O2
738,325.23855,4227143,28.8,325.2384331225,0.00011687749997690844,19,33,O4
739,325.27468999999996,5699150,39.7,325.2748186313,0.00012863130001505851,20,37,O3
740,325.31122,160251472,1180.6,325.3112041401,1.585989997465731e-05,21,41,O2
744,326.15508,4237313,28.9,326.15503784789996,4.2152100036219053e-05,23,20,O1N1
748,326.19144,15122185,109.2,326.1914233567,1.6643300000396266e-05,24,24,N1
